user,followers_count,friends_count,retweet_count,favorite_count,text
Catheri60125411,1,9,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
morrismanfung1,1,1,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
tvidjka,65,88,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ClementineTong,729,4999,6,0,"RT @SCMPHongKong: Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts about…"
cmt_UTS,657,665,0,1,Vaccine hesitancy and the politics of trust in Hong Kong - The Globalist on @monocle24 with @karina_tsui and insigh… https://t.co/1xXhaUoQhN
leo51896126,89,161,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
MTherapy2021,237,2324,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/wZba75F7OS"
gotoschoolbybu5,31,82,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
margaritashuu,7,4,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Marc56933577,18,20,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
orwellnow2047,267,396,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LawChungChi2,15,138,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
bewaterhkger,49,85,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TsuiJacky1,421,761,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
FongYinChing2,26,28,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
JustFre12416141,427,905,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
justapigfromhk,348,482,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
SimonintheZoo,1223,1276,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
SzeDieGapMean,421,1281,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ML81855606,66,80,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ML81855606,66,80,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
SCMPHongKong,14084,9,6,7,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/VmEjroMSsM"
kwinsi2,101,129,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
yeah5005,88,177,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Puixxx1,103,181,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Jay_Watt,1793,1845,1,0,"RT @Olgawys: Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts about jabs,…"
ZyiteGadgets,2950,4817,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/my7GemQhaR"
Olgawys,1538,68,1,1,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/hBmVTFSVkN"
WunJill,116,24,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Tony13945454,153,340,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
joe_leo_,1412,4896,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Medeirosjz,705,2034,0,0,"Incentivos de 'bolha de vacina' não são suficientes, Hong Kong deve ser criativo para dissipar rumores, compartilha… https://t.co/hNADmS9Bro"
MrTomandyu,3,34,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
rubychingg,100,241,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
christine947051,32,53,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Irene14118712,5,8,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
tracyalloway,136997,4126,0,3,@ProgressTechno In Hong Kong it is unfortunately the opposite situation - lots of supply and not enough people ince… https://t.co/BN8vQgT1zz
GerReader,6762,6751,3,0,"RT @SCMPNews: Get creative to dispel Covid-19 vaccine rumours, Hong Kong experts say https://t.co/CiplI4kYJ9"
wckwckwck,204,439,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
B0tSci,1109,80,1,0,"RT @DrMePhD: @Nomura | Global Economic Outlook: Hong Kong🇭🇰

&gt; Expecting to see sequential #growth momentum to remain solid on the #SARSCoV…"
DrMePhD,2198,3404,1,1,"@Nomura | Global Economic Outlook: Hong Kong🇭🇰

&gt; Expecting to see sequential #growth momentum to remain solid on t… https://t.co/Hejt2rGXfv"
PRqoSJdyofN1yLj,784,1308,3,0,"RT @SCMPNews: Get creative to dispel Covid-19 vaccine rumours, Hong Kong experts say https://t.co/CiplI4kYJ9"
SCMPNews,801294,306,3,2,"Get creative to dispel Covid-19 vaccine rumours, Hong Kong experts say https://t.co/CiplI4kYJ9"
vivienc41732492,679,559,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
PPPonGo,1879,3423,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HMacKeown,1472,1194,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
kelvinl01435370,61,64,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
comichei,13,18,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
coby81569021,98,160,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
lhkrn_uk,209,246,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
alp_alpaca,194,811,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Onrush70001238,190,389,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Chowcch1,37,19,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
jennyoctopus,33,126,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Serin95208567,103,325,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Zeynept29423377,10,30,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
heungkongyan1,23,16,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Nkc93,33,42,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
chunheilee92,118,146,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ch_quit,2023,4660,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
royleyng,85,285,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
GinToki86018590,23,44,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
afr852,151,327,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
lendus22,422,986,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
tomso1314,423,828,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hoggothoaryhost,34,55,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
wearehongkong3,14,69,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
symwoo,11,45,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
waiming_w,54,163,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LeahBeFree,220,527,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LeahBeFree,220,527,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
kleahcim,12,25,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
River49493400,4,39,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
sJ55244757,70,97,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
zzzaylee,11,63,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
yeonsole,117,386,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
sulsulfmhk,177,217,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TheAsiaGroup,2505,342,0,0,"With both choices readily available, many Hong Kong residents are choosing the Pfizer/BioNTech mRNA vaccine over th… https://t.co/OVCn6KboDM"
LindaVeeSado,11352,10814,0,0,@IngrahamAngle Anyone who was an adult in the 60's remembers the Hong Kong Flu. Much worse. They rushed out a vacci… https://t.co/XnPk7jbkS4
EdmundHKER,50,155,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
blackhawkPPT,354,1488,17,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/FxeKyju6zG"
ccmywfd,31,75,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
seeseesorry,430,478,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Sam_Kooooooo,1036,521,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
JenniYoungPhD,89,245,3,0,"RT @HKU_CMEL: In an interview with the South China Morning Post @scmpnews, our @CalvinWLHo commented on HK's ""vaccine bubble"", which has sp…"
syng10535072,93,188,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
smileyxtine,19,260,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
G0513p,41,51,0,0,@JiveBowman @siderealyear @dpakman Trump wasn’t exactly my guy but just the Washington outsider who got elected in… https://t.co/J1aAiKI42p
DomEssig,21,141,5,0,"RT @MaitreyaBhakal: Western media:
""Hong Kongers are refusing to get vaccinated because they don't trust the government and they don't trus…"
SheenCon,168,283,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hndcpstd,436,470,3,0,"RT @eugyppius1: 1. My new Corona semi-satirical conspiracy theory proposes this is a live self-propagating vaccine virus, intended to elici…"
ChanTaiMan2020,73,46,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
247firecracker,2891,4567,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
wall22222,41,77,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
YHCheng11,2104,3403,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
newyama1,521,1066,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
lagwrfis,2313,2964,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HKer_Fighting_,1822,3100,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TheCreditBubble,3524,69,3,0,"RT @eugyppius1: 1. My new Corona semi-satirical conspiracy theory proposes this is a live self-propagating vaccine virus, intended to elici…"
standwi60739638,16,13,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
eugyppius1,2944,896,3,18,"1. My new Corona semi-satirical conspiracy theory proposes this is a live self-propagating vaccine virus, intended… https://t.co/CA6EcVAaGy"
Kathleen_HKer,2456,4286,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
truehongkonger3,15,3,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
poposix9,966,1706,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
kdsajhfk,248,522,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hkeranton8964,4032,4311,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
bubupig_,606,1619,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Bubub_LoveHK,2204,3504,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
5_nooneless,209,239,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
viralvideovlogs,6599,4587,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
miumiu901213,345,517,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hau_hk,2793,4930,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
kerokero_HKer,2745,4579,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Loris_Lam,41,21,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
rorobin_ro,173,690,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
AnnieLa69427554,99,227,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
redesovir,9,16,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ChoiHungGuLeung,380,889,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
tszlokkk,20,129,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LaiChi32153792,124,354,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
jokerhongkong61,123,337,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
manjuicecom1,206,342,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
manjuicecom1,206,342,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
glorytohk4ever,360,778,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
KremserMariana1,117,912,0,0,Hong Kong's Vaccine Bubble Hits Restaurants https://t.co/rZaUwHnrVR via @FacebookWatch
KenjiEndo6,1891,1135,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LLimbola,349,1100,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
realhkcitizen,2902,3334,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
deinhk,6992,3350,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
jennyoctopus,33,126,14,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
ramiruua,610,702,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Sumiko35488651,39,68,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
theyllknow,1284,1311,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
deinhk,6992,3350,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
deinhk,6992,3350,14,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
JamesCh31927690,1560,1849,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
oohker,48,43,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TefutefuH,1709,1966,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Tomadyan,104,331,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hkkid1,1046,2013,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
benjami67649416,21,96,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
crystal14516171,10,3,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Jaimehongkong,803,1291,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TShum5,89,123,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ChoiEnglish,1198,656,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
CoronaVirusInd2,5023,41,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
revoltoftimes,817,1134,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Kathleen_HKer,2456,4286,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
man12642556,983,1661,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
YHung19719157,27,20,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Deric15791,45,109,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
shootlancer,11,52,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HKer_Fighting_,1822,3100,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
simonfisher5539,108,164,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
heidiwyleung,45,81,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
michael22897067,7,14,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
man12642556,983,1661,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
VitaminKLo,12,20,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
bubupig_,606,1619,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Freedom4HK5x1,112,134,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ericbrownie1,9,81,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Bao__baooo,157,245,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
judyabbey1984,426,2127,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
fktws,9895,656,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Bubub_LoveHK,2204,3504,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
fay_jing,999,1055,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hau_hk,2793,4930,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hkindirestraits,323,392,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
GaryLok4,194,232,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
poposix9,966,1706,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
bnisavirgin,214,440,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hkeranton8964,4032,4311,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hangyanroad,455,182,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
YHCheng11,2104,3403,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
AforAlexia,717,483,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
All4oneReborn,206,100,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
nmtl_nmtl,244,424,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
glorytohkforev1,3186,4955,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
AforAlexia,717,483,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
mansing63993150,44,223,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
bnisavirgin,214,440,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
littlehomekong2,5,22,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
_Democracy_now_,187,333,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
_Democracy_now_,187,333,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
DingNovo,187,93,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Rox43398297,196,457,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
DanielFreeHK51,253,314,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
sgclam,8,56,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
sgclam,8,56,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
cw02021,78,247,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Grunge134,254,535,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
Grunge134,254,535,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
