user,followers_count,friends_count,retweet_count,favorite_count,text
denise_tsang,6045,554,0,3,"‘Vaccine bubble’ trouble? Rules fatigue, app cynicism, sour mood are among customer hurdles for Hong Kong’s restaur… https://t.co/NQ87RnHtAF"
small_potato746,82,156,87,0,"RT @Quicktake: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly d…"
FreeSky75428851,178,270,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hong_bless,319,775,291,0,"RT @Quicktake: Public distrust means even frontline medical workers are shying away from getting vaccinated in Hong Kong 

More: https://t.…"
hong_bless,319,775,335,0,"RT @Quicktake: “They think there's some kind of hidden agenda.”

Millions of people are refusing free #Covid19 shots in Hong Kong over gove…"
hong_bless,319,775,250,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
hong_bless,319,775,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
viralvideovlogs,6599,4587,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hong_bless,319,775,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
amsterdam_bill,2555,4991,1,0,"RT @amsterdam_bill: EU vaccine exports in February. Clearly commercial deliveries to countries who could afford. No good-doing involved:

U…"
tlee89627,0,15,0,0,"A side effect of being one of the best (if not the best, excluding low pop countries) countries to handle the pande… https://t.co/cbrScbVMl5"
TouTzuSays,64,106,0,0,Why are most Hongkongers choosing not to get vaccinated for Covid-19? https://t.co/HVcQrSlCkM via @scmpnews
VOAStevenson,5617,1185,0,1,"""They think there's some kind of hidden agenda."" Millions of people are refusing free #Covid19 shots in Hong Kong o… https://t.co/KhxUMitkul"
SophieRockshots,661,681,48,0,"RT @hildabast: Phase 1 trial for Covid vax nasal spray from Uni of Hong Kong registered: 115 people, 2 doses, 4 wks apart https://t.co/HALy…"
AKBGfun,2603,2769,0,0,Why are most Hongkongers choosing not to get vaccinated for Covid-19? - South China Morning Post https://t.co/tgPXuLqtTy
Kafka60613837,1039,2831,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
7thSpaceCom,3465,801,0,0,News: Hong Kong: 1.85m vaccine doses administered - https://t.co/MANbqGuXcI
xwy19961,4,341,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
chrishung2020,281,2312,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ngalbert123,45,132,0,0,Coronavirus: Hong Kong logs sixth straight day without untraceable local infection; first claims made on vaccine in… https://t.co/C2w1hpiu3b
LeoganeMickael,32,245,0,0,https://t.co/RpvHGq7dyI
ChristyLeung9,127,263,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hk_otoro,347,599,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
royaltea926,3,4,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
blahbla81704770,114,35,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Eddy48458267,1503,1596,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
fay_jing,999,1055,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
DavidSahijwani,56,275,1,0,"RT @BrittClennett: With vaccine rates up, the U.S. is gradually making a return to normal...meanwhile in Hong Kong and Australia, which hav…"
Matthew61751901,50,64,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
shuiqing00,36,294,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
dllmhkpf,2144,1477,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
EnzoCalamo,16751,2854,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/8Gm4VARE7G"
hIP1jvvAKXWACBj,14,11,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
viruswuhanchina,171,292,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Maggie28107132,12,22,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
wonyoungPretty,1035,1662,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
DingNovo,187,93,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
michaelchanYEG,189,1836,15,0,"RT @gigi_choy: Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts about jab…"
yatnokarno,332,1710,2,0,"RT @asiatimesonline: Civil servants, university students and domestic workers must undergo tests unless they are vaccinated https://t.co/9H…"
mysabrinaluk,57,91,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
darkmoon_113,320,672,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
samuelbuffalo,2357,996,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Fish_jyu,211,380,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HenkMolenaars,1211,4222,0,0,Why are most Hongkongers choosing not to get vaccinated for Covid-19? https://t.co/IcUyYls74l via @scmpnews
terencechan27,162,196,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
chansiu78205399,52,85,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
MENAFN,1734,15,0,0,Hong Kong unveils terms of vaccine compensation https://t.co/L3tY9PplD6 https://t.co/5WJHXxB0IG
BhushanLalKoul3,447,789,0,0,"https://t.co/fVfGw0TJHz

Unused #COVID19 shots pile up as mistrust blights #HongKong #vaccine drive.

#CCPVirus"
Wy_ywy,71,114,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Standforhk11,489,967,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hkerbehumble,1017,1362,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hkeronduty,1639,2264,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
BrittClennett,3069,2954,1,2,"With vaccine rates up, the U.S. is gradually making a return to normal...meanwhile in Hong Kong and Australia, whic… https://t.co/zvRx7DI7G2"
Alexmok88434813,39,15,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
klay5201314,283,651,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hazelwo04421055,308,225,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
heyee20,97,92,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ryokoni,1713,504,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
omahariptic,1033,1564,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
wintersinhk,145,1409,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
DChanfm,5,10,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HKers1992,136,52,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
whydoyousobad,50,182,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
amsterdam_bill,2555,4991,1,2,EU vaccine exports in February. Clearly commercial deliveries to countries who could afford. No good-doing involved… https://t.co/vaQN1kCoVS
Frances87223617,47,60,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
SCtheComedian,120,303,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
524683kkk,86,10,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
noherojusthuman,135,306,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TragicB70380523,568,1012,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TomWong93767868,3180,4052,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ot7banoodle,274,695,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
kow214,11,10,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
realhongkonger1,1076,2071,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ML03509599,3090,4999,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
britishk_,1039,1802,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
amsterdam_bill,2555,4991,1,0,"RT @amsterdam_bill: EU vaccine exports in February 2021, main destinations, millions doses:

UK: 9.1
Canada: 3.9
Mexico: 3.1
Japan: 2.7
Sau…"
amsterdam_bill,2555,4991,0,0,"""Vaccine good guy""? Export destination in February (in millions of doses):

UK: 9.1
Canada: 3.9
Mexico: 3.1
Japan:… https://t.co/gplSRMqFM3"
kong721831,103,163,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
FreeHongKongGo,679,529,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
amsterdam_bill,2555,4991,1,1,"EU vaccine exports in February 2021, main destinations, millions doses:

UK: 9.1
Canada: 3.9
Mexico: 3.1
Japan: 2.7… https://t.co/04uCytqKc8"
28481k,3379,4999,5,0,RT @kjoules: Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong
MlaHongKonger,600,1009,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Raymond95165042,74,232,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
AnnCheung18,33,52,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
v_j_freeman,13253,2610,0,12,@ellegist Expressing support for compulsory vaccination in event of high vaccine hesitancy. I was a Nazi who didn’t… https://t.co/RdGE74aZ7j
Telegraf_ID,69,189,0,0,Hong Kong unveils terms of vaccine compensation https://t.co/TDdOzpYnCY
Chongpikling1,18,7,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
realJoeLEE1,2,17,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
edTawicha,22,160,0,0,"คนฮ่องกงยังไม่ค่อยยอมฉีดวัคซีน ลองทายว่าทำไม
https://t.co/Y6h2etEmDB
 #วัคซีน"
rahah_ghazali,2406,1280,2,0,"RT @asiatimesonline: Civil servants, university students and domestic workers must undergo tests unless they are vaccinated https://t.co/9H…"
Portello16,252,446,5,0,RT @kjoules: Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong https://t.co/5zq9tZ0hy6
rzhongnotes,14938,1422,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
InfectiousDz,32613,8759,15,0,"RT @bencowling88: I discussed vaccine hesitancy with Dr David Owens in this latest OTP podcast ""Ep 006: COVID-19 Vaccine Hesitancy in Hong…"
fccp831,43,479,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
NiaoCollective,1570,1822,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
asiatimesonline,30256,543,2,0,"Civil servants, university students and domestic workers must undergo tests unless they are vaccinated https://t.co/9HibI3vXoZ"
HongKongVisas,1502,184,5,0,RT @kjoules: Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong https://t.co/5zq9tZ0hy6
tomotommot,3265,801,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
cy62design,138,125,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
WoneTone,434,337,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
1984chinazi,7,31,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
domisoHK,106,180,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
TammyP48202518,96,80,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
vanalich,2355,5001,5,0,RT @kjoules: Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong
tripperhead,5508,366,5,0,RT @kjoules: Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong https://t.co/5zq9tZ0hy6
kjoules,453,180,5,29,Over 1 million doses of the BioNTech vaccine have been administered in Hong Kong https://t.co/5zq9tZ0hy6
ktbffh65060271,22,110,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
benjaminto2010,76,67,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
SpringPocketEx,35,114,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
kjkjk85909414,29,89,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
itmayraininmay,198,249,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
homeishongkong,286,693,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
wanderer_jasnah,1992,749,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
bobbiharlow,1539,2336,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
aypony1987,55,32,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
ebscbwi,751,4010,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
kyok88045668,620,667,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Hunterwolfwang,859,1059,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HeiSo10,28,54,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
CoolMan3000000,932,2497,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
howard20861,52,49,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
1f8PVxouToaU0R9,973,298,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
zozohongkong,826,1480,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
PplFuture,484,5,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Pammyclock,189,224,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
DrEL_Brown,528,546,2,0,"RT @InfectiousDz: Taiwan and Hong Kong, previously able to contain COVID with public health measures alone, are at the bottom of the league…"
hky2147,377,257,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
InfectiousDz,32613,8759,2,5,"Taiwan and Hong Kong, previously able to contain COVID with public health measures alone, are at the bottom of the… https://t.co/3GB0NSf8q4"
tweet4852,502,2388,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
tweet4852,502,2388,5,0,"RT @Quicktake: “There isn't, for me a coherent, consistent messaging within the industry.”

Hong Kong launched a ""vaccine bubble"" scheme fo…"
vicciho,1093,1036,20,113,"If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitte… https://t.co/B3G537I7U0"
Climber68316457,54,113,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
tweet4852,502,2388,8,0,RT @Quicktake: 💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions are refus…
ben_teoh,46,243,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/AklXUWAEzN"
HenryNam12,53,18,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HacoronaA,442,986,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hker_laupei,135,138,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Heawo4,1458,2827,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
danavan12,14,198,0,0,"@yeobeeyin @aidilarazak @Khairykj BioNTech too... 

Two pregnant Hong Kong women who got BioNTech vaccine suffer mi… https://t.co/55P1i8hGFT"
HKer20682966,2113,5002,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
WUSPSHK,323,636,0,1,@hkfp @guardian @DailyMailUK @washingtonpost @EpochTimes @SolomonYue @ElmerYuen @maryhui @XinqiSu @galileocheng… https://t.co/101QUKkdSV
FurtherAsia,51,16,0,0,Unused doses pile up as mistrust blights Hong Kong vaccine drive https://t.co/q5BBhd2AGX
SwapnaSitaraman,733,2230,8,0,RT @Quicktake: 💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions are refus…
BernUnitHK,4205,656,0,2,Hong Kong logs sixth day without untraceable case; first claims made on vaccine fund https://t.co/wUKMPCNAkD via… https://t.co/OWErk8iBdn
JasonLe89224405,454,716,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
karimraffa,2578,916,0,0,💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions… https://t.co/aTALtusCqt
SDKUBRAROO,1036,2149,335,0,"RT @Quicktake: “They think there's some kind of hidden agenda.”

Millions of people are refusing free #Covid19 shots in Hong Kong over gove…"
com4myst_blgspt,1320,4192,8,0,RT @Quicktake: 💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions are refus…
MarcYanofsky,141,765,335,0,"RT @Quicktake: “They think there's some kind of hidden agenda.”

Millions of people are refusing free #Covid19 shots in Hong Kong over gove…"
MartinRichardL3,160,415,164,0,"RT @Quicktake: “We don't police people. We entertain.”

Less than a month into the launch of a “vaccine bubble,” some Hong Kong restaurants…"
HKinLondon,728,254,0,0,Social distancing measures currently in place in Hong Kong with 'vaccine bubble' as the basis extended for 14 days… https://t.co/yFih7CCqr5
MartinRichardL3,160,415,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
stirlospace,974,4997,8,0,RT @Quicktake: 💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions are refus…
glitchbotio,1188,342,8,0,RT @Quicktake: 💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions are refus…
Quicktake,1253818,1483,8,8,💉 There are few places in the world easier to get a #Covid19 vaccine than Hong Kong. Here's a look at why millions… https://t.co/Vuc0S9qXJS
MomoSetsuna,84,1847,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
HONGKON49654096,93,49,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LawrenceHKer,391,790,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
mi281368755,3111,4973,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
WesJWHK,2670,3206,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
economics,234405,1836,5,0,"RT @Quicktake: “There isn't, for me a coherent, consistent messaging within the industry.”

Hong Kong launched a ""vaccine bubble"" scheme fo…"
Wish_Cheung,49,347,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
LeoganeMickael,32,245,0,0,"Coronavirus: Hong Kong expects sixth straight day without untraceable local infection, first claims made on vaccine… https://t.co/QYIfxX3PxA"
chocomilk_123,1176,2760,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Lee97703713,121,308,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
midsummerain_,154,104,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
tz3Vrv9oCJZvm0q,0,0,4,0,RT @SCMPHongKong: Coronavirus: Hong Kong expects sixth straight day without untraceable local infection as first claims made on vaccine ind…
vmlinuz,335,701,0,0,@Basti_in_China @tripperhead @nationnews Or option c) in Hong Kong - you're vanishingly unlikely to actually catch… https://t.co/Rj0ysGabTX
ramiruua,610,702,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
fred_staebler,467,723,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
ryan_chua,423705,3308,1,1,Why are most Hongkongers choosing not to get vaccinated for Covid-19? https://t.co/SPGkqFwU9e via @scmpnews
_techtalkng,185,248,0,0,"RT @Quicktake “There isn't, for me a coherent, consistent messaging within the industry.”

Hong Kong launched a ""va… https://t.co/rPq7D9lxwN"
ChewyYorkie,319,601,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
askarikhan386,683,411,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
hugoip5,9,18,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
evrouche,107,1184,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
4right2life,72,526,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
WWhitness,1828,4998,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
anaglyph32,1031,1118,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
SydneyT95847360,35,242,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
HongKong,2831,799,0,0,Coronavirus: Hong Kong expects sixth straight day without untraceable local infection as first claims made on vacci… https://t.co/SDLmoACgIh
HongKong,2831,799,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts… https://t.co/Zh7tqLsQjO"
RealNewArrival,306,2489,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
NoLiberals,1581,3346,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
DoKscho,869,80,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
glitchbotio,1188,342,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
business,7327186,1321,19,37,"""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong,… https://t.co/qcmwGbpIIl"
gotaishoukyu,170,444,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
Ryan407ManUtd,68,898,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
wilson_choy,18,271,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
hsingh_hk,1359,3984,2,0,"RT @SCMPHongKong: Coronavirus: representatives from Hong Kong’s pubs, nightclubs and karaoke bars request they be treated in the same manne…"
