firstDoseTotal,firstDosePercent,secondDoseTotal,secondDosePercent,latestDaily,sevenDayAvg,firstDoseDaily,secondDoseDaily,totalDosesAdministered
1202405,18.3%,824151,12.6%,16163,27954,8743,7420,2026556
