index,Participant No.,Scene No.,Text Cond.,Audio Cond.,ROI category,Saccade Count,Total Saccade Distance,Average Saccade Distance,Total Saccade Duration,Average Saccade Duration
208,exp_18,Scene5,On,On,Culturual  Heritage,82,19.668430158476326,0.23985890437166252,17.119999999999983,0.20878048780487785
209,exp_18,Scene5,On,On,Nature,14,2.722689836211546,0.19447784544368188,4.560000000000004,0.325714285714286
210,exp_18,Scene5,On,On,Others,38,6.865943856801613,0.18068273307372668,9.359999999999985,0.24631578947368382
211,exp_18,Scene5,On,On,Tamed nature,5,1.5487770919584494,0.30975541839168985,1.3199999999999967,0.26399999999999935
212,exp_18,Scene5,On,On,Text,83,15.999678405346922,0.19276720970297495,19.2799999999999,0.23228915662650484
213,exp_18,Scene5,On,On,Urban,22,6.551779323832828,0.2978081510833104,5.840000000000014,0.2654545454545461
214,exp_18,Scene6,Off,Off,Culturual  Heritage,191,40.12304642295839,0.2100683058793633,37.140000000000015,0.1944502617801048
215,exp_18,Scene6,Off,Off,Others,43,6.005436565055656,0.1396613154664106,5.880000000000006,0.13674418604651176
216,exp_18,Scene6,Off,Off,Tamed nature,36,9.851262039365823,0.27364616776016176,10.919999999999979,0.30333333333333273
217,exp_18,Scene6,Off,Off,Urban,7,2.386708159302648,0.34095830847180686,4.239999999999981,0.605714285714283
218,exp_18,Scene7,Off,On,Culturual  Heritage,275,60.661456658695094,0.22058711512252763,45.2,0.16436363636363638
219,exp_18,Scene7,Off,On,Nature,3,0.42603529581013605,0.14201176527004536,0.5400000000000063,0.18000000000000208
220,exp_18,Scene7,Off,On,Others,15,3.4637189610970207,0.23091459740646805,4.1199999999999966,0.27466666666666645
221,exp_18,Scene7,Off,On,Tamed nature,3,1.2067358525968945,0.4022452841989648,1.5400000000000134,0.5133333333333377
222,exp_18,Scene8,On,Off,Others,138,40.51255151867141,0.293569213903416,39.76000000000005,0.2881159420289858
223,exp_18,Scene8,On,Off,Tamed nature,1,0.7517396158245221,0.7517396158245221,0.3200000000000003,0.3200000000000003
224,exp_18,Scene8,On,Off,Text,55,16.592569617030023,0.3016830839460004,17.3,0.3145454545454546
225,exp_18,Scene8,On,Off,Urban,31,8.12885378578758,0.26222108986411546,7.56000000000001,0.2438709677419358
226,exp_19,Scene1,On,Off,Culturual  Heritage,170,45.68686177720293,0.2687462457482525,27.380000000000017,0.16105882352941187
227,exp_19,Scene1,On,Off,Others,2,0.6745399645235913,0.33726998226179566,0.6200000000000001,0.31000000000000005
228,exp_19,Scene1,On,Off,Text,139,19.73919123426062,0.14200857003065195,15.820000000000055,0.11381294964028817
