index,Participant No.,Scene No.,Text Cond.,Audio Cond.,ROI category,Saccade Count,Total Saccade Distance,Average Saccade Distance,Total Saccade Duration,Average Saccade Duration
229,exp_19,Scene1,On,Off,Urban,10,2.5446266754497966,0.25446266754497965,1.9999999999999787,0.19999999999999787
230,exp_19,Scene2,On,On,Culturual  Heritage,74,17.794283090925767,0.24046328501251035,13.32000000000006,0.18000000000000083
231,exp_19,Scene2,On,On,Nature,9,2.3082192292891874,0.25646880325435417,4.899999999999981,0.5444444444444423
232,exp_19,Scene2,On,On,Others,7,2.2422267769875477,0.3203181109982211,2.0600000000000165,0.29428571428571665
233,exp_19,Scene2,On,On,Tamed nature,21,7.050287967302248,0.3357279984429642,4.919999999999994,0.234285714285714
234,exp_19,Scene2,On,On,Text,140,31.994294246823962,0.22853067319159973,32.91999999999999,0.23514285714285704
235,exp_19,Scene3,Off,Off,Culturual  Heritage,97,26.440902445098864,0.2725866231453491,19.779999999999944,0.2039175257731953
236,exp_19,Scene3,Off,Off,Others,74,13.580258683392412,0.18351700923503259,14.439999999999962,0.1951351351351346
237,exp_19,Scene3,Off,Off,Tamed nature,14,5.2787909029983435,0.37705649307131023,6.9599999999999955,0.49714285714285683
238,exp_19,Scene3,Off,Off,Urban,66,15.722838091533552,0.23822481956869018,17.57999999999999,0.26636363636363625
239,exp_19,Scene4,Off,On,Culturual  Heritage,252,37.158405202816496,0.14745398890006547,25.87999999999998,0.10269841269841262
240,exp_19,Scene4,Off,On,Others,12,3.0360212702017324,0.25300177251681105,3.380000000000008,0.28166666666666734
241,exp_19,Scene4,Off,On,Tamed nature,35,9.647612058479785,0.27564605881370813,7.600000000000042,0.21714285714285836
242,exp_19,Scene4,Off,On,Urban,26,6.086929960350556,0.23411269078271368,4.260000000000007,0.1638461538461541
243,exp_19,Scene5,On,Off,Culturual  Heritage,79,13.003587857886604,0.1646023779479317,11.799999999999955,0.14936708860759437
244,exp_19,Scene5,On,Off,Nature,11,2.332208187692827,0.21201892615389337,1.9399999999999835,0.17636363636363486
245,exp_19,Scene5,On,Off,Others,40,13.079320139237124,0.3269830034809281,11.359999999999996,0.2839999999999999
246,exp_19,Scene5,On,Off,Tamed nature,5,2.177497508390096,0.4354995016780192,1.8399999999999963,0.36799999999999927
247,exp_19,Scene5,On,Off,Text,115,21.572173054262677,0.18758411351532764,17.020000000000024,0.14800000000000021
248,exp_19,Scene5,On,Off,Urban,31,9.61163240670512,0.3100526582808103,9.340000000000007,0.30129032258064536
249,exp_19,Scene6,On,On,Culturual  Heritage,123,30.99436066666117,0.2519866720866762,25.3,0.2056910569105691
250,exp_19,Scene6,On,On,Others,40,9.893465883669682,0.24733664709174205,6.179999999999982,0.15449999999999955
251,exp_19,Scene6,On,On,Tamed nature,3,0.6023139254549139,0.2007713084849713,0.9200000000000017,0.30666666666666725
252,exp_19,Scene6,On,On,Text,92,25.936950165033366,0.2819233713590583,20.999999999999968,0.22826086956521704
253,exp_19,Scene6,On,On,Urban,6,2.681917164506141,0.44698619408435686,3.4599999999999937,0.5766666666666657
254,exp_19,Scene7,Off,Off,Culturual  Heritage,300,48.377319478841486,0.1612577315961383,41.039999999999885,0.13679999999999962
255,exp_19,Scene7,Off,Off,Others,3,1.0256770730708176,0.34189235769027254,1.4399999999999835,0.4799999999999945
256,exp_19,Scene8,Off,On,Others,331,60.01883322844194,0.18132578014635028,44.73999999999992,0.1351661631419937
257,exp_19,Scene8,Off,On,Tamed nature,8,0.8737077564574891,0.10921346955718614,0.9999999999999787,0.12499999999999734
258,exp_19,Scene8,Off,On,Urban,8,1.2065319311491702,0.15081649139364628,1.2400000000000073,0.15500000000000091
259,exp_2,Scene1,On,On,Culturual  Heritage,185,43.9670696814188,0.2376598361157773,32.939999999999934,0.1780540540540537
260,exp_2,Scene1,On,On,Others,3,0.7172377433201758,0.23907924777339193,0.6000000000000014,0.20000000000000048
261,exp_2,Scene1,On,On,Tamed nature,1,0.2733425323655285,0.2733425323655285,0.21999999999999886,0.21999999999999886
262,exp_2,Scene1,On,On,Text,71,12.458083334979479,0.1754659624644997,11.720000000000024,0.1650704225352116
263,exp_2,Scene1,On,On,Urban,12,4.336838596370876,0.3614032163642397,4.120000000000001,0.34333333333333343
264,exp_2,Scene2,Off,Off,Culturual  Heritage,109,20.740162343420405,0.1902767187469762,17.52000000000004,0.1607339449541288
265,exp_2,Scene2,Off,Off,Nature,87,12.394469120922029,0.1424651623094486,17.12000000000006,0.196781609195403
266,exp_2,Scene2,Off,Off,Others,37,6.174369244524341,0.1668748444466038,7.660000000000011,0.20702702702702733
267,exp_2,Scene2,Off,Off,Tamed nature,33,6.244454933979274,0.18922590709028103,7.300000000000004,0.22121212121212133
268,exp_2,Scene2,Off,Off,Urban,5,1.6903052931373546,0.33806105862747093,1.9399999999999942,0.38799999999999885
269,exp_2,Scene3,Off,On,Culturual  Heritage,127,25.593080913453765,0.20152032215317925,19.92000000000003,0.15685039370078763
270,exp_2,Scene3,Off,On,Others,27,4.162143629169431,0.15415346774701597,5.999999999999961,0.22222222222222077
271,exp_2,Scene3,Off,On,Tamed nature,73,17.464293846418588,0.23923690200573408,16.980000000000032,0.23260273972602785
272,exp_2,Scene3,Off,On,Urban,30,5.618176898423903,0.18727256328079678,7.380000000000018,0.24600000000000058
273,exp_2,Scene4,On,Off,Culturual  Heritage,132,23.10804673201445,0.17506096009101857,19.460000000000015,0.14742424242424254
274,exp_2,Scene4,On,Off,Others,8,2.1248001939576286,0.2656000242447036,3.559999999999994,0.44499999999999923
275,exp_2,Scene4,On,Off,Tamed nature,81,13.417885021491209,0.16565290149989148,12.319999999999983,0.15209876543209855
276,exp_2,Scene4,On,Off,Text,40,10.079141845045472,0.2519785461261368,7.360000000000012,0.1840000000000003
277,exp_2,Scene4,On,Off,Urban,18,3.7746871553224075,0.20970484196235598,4.299999999999994,0.23888888888888854
278,exp_2,Scene5,On,On,Culturual  Heritage,56,9.256161684220078,0.16528860150392996,13.099999999999993,0.2339285714285713
279,exp_2,Scene5,On,On,Nature,9,2.5746821385195506,0.28607579316883897,4.0400000000000205,0.44888888888889117
280,exp_2,Scene5,On,On,Others,10,3.351515280616042,0.3351515280616042,5.320000000000007,0.5320000000000007
281,exp_2,Scene5,On,On,Tamed nature,9,1.8261904219367109,0.20291004688185676,4.679999999999989,0.5199999999999988
282,exp_2,Scene5,On,On,Text,59,14.07348379095394,0.23853362357549052,26.300000000000004,0.44576271186440686
283,exp_2,Scene5,On,On,Urban,30,7.979881612660732,0.26599605375535773,15.439999999999959,0.5146666666666653
284,exp_2,Scene6,Off,Off,Culturual  Heritage,162,31.18102961842284,0.19247549147174592,31.69999999999991,0.19567901234567847
285,exp_2,Scene6,Off,Off,Nature,2,0.4068511520519271,0.20342557602596356,0.4799999999999969,0.23999999999999844
286,exp_2,Scene6,Off,Off,Others,59,6.074499609305625,0.10295762049670551,6.560000000000033,0.11118644067796667
287,exp_2,Scene6,Off,Off,Tamed nature,30,6.508292846389538,0.21694309487965127,9.19999999999996,0.30666666666666537
288,exp_2,Scene6,Off,Off,Urban,8,1.5881987760664296,0.1985248470083037,1.839999999999982,0.22999999999999776
289,exp_2,Scene7,Off,On,Culturual  Heritage,269,41.97646288777059,0.15604633043780888,43.879999999999924,0.16312267657992538
290,exp_2,Scene7,Off,On,Nature,7,1.2018599480390788,0.17169427829129696,1.7199999999999944,0.2457142857142849
291,exp_2,Scene7,Off,On,Others,12,2.0925489551823957,0.17437907959853297,1.9399999999999729,0.1616666666666644
292,exp_2,Scene7,Off,On,Tamed nature,8,1.1055738948387999,0.13819673685484998,1.2799999999999905,0.1599999999999988
293,exp_2,Scene8,On,Off,Others,176,37.34872351559594,0.2122086563386133,27.50000000000005,0.15625000000000028
294,exp_2,Scene8,On,Off,Text,101,18.353810039935258,0.1817208914845075,16.980000000000032,0.16811881188118843
295,exp_2,Scene8,On,Off,Urban,22,4.291901242503351,0.19508642011378868,4.739999999999947,0.21545454545454304
296,exp_20,Scene1,Off,On,Culturual  Heritage,274,38.170126854694914,0.1393070323164048,31.60000000000013,0.11532846715328514
297,exp_20,Scene1,Off,On,Tamed nature,17,1.5078543519300087,0.08869731481941227,3.740000000000009,0.22000000000000053
298,exp_20,Scene1,Off,On,Urban,35,6.532450886536955,0.18664145390105585,8.779999999999994,0.25085714285714267
299,exp_20,Scene2,On,Off,Culturual  Heritage,51,13.479159563110834,0.26429724633550655,11.94000000000002,0.23411764705882393
300,exp_20,Scene2,On,Off,Nature,10,2.264581108358144,0.2264581108358144,2.260000000000005,0.2260000000000005
301,exp_20,Scene2,On,Off,Others,11,1.4001015370164325,0.12728195791058478,2.219999999999999,0.2018181818181817
302,exp_20,Scene2,On,Off,Tamed nature,12,3.5794248111661413,0.29828540093051176,2.6599999999999984,0.22166666666666654
303,exp_20,Scene2,On,Off,Text,190,20.578123496693,0.10830591314048947,28.319999999999983,0.14905263157894727
304,exp_20,Scene3,On,On,Culturual  Heritage,82,15.334649113802014,0.18700791602197578,16.399999999999935,0.1999999999999992
305,exp_20,Scene3,On,On,Others,2,0.3032636223689582,0.1516318111844791,0.9000000000000057,0.45000000000000284
306,exp_20,Scene3,On,On,Tamed nature,7,2.688940285103447,0.3841343264433496,2.8999999999999986,0.4142857142857141
307,exp_20,Scene3,On,On,Text,223,24.09991618410394,0.10807137302288762,27.860000000000017,0.12493273542600905
308,exp_20,Scene3,On,On,Urban,8,0.4042923821526265,0.05053654776907831,1.500000000000007,0.1875000000000009
309,exp_20,Scene4,Off,Off,Culturual  Heritage,146,26.808857630259794,0.18362231253602598,19.800000000000047,0.13561643835616471
310,exp_20,Scene4,Off,Off,Others,40,8.895769980259251,0.2223942495064813,8.119999999999957,0.2029999999999989
311,exp_20,Scene4,Off,Off,Tamed nature,80,19.235284910208545,0.24044106137760682,15.119999999999987,0.18899999999999983
312,exp_20,Scene4,Off,Off,Urban,49,8.805756964121294,0.17970932579839374,7.860000000000005,0.16040816326530621
313,exp_20,Scene5,Off,On,Culturual  Heritage,306,39.17712860532471,0.12802983204354482,33.44,0.10928104575163398
314,exp_20,Scene5,Off,On,Nature,3,1.0473768893109632,0.3491256297703211,1.0200000000000093,0.34000000000000313
315,exp_20,Scene5,Off,On,Others,19,3.595212706740198,0.18922172140737883,4.8999999999999835,0.2578947368421044
316,exp_20,Scene5,Off,On,Urban,7,0.8875667205758477,0.1267952457965497,0.8799999999999812,0.12571428571428303
317,exp_20,Scene6,On,Off,Culturual  Heritage,73,14.489717099767049,0.19848927533927463,13.479999999999908,0.18465753424657408
318,exp_20,Scene6,On,Off,Others,45,6.266852981528666,0.1392633995895259,9.399999999999963,0.20888888888888807
319,exp_20,Scene6,On,Off,Tamed nature,6,2.5442396013091435,0.4240399335515239,2.3999999999999986,0.39999999999999974
320,exp_20,Scene6,On,Off,Text,197,24.356154953099182,0.1236353043304527,21.27999999999996,0.10802030456852771
321,exp_20,Scene6,On,Off,Urban,7,2.2388473380448226,0.31983533400640324,1.9599999999999937,0.2799999999999991
322,exp_20,Scene7,On,On,Culturual  Heritage,105,23.450764760743063,0.22334061676898154,17.33999999999996,0.16514285714285676
323,exp_20,Scene7,On,On,Nature,1,1.955586423556883,1.955586423556883,0.8599999999999994,0.8599999999999994
324,exp_20,Scene7,On,On,Others,73,10.385926522431427,0.1422729660607045,11.820000000000011,0.16191780821917823
325,exp_20,Scene7,On,On,Text,138,18.71808349903347,0.13563828622488022,17.360000000000035,0.1257971014492756
326,exp_20,Scene7,On,On,Urban,1,0.3972577249091577,0.3972577249091577,0.35999999999999943,0.35999999999999943
327,exp_20,Scene8,Off,Off,Others,261,43.341892952225464,0.1660608925372623,31.439999999999955,0.12045977011494235
328,exp_20,Scene8,Off,Off,Tamed nature,5,1.258113839796497,0.2516227679592994,2.9399999999999977,0.5879999999999995
329,exp_20,Scene8,Off,Off,Urban,71,5.496359129321499,0.07741350886368309,8.03999999999994,0.11323943661971747
330,exp_21,Scene1,On,Off,Culturual  Heritage,190,37.04244558171607,0.19496023990376882,33.44000000000003,0.17600000000000018
331,exp_21,Scene1,On,Off,Tamed nature,1,0.2807475378342614,0.2807475378342614,0.28000000000000114,0.28000000000000114
332,exp_21,Scene1,On,Off,Text,127,15.317955296046728,0.12061382122871439,17.839999999999993,0.14047244094488184
333,exp_21,Scene1,On,Off,Urban,1,0.1519630547205471,0.1519630547205471,0.14000000000000057,0.14000000000000057
334,exp_21,Scene2,On,On,Culturual  Heritage,131,29.665178897993897,0.22645174731293052,25.239999999999966,0.19267175572519057
335,exp_21,Scene2,On,On,Nature,14,2.4665047577095702,0.1761789112649693,2.4600000000000026,0.1757142857142859
336,exp_21,Scene2,On,On,Others,8,2.209869190165559,0.2762336487706949,2.2200000000000273,0.2775000000000034
337,exp_21,Scene2,On,On,Tamed nature,43,9.993137339964116,0.23239854278986316,11.720000000000024,0.2725581395348843
338,exp_21,Scene2,On,On,Text,86,12.739462467104037,0.14813328450120974,13.100000000000012,0.152325581395349
339,exp_21,Scene3,Off,Off,Culturual  Heritage,64,18.4370252958789,0.2880785202481078,14.539999999999978,0.22718749999999965
340,exp_21,Scene3,Off,Off,Others,96,14.557478515657571,0.15164040120476638,13.459999999999994,0.14020833333333327
341,exp_21,Scene3,Off,Off,Tamed nature,62,16.513147554117207,0.2663410895825356,17.159999999999958,0.2767741935483864
342,exp_21,Scene3,Off,Off,Urban,35,5.295951612381373,0.15131290321089635,9.519999999999992,0.2719999999999998
343,exp_21,Scene4,Off,On,Culturual  Heritage,143,30.575240903659253,0.2138128734521626,25.560000000000006,0.1787412587412588
344,exp_21,Scene4,Off,On,Others,21,5.2131970889032,0.2482474804239619,5.1200000000000045,0.24380952380952403
345,exp_21,Scene4,Off,On,Tamed nature,79,20.687339970786127,0.2618650629213434,20.25999999999998,0.2564556962025314
346,exp_21,Scene4,Off,On,Urban,37,7.343957553301151,0.1984853392784095,7.400000000000045,0.2000000000000012
347,exp_21,Scene5,On,On,Culturual  Heritage,78,17.12323509965326,0.21952865512375977,18.75999999999999,0.24051282051282039
348,exp_21,Scene5,On,On,Others,79,15.297367141051442,0.19363755874748662,15.660000000000025,0.19822784810126615
349,exp_21,Scene5,On,On,Tamed nature,6,3.2136829652508094,0.5356138275418015,2.8000000000000043,0.4666666666666674
350,exp_21,Scene5,On,On,Text,98,13.564206873906913,0.13841027422353994,12.560000000000002,0.12816326530612246
351,exp_21,Scene5,On,On,Urban,18,4.494988632165038,0.24972159067583544,4.32,0.24000000000000002
352,exp_21,Scene6,Off,Off,Culturual  Heritage,235,40.418466769425706,0.17199347561457748,39.46000000000005,0.1679148936170215
353,exp_21,Scene6,Off,Off,Others,16,3.0724687210827146,0.19202929506766966,3.6600000000000144,0.2287500000000009
354,exp_21,Scene6,Off,Off,Tamed nature,38,5.043534691676376,0.13272459714937831,6.660000000000016,0.17526315789473726
355,exp_21,Scene6,Off,Off,Urban,5,2.1460426812694275,0.4292085362538855,2.2600000000000016,0.4520000000000003
356,exp_21,Scene7,Off,On,Culturual  Heritage,327,49.94119467693635,0.15272536598451483,38.820000000000064,0.11871559633027542
357,exp_21,Scene7,Off,On,Nature,1,0.3635973184719602,0.3635973184719602,1.0799999999999983,1.0799999999999983
358,exp_21,Scene7,Off,On,Others,3,0.5961928898887412,0.19873096329624707,0.4800000000000004,0.16000000000000014
359,exp_21,Scene7,Off,On,Tamed nature,8,1.4766360499039248,0.1845795062379906,1.4799999999999862,0.18499999999999828
360,exp_21,Scene7,Off,On,Urban,7,0.9596500091765992,0.13709285845379987,1.0,0.14285714285714285
361,exp_21,Scene8,On,Off,Others,167,31.619765877261706,0.18933991543270481,30.02000000000002,0.1797604790419163
362,exp_21,Scene8,On,Off,Tamed nature,4,1.1798015625008538,0.29495039062521344,1.1999999999999957,0.29999999999999893
363,exp_21,Scene8,On,Off,Text,118,17.99535111800947,0.15250297557635145,17.89999999999997,0.15169491525423703
364,exp_21,Scene8,On,Off,Urban,19,2.2635496719629313,0.11913419326120692,5.619999999999989,0.29578947368420994
365,exp_22,Scene1,Off,On,Culturual  Heritage,318,47.38137844843919,0.14899804543534337,36.2799999999999,0.1140880503144651
366,exp_22,Scene1,Off,On,Tamed nature,10,2.304121495035834,0.2304121495035834,1.9199999999999973,0.19199999999999973
367,exp_22,Scene1,Off,On,Urban,34,4.325651926815779,0.12722505667105233,4.239999999999975,0.12470588235294044
368,exp_22,Scene2,On,Off,Culturual  Heritage,70,19.970443145737157,0.28529204493910226,19.740000000000002,0.28200000000000003
369,exp_22,Scene2,On,Off,Nature,36,6.637515391159241,0.18437542753220112,6.119999999999996,0.16999999999999987
370,exp_22,Scene2,On,Off,Others,4,2.1387005980594433,0.5346751495148608,2.599999999999998,0.6499999999999995
371,exp_22,Scene2,On,Off,Tamed nature,7,2.4330334806359746,0.3475762115194249,2.079999999999991,0.2971428571428559
372,exp_22,Scene2,On,Off,Text,153,26.595347526097633,0.17382580082416754,23.979999999999997,0.15673202614379084
373,exp_22,Scene3,On,On,Culturual  Heritage,95,8.26816092333729,0.08703327287723463,12.960000000000031,0.13642105263157928
374,exp_22,Scene3,On,On,Others,10,1.5855614382761505,0.15855614382761504,1.6999999999999993,0.16999999999999993
375,exp_22,Scene3,On,On,Tamed nature,52,3.3297155556237743,0.06403299145430336,9.639999999999972,0.18538461538461484
376,exp_22,Scene3,On,On,Text,30,4.550814532311833,0.15169381774372775,7.160000000000011,0.23866666666666703
377,exp_22,Scene3,On,On,Urban,68,9.196985656009359,0.13524978905896115,13.459999999999987,0.19794117647058804
378,exp_22,Scene4,Off,Off,Culturual  Heritage,156,26.1512598046044,0.16763628079874615,22.959999999999972,0.147179487179487
379,exp_22,Scene4,Off,Off,Others,9,1.736594545787744,0.19295494953197156,1.240000000000009,0.13777777777777878
380,exp_22,Scene4,Off,Off,Tamed nature,98,21.7804898433376,0.22224989636058778,22.38000000000001,0.2283673469387756
381,exp_22,Scene4,Off,Off,Urban,42,7.239631828356503,0.17237218638944055,6.9199999999999795,0.16476190476190428
382,exp_22,Scene5,On,Off,Culturual  Heritage,57,12.87948241583413,0.22595583185673912,9.079999999999998,0.15929824561403505
383,exp_22,Scene5,On,Off,Nature,2,1.721226303219178,0.860613151609589,1.3199999999999932,0.6599999999999966
384,exp_22,Scene5,On,Off,Others,45,10.389405323258428,0.23087567385018729,10.300000000000002,0.22888888888888895
385,exp_22,Scene5,On,Off,Tamed nature,15,2.680686937492825,0.17871246249952166,3.139999999999999,0.20933333333333326
386,exp_22,Scene5,On,Off,Text,167,28.059891276877575,0.16802330105914715,24.32000000000003,0.14562874251497024
387,exp_22,Scene5,On,Off,Urban,11,4.333969170269738,0.39399719729724886,3.479999999999997,0.31636363636363607
388,exp_22,Scene6,On,On,Culturual  Heritage,108,30.65097593299471,0.28380533271291397,36.040000000000006,0.3337037037037038
389,exp_22,Scene6,On,On,Others,41,5.753777503636608,0.1403360366740636,7.300000000000026,0.1780487804878055
390,exp_22,Scene6,On,On,Tamed nature,4,0.15235828403390733,0.03808957100847683,0.259999999999998,0.0649999999999995
391,exp_22,Scene6,On,On,Text,67,15.293550047241817,0.22826194100360922,17.92000000000005,0.26746268656716493
392,exp_22,Scene6,On,On,Urban,1,0.5728470214638459,0.5728470214638459,0.9000000000000021,0.9000000000000021
393,exp_22,Scene7,Off,Off,Culturual  Heritage,329,48.7401162121356,0.14814624988491062,42.70000000000002,0.12978723404255324
394,exp_22,Scene7,Off,Off,Nature,3,0.5603192937271384,0.18677309790904614,0.7599999999999998,0.25333333333333324
395,exp_22,Scene7,Off,Off,Others,4,0.790417221827503,0.19760430545687574,0.779999999999994,0.1949999999999985
396,exp_22,Scene7,Off,Off,Tamed nature,7,1.9357022338369556,0.2765288905481365,2.8400000000000043,0.4057142857142863
397,exp_22,Scene8,Off,On,Others,330,47.395138821622126,0.14362163279279433,37.38000000000011,0.11327272727272761
398,exp_22,Scene8,Off,On,Urban,26,2.348334403288198,0.090320553972623,3.4799999999999933,0.1338461538461536
399,exp_23,Scene1,Off,Off,Culturual  Heritage,313,49.87415648050712,0.1593423529728662,40.59999999999999,0.12971246006389772
400,exp_23,Scene1,Off,Off,Tamed nature,9,1.1336631081686486,0.12596256757429428,1.4799999999999978,0.1644444444444442
401,exp_23,Scene1,Off,Off,Urban,28,3.8089996576268614,0.1360357020581022,4.239999999999991,0.1514285714285711
402,exp_23,Scene2,Off,On,Culturual  Heritage,278,39.313303531284056,0.14141476090389948,37.239999999999945,0.1339568345323739
403,exp_23,Scene2,Off,On,Nature,8,1.3766402348013786,0.17208002935017233,2.28000000000001,0.28500000000000125
404,exp_23,Scene2,Off,On,Others,2,0.4684530440342857,0.23422652201714286,0.8599999999999923,0.42999999999999616
405,exp_23,Scene2,Off,On,Tamed nature,59,8.054730514759406,0.13652085618236282,9.200000000000024,0.1559322033898309
406,exp_23,Scene3,On,Off,Culturual  Heritage,25,5.379467232371594,0.21517868929486375,4.559999999999988,0.18239999999999953
407,exp_23,Scene3,On,Off,Others,11,1.078395324065246,0.098035938551386,3.0200000000000005,0.2745454545454546
408,exp_23,Scene3,On,Off,Tamed nature,5,3.4405465883675723,0.6881093176735145,3.760000000000005,0.752000000000001
409,exp_23,Scene3,On,Off,Text,239,28.507500838148744,0.11927824618472278,38.2,0.1598326359832636
410,exp_23,Scene3,On,Off,Urban,6,2.682029855787008,0.44700497596450134,1.6199999999999974,0.2699999999999996
411,exp_23,Scene4,On,On,Culturual  Heritage,61,10.652406810587848,0.17462961984570244,12.33999999999999,0.20229508196721294
412,exp_23,Scene4,On,On,Others,14,1.6001114221754489,0.11429367301253206,2.0600000000000094,0.14714285714285782
413,exp_23,Scene4,On,On,Tamed nature,15,4.20509456833577,0.28033963788905136,5.519999999999999,0.36799999999999994
414,exp_23,Scene4,On,On,Text,196,26.451082150982625,0.1349545007703195,33.419999999999916,0.17051020408163223
415,exp_23,Scene4,On,On,Urban,8,1.906169009616727,0.23827112620209087,1.600000000000012,0.2000000000000015
416,exp_23,Scene5,Off,On,Culturual  Heritage,97,13.237784324457337,0.136472003344921,13.339999999999975,0.13752577319587603
417,exp_23,Scene5,Off,On,Nature,18,2.1527505044255686,0.11959725024586493,1.9599999999999973,0.10888888888888874
418,exp_23,Scene5,Off,On,Others,124,17.361316555049758,0.14001061737943352,15.919999999999899,0.12838709677419274
419,exp_23,Scene5,Off,On,Tamed nature,17,3.2859849487567967,0.19329323227981157,3.099999999999987,0.18235294117646983
420,exp_23,Scene5,Off,On,Urban,61,8.733975305661577,0.14317992304363242,11.780000000000022,0.193114754098361
421,exp_23,Scene6,On,Off,Culturual  Heritage,78,13.86669470673151,0.1777781372657886,14.919999999999984,0.19128205128205109
422,exp_23,Scene6,On,Off,Others,43,7.123147598344161,0.16565459531032933,8.019999999999971,0.18651162790697606
423,exp_23,Scene6,On,Off,Tamed nature,4,1.0525262127039439,0.26313155317598597,1.7199999999999882,0.42999999999999705
424,exp_23,Scene6,On,Off,Text,198,26.492317270768574,0.13379958217559887,24.820000000000032,0.12535353535353552
425,exp_23,Scene6,On,Off,Urban,3,0.789934955148832,0.26331165171627735,1.8000000000000034,0.6000000000000011
426,exp_23,Scene7,On,On,Culturual  Heritage,49,10.044542687034447,0.20499066708233565,9.839999999999987,0.200816326530612
427,exp_23,Scene7,On,On,Nature,1,0.44283886459975486,0.44283886459975486,0.5199999999999996,0.5199999999999996
428,exp_23,Scene7,On,On,Others,70,8.694518117643035,0.1242074016806148,13.439999999999994,0.19199999999999992
429,exp_23,Scene7,On,On,Text,173,19.911098775353143,0.11509305650493146,27.66000000000004,0.15988439306358404
430,exp_23,Scene8,Off,Off,Others,358,50.315765914405915,0.140546832163145,41.26000000000002,0.11525139664804475
431,exp_23,Scene8,Off,Off,Urban,13,1.3429147094437082,0.10330113149566986,1.8400000000000247,0.14153846153846344
432,exp_24,Scene1,On,On,Culturual  Heritage,173,41.43461940872188,0.2395064705706467,39.36000000000005,0.2275144508670523
433,exp_24,Scene1,On,On,Others,4,1.3759796760731078,0.34399491901827695,1.7199999999999847,0.42999999999999616
434,exp_24,Scene1,On,On,Tamed nature,1,0.12704585786242698,0.12704585786242698,0.21999999999999886,0.21999999999999886
435,exp_24,Scene1,On,On,Text,80,15.783589628000264,0.19729487035000332,19.880000000000003,0.24850000000000003
436,exp_24,Scene2,Off,Off,Culturual  Heritage,136,30.542754326413366,0.22457907592951004,33.680000000000035,0.24764705882352966
437,exp_24,Scene2,Off,Off,Nature,42,13.492384933383345,0.3212472603186511,13.52,0.3219047619047619
438,exp_24,Scene2,Off,Off,Others,1,0.05559667256230355,0.05559667256230355,0.14000000000000057,0.14000000000000057
439,exp_24,Scene2,Off,Off,Tamed nature,61,7.310750834468667,0.11984837433555193,11.039999999999981,0.18098360655737675
440,exp_24,Scene3,Off,On,Culturual  Heritage,92,22.8314297177457,0.24816771432332282,14.840000000000021,0.16130434782608719
441,exp_24,Scene3,Off,On,Others,24,5.592897812477216,0.23303740885321733,7.460000000000007,0.31083333333333363
442,exp_24,Scene3,Off,On,Tamed nature,60,19.05942853249593,0.31765714220826546,17.62000000000001,0.29366666666666685
443,exp_24,Scene3,Off,On,Urban,83,17.646438799716282,0.21260769638212387,18.440000000000005,0.22216867469879523
444,exp_24,Scene4,On,Off,Culturual  Heritage,44,11.047300780310774,0.25107501773433577,8.880000000000027,0.20181818181818245
445,exp_24,Scene4,On,Off,Others,14,6.852267610396727,0.4894476864569091,5.780000000000001,0.4128571428571429
446,exp_24,Scene4,On,Off,Tamed nature,42,15.541640959250623,0.37003907045834816,12.060000000000025,0.28714285714285775
447,exp_24,Scene4,On,Off,Text,137,29.668463847793333,0.21655813027586374,23.93999999999999,0.17474452554744518
448,exp_24,Scene4,On,Off,Urban,35,9.928217477877004,0.2836633565107715,10.380000000000003,0.29657142857142865
449,exp_24,Scene5,Off,Off,Culturual  Heritage,115,21.81207540493437,0.18967022091247276,24.719999999999995,0.2149565217391304
450,exp_24,Scene5,Off,Off,Nature,4,0.3847068707639534,0.09617671769098834,1.4000000000000057,0.3500000000000014
451,exp_24,Scene5,Off,Off,Others,73,16.993459916008295,0.23278712213709993,24.12,0.3304109589041096
452,exp_24,Scene5,Off,Off,Tamed nature,11,1.9793601199621909,0.1799418290874719,2.2400000000000126,0.20363636363636478
453,exp_24,Scene5,Off,Off,Urban,34,7.123371112773676,0.2095109150815787,8.839999999999982,0.25999999999999945
454,exp_24,Scene6,Off,On,Culturual  Heritage,235,52.57679456538211,0.22373104070375366,39.75999999999995,0.16919148936170192
455,exp_24,Scene6,Off,On,Others,4,0.521464982988824,0.130366245747206,1.3199999999999985,0.3299999999999996
456,exp_24,Scene6,Off,On,Tamed nature,48,10.857607876310515,0.2262001640898024,12.760000000000028,0.2658333333333339
457,exp_24,Scene6,Off,On,Urban,12,2.7769331493029528,0.23141109577524607,3.179999999999998,0.26499999999999985
458,exp_24,Scene7,On,Off,Culturual  Heritage,68,15.67579842182028,0.23052644737971,17.439999999999994,0.256470588235294
459,exp_24,Scene7,On,Off,Others,67,12.4470069664731,0.18577622338019553,13.000000000000036,0.1940298507462692
460,exp_24,Scene7,On,Off,Text,148,20.426251144178845,0.13801521043364084,25.340000000000018,0.17121621621621633
461,exp_24,Scene7,On,Off,Urban,1,0.0738741497412999,0.0738741497412999,1.3199999999999998,1.3199999999999998
462,exp_24,Scene8,On,On,Others,126,27.167814684994088,0.21561757686503244,28.50000000000003,0.2261904761904764
463,exp_24,Scene8,On,On,Tamed nature,4,1.232259989442634,0.3080649973606585,2.1400000000000095,0.5350000000000024
464,exp_24,Scene8,On,On,Text,109,14.622555373953785,0.13415188416471363,18.079999999999977,0.1658715596330273
