index,Participant,heritage,Text on-off,Audio on-off,ROI,saccard_distance,saccard_distance,saccard_distance,saccard_distance,saccade_duration,saccade_duration,saccade_duration
,,,,,,count,sum,mean,std,sum,mean,std
35,exp_12,Scene2,On,Off,Nature,4,1.6613442631920177,0.4153360657980044,0.4029908062597882,1.5,0.375,0.38794329482542067
36,exp_12,Scene2,On,Off,Others,4,1.7041627910158805,0.42604069775397013,0.39344625445298165,1.0199999999999925,0.2549999999999981,0.18357559750685443
37,exp_12,Scene2,On,Off,Tamed nature,9,4.2459115458295935,0.4717679495366215,0.39210761694178214,3.6200000000000223,0.4022222222222247,0.34805810498312495
38,exp_12,Scene2,On,Off,Text,259,43.35744884711827,0.16740327740200103,0.21354693557760182,38.13999999999993,0.147258687258687,0.26944066142812995
39,exp_12,Scene3,On,On,Culturual  Heritage,25,7.3041003758424665,0.29216401503369865,0.23472789991682544,7.740000000000009,0.3096000000000004,0.3364580211556861
40,exp_12,Scene3,On,On,Others,5,2.700087500917685,0.540017500183537,0.745642350171585,2.460000000000008,0.4920000000000016,0.3721827508093262
41,exp_12,Scene3,On,On,Text,238,45.61829659409889,0.19167351510125583,0.29523747417223467,40.82000000000002,0.1715126050420169,0.30420440234461305
42,exp_12,Scene3,On,On,Urban,9,1.1271429747488577,0.12523810830542864,0.10225500968943987,1.7800000000000047,0.1977777777777783,0.1343296111973991
43,exp_12,Scene4,Off,Off,Culturual  Heritage,83,22.050284752153107,0.26566608135124226,0.30450487755347855,19.059999999999974,0.22963855421686716,0.26757012202927705
44,exp_12,Scene4,Off,Off,Others,1,0.4007982410141042,0.4007982410141042,,0.3400000000000034,0.3400000000000034,
45,exp_12,Scene4,Off,Off,Tamed nature,93,22.166608298333664,0.23835062686380284,0.29115314879032217,22.879999999999963,0.24602150537634368,0.2882900855831418
46,exp_12,Scene4,Off,Off,Urban,67,18.829715628982335,0.28104053177585575,0.41486471063217595,18.91999999999998,0.2823880597014922,0.3737041835796941
47,exp_12,Scene5,Off,On,Culturual  Heritage,60,4.782665464871273,0.07971109108118787,0.1760636093411039,9.740000000000013,0.16233333333333355,0.2389834875982706
48,exp_12,Scene5,Off,On,Nature,11,1.660894028299267,0.15099036620902428,0.15229741377735612,3.700000000000003,0.33636363636363664,0.4040612014849422
49,exp_12,Scene5,Off,On,Others,5,0.6437661865587511,0.1287532373117502,0.16169999181255443,1.2600000000000016,0.25200000000000033,0.43072032689437784
50,exp_12,Scene5,Off,On,Tamed nature,67,11.668860758799259,0.17416210087760087,0.28090080033218584,20.259999999999977,0.3023880597014922,0.5098249537749524
51,exp_12,Scene5,Off,On,Urban,122,10.682147355066567,0.08755858487759481,0.14428450356178124,23.299999999999947,0.19098360655737662,0.36062482470268803
52,exp_12,Scene6,On,Off,Culturual  Heritage,50,17.074343457886663,0.34148686915773324,0.35973417140207287,15.56000000000002,0.3112000000000004,0.4803087442426155
53,exp_12,Scene6,On,Off,Others,10,6.250045916748695,0.6250045916748694,0.5168991223153376,7.5400000000000045,0.7540000000000004,0.8629175317877518
54,exp_12,Scene6,On,Off,Tamed nature,2,0.5138867244831696,0.2569433622415848,0.1700398106326264,2.4399999999999977,1.2199999999999989,1.6404877323528055
55,exp_12,Scene6,On,Off,Text,152,31.565912110892313,0.2076704744137652,0.29119457943143484,37.11999999999992,0.24421052631578893,0.434191837108485
56,exp_12,Scene7,On,On,Culturual  Heritage,23,10.529639112285322,0.45781039618631836,0.46404632979446553,7.319999999999981,0.31826086956521654,0.3882320320014002
57,exp_12,Scene7,On,On,Others,2,0.9396300337625672,0.4698150168812836,0.44856386370914725,0.6400000000000006,0.3200000000000003,0.11313708498984519
58,exp_12,Scene7,On,On,Text,271,52.4383807971469,0.19349956013707342,0.2602010072108194,43.59999999999996,0.1608856088560884,0.21349115216183395
59,exp_12,Scene8,Off,Off,Others,195,56.282252714230836,0.28862693699605557,0.31914753247327726,67.41999999999999,0.34574358974358965,0.48880649503150553
60,exp_12,Scene8,Off,Off,Urban,7,1.0784005041115545,0.15405721487307922,0.19761874987748895,1.7199999999999989,0.24571428571428555,0.24541510024562752
61,exp_14,Scene1,Off,On,Culturual  Heritage,233,46.921392722335604,0.20137936790701977,0.25505265338968053,46.58000000000002,0.19991416309012883,0.3019676727050215
62,exp_14,Scene1,Off,On,Others,3,0.8600466414979379,0.28668221383264597,0.23777011462338912,1.0999999999999908,0.3666666666666636,0.2968725877095021
63,exp_14,Scene1,Off,On,Tamed nature,2,0.8026024837604543,0.40130124188022714,0.18261039546196367,0.8199999999999932,0.4099999999999966,0.014142135623738184
64,exp_14,Scene1,Off,On,Urban,27,7.15689577767868,0.26507021398809927,0.2710175302817278,8.760000000000012,0.3244444444444449,0.34837351013546186
65,exp_14,Scene2,On,Off,Culturual  Heritage,57,23.45871379305481,0.41155638233429487,0.4342931592401189,19.300000000000033,0.33859649122807073,0.4028267910143239
66,exp_14,Scene2,On,Off,Nature,9,3.090482256341814,0.34338691737131266,0.3785695848856663,3.0599999999999756,0.3399999999999973,0.29189039038652786
67,exp_14,Scene2,On,Off,Others,2,1.280629145784316,0.640314572892158,0.2656004621303707,1.1600000000000001,0.5800000000000001,0.1131370849898477
68,exp_14,Scene2,On,Off,Tamed nature,1,0.4532490816317227,0.4532490816317227,,0.26000000000000023,0.26000000000000023,
69,exp_14,Scene2,On,Off,Text,183,32.174493766571665,0.17581690582826046,0.1943296236653203,26.92000000000006,0.14710382513661235,0.2302789162537513
70,exp_14,Scene3,On,On,Culturual  Heritage,66,18.000434923606864,0.27273386247889186,0.2996647046022954,10.89999999999999,0.165151515151515,0.19174696807746336
71,exp_14,Scene3,On,On,Others,29,10.063098134981782,0.34700338396488906,0.34578117894695853,11.360000000000001,0.3917241379310345,0.43534935860686474
72,exp_14,Scene3,On,On,Tamed nature,12,3.6584798242471455,0.30487331868726214,0.3750479150759977,5.7799999999999905,0.48166666666666585,0.47170548078865926
73,exp_14,Scene3,On,On,Text,72,18.695356835538245,0.2596577338269201,0.2965042293833813,28.139999999999993,0.39083333333333325,0.46480572952275806
74,exp_14,Scene3,On,On,Urban,21,8.317381776520937,0.3960657988819494,0.42919279129990456,8.819999999999999,0.41999999999999993,0.5500181815176669
75,exp_14,Scene4,Off,Off,Culturual  Heritage,118,25.74495145783434,0.21817755472740966,0.2561597717630365,26.960000000000004,0.22847457627118647,0.3259007953472013
76,exp_14,Scene4,Off,Off,Others,9,4.6393108782311625,0.5154789864701291,0.6248879650154854,3.5999999999999783,0.3999999999999976,0.3498571136907155
77,exp_14,Scene4,Off,Off,Tamed nature,115,16.587149563989342,0.1442360831651247,0.2049912966919308,15.960000000000022,0.13878260869565237,0.15121233952529808
78,exp_14,Scene4,Off,Off,Urban,33,11.19316818421756,0.3391869146732594,0.3061933793667184,9.20000000000004,0.27878787878788003,0.3221389216603365
79,exp_14,Scene5,On,Off,Culturual  Heritage,15,6.2855044918629215,0.4190336327908614,0.565726309323523,4.299999999999987,0.28666666666666585,0.3179997005089909
80,exp_14,Scene5,On,Off,Others,51,5.405539860682583,0.10599097766044281,0.09909164297596033,15.299999999999974,0.2999999999999995,0.4243583391427574
81,exp_14,Scene5,On,Off,Tamed nature,1,0.45408352755853193,0.45408352755853193,,0.46000000000000085,0.46000000000000085,
82,exp_14,Scene5,On,Off,Text,149,19.4585553691937,0.13059433133687048,0.15560547940698477,34.379999999999995,0.23073825503355702,0.5061915217606278
83,exp_14,Scene5,On,Off,Urban,13,2.0659953018746102,0.15892271552881618,0.2032528262116566,2.899999999999981,0.2230769230769216,0.3155784270030886
84,exp_14,Scene6,On,On,Culturual  Heritage,98,19.862233422499116,0.202675851249991,0.18690120173500588,23.139999999999976,0.2361224489795916,0.2470386782732876
85,exp_14,Scene6,On,On,Others,22,6.6664433153882605,0.30302015069946636,0.19564979670216878,9.520000000000005,0.43272727272727296,0.5886075725463217
86,exp_14,Scene6,On,On,Tamed nature,8,3.2731351546402516,0.40914189433003145,0.4042105855743066,2.6999999999999957,0.33749999999999947,0.27988518053965267
87,exp_14,Scene6,On,On,Text,99,22.13344507697352,0.2235701522926618,0.23473145388432856,21.5,0.21717171717171718,0.29497852015898485
88,exp_14,Scene7,Off,Off,Culturual  Heritage,198,40.20341264475333,0.2030475386098653,0.27737363472844245,53.17999999999997,0.26858585858585843,0.4184731980234573
89,exp_14,Scene7,Off,Off,Nature,6,0.6647463529241439,0.11079105882069064,0.09137189689652021,6.999999999999993,1.1666666666666654,1.9852925896871378
90,exp_14,Scene7,Off,Off,Others,14,2.931581595201861,0.2093986853715615,0.31883058051202645,7.619999999999996,0.5442857142857139,0.7816423959617559
91,exp_14,Scene7,Off,Off,Tamed nature,4,0.9976760409777435,0.24941901024443588,0.4418863689965041,1.3200000000000003,0.33000000000000007,0.5800000000000018
92,exp_14,Scene8,Off,On,Others,118,35.61680124760274,0.3018372987084978,0.3581727448480946,62.64000000000005,0.530847457627119,0.6489736489602348
93,exp_14,Scene8,Off,On,Tamed nature,3,2.6055457748055524,0.8685152582685175,0.7684223866026779,6.880000000000006,2.2933333333333352,2.4439585375642774
94,exp_14,Scene8,Off,On,Urban,11,5.06814593729882,0.4607405397544382,0.5514997783584937,7.319999999999995,0.665454545454545,0.7449612558564849
95,exp_15,Scene1,Off,Off,Culturual  Heritage,204,41.63260624864443,0.20408140317962956,0.3513973406677021,52.459999999999944,0.25715686274509775,0.49380173411276046
96,exp_15,Scene1,Off,Off,Tamed nature,1,0.4902972975654669,0.4902972975654669,,1.0399999999999991,1.0399999999999991,
97,exp_15,Scene1,Off,Off,Urban,9,1.069219985047791,0.11880222056086567,0.15625562850193067,2.20000000000001,0.24444444444444555,0.36996996875121857
98,exp_15,Scene2,Off,On,Culturual  Heritage,155,20.957462953372186,0.1352094384088528,0.28191089355768933,28.320000000000014,0.18270967741935493,0.3903982476764674
99,exp_15,Scene2,Off,On,Nature,2,0.6997180982878874,0.3498590491439437,0.43944856520893444,1.0999999999999943,0.5499999999999972,0.7212489168102756
100,exp_15,Scene2,Off,On,Tamed nature,135,20.32486705109322,0.15055457074883868,0.33385336451349545,28.159999999999986,0.2085925925925925,0.49182900038159866
101,exp_15,Scene3,On,Off,Culturual  Heritage,49,10.678349447718182,0.21792549893302413,0.43102220840947864,13.159999999999979,0.26857142857142813,0.5461837297710973
102,exp_15,Scene3,On,Off,Others,176,17.76004048193732,0.10090932092009841,0.22761469366898154,24.020000000000028,0.1364772727272729,0.3096893919405692
103,exp_15,Scene3,On,Off,Tamed nature,8,1.5206590714573842,0.19008238393217303,0.3986175912807547,2.5799999999999983,0.3224999999999998,0.7274564297212965
104,exp_15,Scene3,On,Off,Urban,75,5.2448823493308545,0.06993176465774473,0.09011340092088141,7.799999999999942,0.10399999999999923,0.16297902368759623
105,exp_15,Scene4,On,On,Culturual  Heritage,32,3.1086911724543005,0.09714659913919689,0.10677751587991072,2.5600000000000165,0.08000000000000052,0.08285237551834149
106,exp_15,Scene4,On,On,Others,15,3.6087274135186913,0.24058182756791274,0.47070414302565644,3.0799999999999983,0.20533333333333323,0.2604903800435602
107,exp_15,Scene4,On,On,Tamed nature,80,10.009108784367141,0.12511385980458928,0.2068754149266191,18.919999999999966,0.23649999999999957,0.3343881622276345
108,exp_15,Scene4,On,On,Text,92,13.985723992957602,0.152018739053887,0.17269751755486876,13.199999999999996,0.14347826086956517,0.15623618906951153
109,exp_15,Scene4,On,On,Urban,40,7.54279792544742,0.1885699481361855,0.2512174334753969,15.619999999999997,0.39049999999999996,0.7435878028268234
110,exp_15,Scene5,Off,On,Culturual  Heritage,12,2.2219469929040194,0.1851622494086683,0.3976698455579665,3.7000000000000313,0.30833333333333596,0.583560129071911
111,exp_15,Scene5,Off,On,Others,168,36.137140830275044,0.21510202875163717,0.4026435722226803,38.699999999999946,0.23035714285714254,0.4251831487824447
112,exp_15,Scene5,Off,On,Tamed nature,2,0.18945423360797253,0.09472711680398627,0.006249534703310858,0.2600000000000007,0.13000000000000034,0.014142135623731277
113,exp_15,Scene5,Off,On,Urban,4,1.899767110576589,0.47494177764414724,0.861854475611142,2.4200000000000004,0.6050000000000001,1.1300000000000001
114,exp_15,Scene6,On,Off,Culturual  Heritage,80,22.336143110111983,0.2792017888763998,0.3573198446142584,25.91999999999998,0.32399999999999973,0.520422418493752
115,exp_15,Scene6,On,Off,Others,19,2.5467108865004144,0.13403741507896919,0.19711593399430005,3.38,0.17789473684210524,0.2554207628245436
116,exp_15,Scene6,On,Off,Text,116,30.88630507566645,0.266261250652297,0.33420086166106316,30.18000000000003,0.26017241379310374,0.36126825576528043
117,exp_15,Scene6,On,Off,Urban,13,0.9980390615667265,0.0767722355051328,0.11982477141019907,1.1800000000000264,0.0907692307692328,0.1121354492315368
118,exp_15,Scene7,On,On,Culturual  Heritage,192,24.705829801186837,0.12867619688118145,0.2539132844555043,31.400000000000055,0.16354166666666695,0.339164292199174
119,exp_15,Scene7,On,On,Nature,1,0.10994607769265805,0.10994607769265805,,0.21999999999999886,0.21999999999999886,
120,exp_15,Scene7,On,On,Tamed nature,4,0.65994085064962,0.164985212662405,0.248207311476357,1.0799999999999983,0.2699999999999996,0.44676615807377235
121,exp_15,Scene7,On,On,Text,38,10.6760122535971,0.28094769088413424,0.4927627958353706,10.71999999999999,0.28210526315789447,0.5049546829800099
122,exp_15,Scene8,Off,Off,Others,237,47.4601460127094,0.20025378064434346,0.31956677759635027,46.4,0.19578059071729959,0.2952489655453207
123,exp_15,Scene8,Off,Off,Tamed nature,1,0.0731347386677494,0.0731347386677494,,1.0200000000000031,1.0200000000000031,
124,exp_15,Scene8,Off,Off,Urban,17,3.7592520118192456,0.22113247128348504,0.20938943270390312,4.859999999999993,0.2858823529411761,0.23008310519053218
125,exp_16,Scene1,On,On,Culturual  Heritage,79,22.412401610240046,0.2837012862055702,0.2889760758045974,21.78000000000002,0.2756962025316458,0.2906345116196088
126,exp_16,Scene1,On,On,Others,5,0.8229073762946347,0.16458147525892694,0.2841465071085583,0.5399999999999991,0.10799999999999983,0.14113823011501866
127,exp_16,Scene1,On,On,Tamed nature,1,0.23472270874374299,0.23472270874374299,,0.20000000000000284,0.20000000000000284,
128,exp_16,Scene1,On,On,Text,175,39.63231817491631,0.22647038957095034,0.26262515454679713,33.78000000000002,0.19302857142857155,0.21943363431488164
129,exp_16,Scene1,On,On,Urban,3,0.7094975366767724,0.23649917889225747,0.34229150234110695,0.7199999999999989,0.23999999999999963,0.3464101615137763
130,exp_16,Scene2,Off,Off,Culturual  Heritage,133,36.875329785322926,0.2772581186866385,0.3644908415087097,31.460000000000015,0.23654135338345875,0.3008423656315055
131,exp_16,Scene2,Off,Off,Nature,67,11.465250398139222,0.17112314027073466,0.25986490569198634,13.779999999999976,0.2056716417910444,0.3246033658062081
132,exp_16,Scene2,Off,Off,Others,26,3.5499731921016973,0.1365374304654499,0.1548480884130254,4.960000000000002,0.19076923076923083,0.2659462062436395
133,exp_16,Scene2,Off,Off,Tamed nature,22,7.987873140364591,0.363085142743845,0.4135976133192512,9.260000000000012,0.42090909090909145,0.8075707787993345
134,exp_16,Scene3,Off,On,Culturual  Heritage,121,28.31449655179846,0.23400410373387157,0.2456029702881021,19.239999999999956,0.15900826446280955,0.3261170673206112
135,exp_16,Scene3,Off,On,Others,14,2.799267342080371,0.19994766729145508,0.13934395872358402,2.6999999999999744,0.19285714285714103,0.2154933006786129
136,exp_16,Scene3,Off,On,Tamed nature,27,6.910396627180257,0.25594061582149097,0.1807041868388915,10.459999999999997,0.3874074074074073,0.3166725145658857
137,exp_16,Scene3,Off,On,Urban,79,15.583137323735652,0.19725490283209687,0.1515279275853093,19.760000000000016,0.2501265822784812,0.31142144612219064
138,exp_16,Scene4,On,Off,Culturual  Heritage,42,6.650846429458004,0.15835348641566677,0.2318707787876969,6.0800000000000285,0.14476190476190545,0.33926202619184326
139,exp_16,Scene4,On,Off,Others,5,1.8753317712151947,0.3750663542430389,0.27155477788752685,2.239999999999995,0.44799999999999895,0.44734773946003337
140,exp_16,Scene4,On,Off,Tamed nature,20,7.209259813636322,0.3604629906818161,0.4359936610460499,6.119999999999997,0.3059999999999999,0.3563617322476242
141,exp_16,Scene4,On,Off,Text,179,40.29318538634217,0.22510159433710708,0.2347534807703287,36.719999999999985,0.20513966480446919,0.24704172768100785
142,exp_16,Scene4,On,Off,Urban,16,2.7052299913176507,0.16907687445735317,0.17499051943457183,3.539999999999992,0.2212499999999995,0.318451984868466
143,exp_16,Scene5,Off,Off,Culturual  Heritage,111,16.243720999006253,0.14633982881987614,0.26965640864571605,24.119999999999955,0.21729729729729688,0.3457427996908739
144,exp_16,Scene5,Off,Off,Nature,8,3.366116053098348,0.4207645066372935,0.42930484833610466,3.420000000000007,0.4275000000000009,0.41883341386693207
145,exp_16,Scene5,Off,Off,Others,78,14.066810885864264,0.1803437293059521,0.26042941151459814,12.88000000000001,0.16512820512820525,0.20599926610475502
146,exp_16,Scene5,Off,Off,Tamed nature,17,4.313429182965736,0.2537311284097492,0.4279025871979043,7.55999999999999,0.44470588235294056,0.753343527607582
147,exp_16,Scene5,Off,Off,Urban,17,7.220773415310725,0.4247513773712191,0.4632648618879706,11.60000000000001,0.6823529411764712,0.8506727441543303
148,exp_16,Scene6,Off,On,Culturual  Heritage,160,36.951122384688325,0.23094451490430204,0.3047731991644317,52.50000000000002,0.3281250000000001,0.521088830414154
149,exp_16,Scene6,Off,On,Others,7,1.830758208840195,0.2615368869771707,0.18751254946982193,1.3599999999999843,0.19428571428571204,0.173479791604786
150,exp_16,Scene6,Off,On,Tamed nature,26,6.520892186597369,0.2508035456383603,0.3395123661297714,10.78000000000001,0.414615384615385,0.46326002002530503
151,exp_16,Scene6,Off,On,Urban,1,0.28766489184466015,0.28766489184466015,,1.1600000000000108,1.1600000000000108,
152,exp_16,Scene7,On,Off,Culturual  Heritage,79,18.64903607230131,0.2360637477506495,0.25556348207380086,13.259999999999955,0.16784810126582222,0.18814663461817044
153,exp_16,Scene7,On,Off,Nature,1,0.5622326031101363,0.5622326031101363,,0.35999999999999943,0.35999999999999943,
154,exp_16,Scene7,On,Off,Others,6,2.3303838099972127,0.3883973016662021,0.4231434523540401,3.8399999999999936,0.6399999999999989,0.6493073232299172
155,exp_16,Scene7,On,Off,Tamed nature,1,0.5013530293116818,0.5013530293116818,,0.8399999999999892,0.8399999999999892,
156,exp_16,Scene7,On,Off,Text,193,32.89402442099284,0.17043535969426343,0.207163830548637,33.00000000000003,0.17098445595854936,0.2326020492145138
157,exp_16,Scene8,On,On,Others,42,13.173451037436129,0.31365359612943167,0.32157747534702275,10.959999999999997,0.2609523809523809,0.42031236655848964
158,exp_16,Scene8,On,On,Text,224,43.987429208958616,0.19637245182570812,0.21698247740547638,43.24000000000005,0.1930357142857145,0.2738951365102561
159,exp_16,Scene8,On,On,Urban,5,0.902388586997054,0.18047771739941082,0.1563779856721304,1.2799999999999971,0.25599999999999945,0.14380542409797958
160,exp_17,Scene1,Off,Off,Culturual  Heritage,230,52.02365220250235,0.22618979218479282,0.25203573444929916,54.640000000000015,0.2375652173913044,0.30489053459593807
161,exp_17,Scene1,Off,Off,Tamed nature,3,0.9408067135741403,0.31360223785804675,0.2148863178884072,0.7600000000000087,0.25333333333333624,0.04163331998932205
162,exp_17,Scene1,Off,Off,Urban,16,3.830605527324928,0.239412845457808,0.2860489376402497,8.640000000000013,0.5400000000000008,0.8226785520481253
163,exp_17,Scene2,Off,On,Culturual  Heritage,102,29.4853989233334,0.28907253846405295,0.36480343405875026,42.51999999999997,0.4168627450980389,0.6079261621268901
164,exp_17,Scene2,Off,On,Nature,40,5.685062945615459,0.14212657364038647,0.16769560584810467,13.899999999999977,0.3474999999999994,0.44860324541277186
165,exp_17,Scene2,Off,On,Tamed nature,28,7.948340771714108,0.28386931327550385,0.31156513577681194,12.979999999999997,0.46357142857142847,0.513176125175105
166,exp_17,Scene2,Off,On,Urban,5,0.8174628232110415,0.1634925646422083,0.26697460859301153,3.8000000000000043,0.7600000000000009,1.4213373983681687
167,exp_17,Scene3,On,Off,Culturual  Heritage,18,3.672321442449904,0.20401785791388355,0.28368126747130545,8.999999999999995,0.4999999999999997,0.6653437855283363
168,exp_17,Scene3,On,Off,Tamed nature,4,1.8504190092078643,0.46260475230196607,0.5926632243780461,5.579999999999998,1.3949999999999996,1.9844310687616884
169,exp_17,Scene3,On,Off,Text,173,24.646183387504212,0.1424634877890417,0.16365803353774228,45.19999999999993,0.2612716763005776,0.4267680067399908
170,exp_17,Scene3,On,Off,Urban,11,6.366866028050062,0.5788060025500056,0.5971650069731909,9.099999999999994,0.8272727272727267,0.7854309760773508
171,exp_17,Scene4,On,On,Culturual  Heritage,58,6.514060163657464,0.11231138213202524,0.1438255491619185,11.140000000000002,0.19206896551724142,0.2322110248730563
172,exp_17,Scene4,On,On,Others,27,3.8744899893900335,0.1434996292366679,0.1425347033372452,7.3399999999999395,0.2718518518518496,0.2718743634763477
173,exp_17,Scene4,On,On,Tamed nature,4,1.1537863989149124,0.2884465997287281,0.20609764386469792,2.219999999999999,0.5549999999999997,0.5776677245614484
174,exp_17,Scene4,On,On,Text,137,26.075968859308805,0.19033553911904239,0.26302331854117517,37.60000000000004,0.2744525547445258,0.45624251759864315
175,exp_17,Scene4,On,On,Urban,6,2.729250640189489,0.45487510669824816,0.5574471300199768,3.6400000000000006,0.6066666666666668,0.643449039681206
176,exp_17,Scene5,Off,Off,Culturual  Heritage,90,18.3929055429388,0.20436561714376442,0.3189518102738566,23.720000000000034,0.26355555555555593,0.3675925660724247
177,exp_17,Scene5,Off,Off,Nature,16,3.4987103050499155,0.21866939406561972,0.20583293024256277,3.699999999999969,0.23124999999999807,0.2210241314125378
178,exp_17,Scene5,Off,Off,Others,3,0.7653397937517596,0.25511326458391986,0.19455665845712497,1.7199999999999989,0.5733333333333329,0.3372437298651079
179,exp_17,Scene5,Off,Off,Tamed nature,24,6.888822981475164,0.2870342908947985,0.24329910473686533,8.120000000000022,0.33833333333333426,0.3131837447426273
180,exp_17,Scene5,Off,Off,Urban,105,20.95193054441279,0.19954219566107417,0.23464567961055566,26.99999999999995,0.2571428571428567,0.29950508627283223
