Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_31,Scene1,Off,Off,0.0200,0.1200,0.1000,-0.7863,-0.1214,0.6058,Culturual  Heritage
exp_31,Scene1,Off,Off,0.2400,0.3400,0.1000,-0.5431,-0.0105,0.8396,Culturual  Heritage
exp_31,Scene1,Off,Off,0.6800,0.7600,0.0800,-0.2253,-0.0316,0.9738,Urban
exp_31,Scene1,Off,Off,0.8800,0.9400,0.0600,-0.0511,-0.2782,0.9592,Culturual  Heritage
exp_31,Scene1,Off,Off,0.9800,1.1000,0.1200,-0.1054,-0.2419,0.9646,Culturual  Heritage
exp_31,Scene1,Off,Off,1.3400,1.4000,0.0600,0.1226,-0.2379,0.9635,Culturual  Heritage
exp_31,Scene1,Off,Off,1.5400,1.6600,0.1200,0.4513,-0.1372,0.8818,Culturual  Heritage
exp_31,Scene1,Off,Off,1.8200,1.8800,0.0600,0.6599,-0.0489,0.7498,Culturual  Heritage
exp_31,Scene1,Off,Off,1.9200,2.1400,0.2200,0.6389,-0.0380,0.7684,Culturual  Heritage
exp_31,Scene1,Off,Off,2.1800,2.2600,0.0800,0.6139,-0.0360,0.7886,Culturual  Heritage
exp_31,Scene1,Off,Off,2.4800,2.5600,0.0800,0.6164,0.1222,0.7779,Culturual  Heritage
exp_31,Scene1,Off,Off,3.1000,3.2000,0.1000,0.5014,0.6603,0.5591,Culturual  Heritage
exp_31,Scene1,Off,Off,3.9800,4.0600,0.0800,0.8475,0.2224,0.4820,Culturual  Heritage
exp_31,Scene1,Off,Off,4.2600,4.3200,0.0600,0.8844,-0.2008,0.4213,Culturual  Heritage
exp_31,Scene1,Off,Off,4.4600,4.5200,0.0600,0.9998,-0.0188,0.0066,Culturual  Heritage
exp_31,Scene1,Off,Off,4.7000,4.7600,0.0600,0.9826,0.0074,-0.1856,Culturual  Heritage
exp_31,Scene1,Off,Off,4.8200,4.9600,0.1400,0.9895,0.0161,-0.1433,Culturual  Heritage
exp_31,Scene1,Off,Off,5.1400,5.2600,0.1200,0.9220,0.0411,-0.3850,Tamed nature
exp_31,Scene1,Off,Off,5.3000,5.3600,0.0600,0.9313,0.0251,-0.3633,Tamed nature
exp_31,Scene1,Off,Off,5.5000,5.5600,0.0600,0.9309,-0.3059,0.1998,Culturual  Heritage
exp_31,Scene1,Off,Off,6.1000,6.1600,0.0600,0.0982,-0.6846,0.7223,Culturual  Heritage
exp_31,Scene1,Off,Off,6.4600,6.5200,0.0600,-0.2125,-0.6463,0.7329,Culturual  Heritage
exp_31,Scene1,Off,Off,6.8000,6.8600,0.0600,-0.3457,-0.6371,0.6889,Culturual  Heritage
exp_31,Scene1,Off,Off,7.3400,7.4000,0.0600,-0.2026,-0.9211,0.3325,Culturual  Heritage
exp_31,Scene1,Off,Off,7.4400,7.5200,0.0800,-0.1801,-0.9220,0.3426,Culturual  Heritage
exp_31,Scene1,Off,Off,7.6800,7.8200,0.1400,-0.2569,-0.9637,-0.0720,Culturual  Heritage
exp_31,Scene1,Off,Off,7.8600,7.9600,0.1000,-0.2819,-0.9576,-0.0592,Culturual  Heritage
exp_31,Scene1,Off,Off,8.1000,8.1800,0.0800,-0.4489,-0.7515,-0.4834,Culturual  Heritage
exp_31,Scene1,Off,Off,8.2200,8.2800,0.0600,-0.4453,-0.7606,-0.4724,Culturual  Heritage
exp_31,Scene1,Off,Off,8.3400,8.4200,0.0800,-0.3592,-0.6094,-0.7068,Culturual  Heritage
exp_31,Scene1,Off,Off,8.4600,8.5200,0.0600,-0.3576,-0.6325,-0.6870,Culturual  Heritage
exp_31,Scene1,Off,Off,8.8200,8.9000,0.0800,-0.2849,-0.4678,-0.8366,Culturual  Heritage
