Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_6,Scene7,Off,Off,0.0200,0.1200,0.1000,0.6121,0.1355,0.7791,Culturual  Heritage
exp_6,Scene7,Off,Off,0.5600,0.7200,0.1600,0.5477,0.1677,0.8197,Culturual  Heritage
exp_6,Scene7,Off,Off,0.9200,1.0800,0.1600,0.5516,-0.0664,0.8314,Culturual  Heritage
exp_6,Scene7,Off,Off,1.1800,1.3600,0.1800,0.5272,-0.0559,0.8479,Culturual  Heritage
exp_6,Scene7,Off,Off,1.4800,1.6200,0.1400,0.3691,-0.0566,0.9277,Culturual  Heritage
exp_6,Scene7,Off,Off,1.9400,2.0600,0.1200,0.4992,0.1766,0.8483,Culturual  Heritage
exp_6,Scene7,Off,Off,2.1000,2.2000,0.1000,0.5195,0.1707,0.8372,Culturual  Heritage
exp_6,Scene7,Off,Off,2.3800,2.4600,0.0800,0.6401,0.2204,0.7360,Culturual  Heritage
exp_6,Scene7,Off,Off,2.5000,2.5600,0.0600,0.6375,0.2236,0.7373,Culturual  Heritage
exp_6,Scene7,Off,Off,2.7200,3.0200,0.3000,0.5079,0.2066,0.8363,Culturual  Heritage
exp_6,Scene7,Off,Off,3.0600,3.2000,0.1400,0.5352,0.2078,0.8187,Culturual  Heritage
exp_6,Scene7,Off,Off,3.2600,3.3200,0.0600,0.4197,0.1123,0.9007,Culturual  Heritage
exp_6,Scene7,Off,Off,3.3600,3.4400,0.0800,0.4589,0.1203,0.8803,Culturual  Heritage
exp_6,Scene7,Off,Off,3.6400,3.7600,0.1200,0.2715,-0.0099,0.9624,Culturual  Heritage
exp_6,Scene7,Off,Off,3.8400,4.0600,0.2200,0.1004,0.1346,0.9858,Culturual  Heritage
exp_6,Scene7,Off,Off,4.1000,4.3800,0.2800,-0.0140,0.1621,0.9867,Culturual  Heritage
exp_6,Scene7,Off,Off,4.4200,4.5000,0.0800,0.0163,0.1669,0.9858,Culturual  Heritage
exp_6,Scene7,Off,Off,4.5400,4.6400,0.1000,-0.0388,0.1614,0.9861,Culturual  Heritage
exp_6,Scene7,Off,Off,4.8600,5.0200,0.1600,0.0053,0.1642,0.9864,Culturual  Heritage
exp_6,Scene7,Off,Off,5.0600,5.2000,0.1400,0.0112,0.2643,0.9644,Culturual  Heritage
exp_6,Scene7,Off,Off,5.2400,5.4000,0.1600,-0.1948,0.3118,0.9299,Culturual  Heritage
exp_6,Scene7,Off,Off,5.4600,5.5200,0.0600,0.0607,0.3015,0.9515,Culturual  Heritage
exp_6,Scene7,Off,Off,5.6600,5.8000,0.1400,-0.0176,0.2671,0.9635,Culturual  Heritage
exp_6,Scene7,Off,Off,5.8600,6.0200,0.1600,-0.1671,0.2209,0.9609,Culturual  Heritage
exp_6,Scene7,Off,Off,6.1400,6.2000,0.0600,-0.2159,0.2113,0.9533,Culturual  Heritage
exp_6,Scene7,Off,Off,6.2600,6.4000,0.1400,-0.2154,0.2141,0.9528,Culturual  Heritage
exp_6,Scene7,Off,Off,6.4600,6.7200,0.2600,-0.4892,0.1653,0.8564,Culturual  Heritage
exp_6,Scene7,Off,Off,6.7600,6.8800,0.1200,-0.4753,0.1690,0.8635,Culturual  Heritage
exp_6,Scene7,Off,Off,7.0800,7.2400,0.1600,-0.6191,0.1434,0.7721,Culturual  Heritage
exp_6,Scene7,Off,Off,7.2800,7.7800,0.5000,-0.7783,0.2266,0.5856,Culturual  Heritage
exp_6,Scene7,Off,Off,7.8200,8.0200,0.2000,-0.7659,0.2291,0.6008,Culturual  Heritage
exp_6,Scene7,Off,Off,8.0800,8.1600,0.0800,-0.7832,0.2458,0.5711,Culturual  Heritage
exp_6,Scene7,Off,Off,8.2000,8.2600,0.0600,-0.7915,0.2443,0.5602,Culturual  Heritage
exp_6,Scene7,Off,Off,8.3000,8.3800,0.0800,-0.7754,0.2366,0.5855,Culturual  Heritage
exp_6,Scene7,Off,Off,8.4800,8.5800,0.1000,-0.9317,0.2159,0.2923,Culturual  Heritage
exp_6,Scene7,Off,Off,8.6200,8.7000,0.0800,-0.9287,0.2399,0.2829,Culturual  Heritage
exp_6,Scene7,Off,Off,8.7800,8.9200,0.1400,-0.8019,0.2422,0.5462,Culturual  Heritage
exp_6,Scene7,Off,Off,9.0000,9.1000,0.1000,-0.8025,0.2267,0.5518,Culturual  Heritage
exp_6,Scene7,Off,Off,9.1600,9.4600,0.3000,-0.7808,0.2459,0.5743,Culturual  Heritage
exp_6,Scene7,Off,Off,9.5000,9.5600,0.0600,-0.7363,0.2947,0.6091,Culturual  Heritage
exp_6,Scene7,Off,Off,9.6000,9.6600,0.0600,-0.7153,0.2947,0.6337,Culturual  Heritage
exp_6,Scene7,Off,Off,9.7000,9.7800,0.0800,-0.6937,0.2923,0.6583,Culturual  Heritage
exp_6,Scene7,Off,Off,9.8600,9.9800,0.1200,-0.6792,0.2852,0.6763,Culturual  Heritage
exp_6,Scene7,Off,Off,10.2600,10.3600,0.1000,-0.6339,0.2529,0.7309,Culturual  Heritage
exp_6,Scene7,Off,Off,10.4000,10.4600,0.0600,-0.6077,0.2476,0.7546,Culturual  Heritage
exp_6,Scene7,Off,Off,10.5000,10.5800,0.0800,-0.6614,0.1560,0.7336,Culturual  Heritage
exp_6,Scene7,Off,Off,10.7600,10.8400,0.0800,-0.5016,0.1871,0.8446,Culturual  Heritage
exp_6,Scene7,Off,Off,10.8800,10.9400,0.0600,-0.4755,0.1669,0.8638,Culturual  Heritage
exp_6,Scene7,Off,Off,10.9800,11.1000,0.1200,-0.0566,0.1940,0.9794,Culturual  Heritage
exp_6,Scene7,Off,Off,11.2200,11.2800,0.0600,-0.3757,0.1392,0.9162,Culturual  Heritage
exp_6,Scene7,Off,Off,11.3200,11.4000,0.0800,-0.3445,0.1229,0.9307,Culturual  Heritage
exp_6,Scene7,Off,Off,11.4400,11.5400,0.1000,-0.3221,0.1020,0.9412,Culturual  Heritage
exp_6,Scene7,Off,Off,11.6800,11.8000,0.1200,-0.2766,0.0709,0.9584,Culturual  Heritage
exp_6,Scene7,Off,Off,11.8400,12.0000,0.1600,-0.2614,0.0539,0.9637,Culturual  Heritage
exp_6,Scene7,Off,Off,12.1200,12.2800,0.1600,-0.2373,0.0651,0.9693,Culturual  Heritage
exp_6,Scene7,Off,Off,12.4600,12.5400,0.0800,-0.2177,0.0547,0.9745,Culturual  Heritage
exp_6,Scene7,Off,Off,12.5800,12.6600,0.0800,-0.1956,0.0379,0.9800,Culturual  Heritage
exp_6,Scene7,Off,Off,12.7000,12.7800,0.0800,-0.1771,0.0242,0.9839,Culturual  Heritage
exp_6,Scene7,Off,Off,12.8200,13.3200,0.5000,-0.1785,-0.0077,0.9839,Culturual  Heritage
exp_6,Scene7,Off,Off,13.4200,13.6200,0.2000,-0.1788,0.0012,0.9839,Culturual  Heritage
exp_6,Scene7,Off,Off,13.9000,13.9800,0.0800,-0.1411,0.0126,0.9899,Culturual  Heritage
exp_6,Scene7,Off,Off,14.1000,14.2200,0.1200,-0.2612,0.1117,0.9588,Culturual  Heritage
exp_6,Scene7,Off,Off,15.0000,15.0600,0.0600,0.5761,0.1670,0.8001,Culturual  Heritage
exp_6,Scene7,Off,Off,15.1000,15.2000,0.1000,0.5560,0.1682,0.8140,Culturual  Heritage
exp_6,Scene7,Off,Off,15.2400,15.3000,0.0600,0.5416,0.1856,0.8199,Culturual  Heritage
exp_6,Scene7,Off,Off,15.3600,15.4200,0.0600,0.5387,0.1859,0.8218,Culturual  Heritage
exp_6,Scene7,Off,Off,15.4600,15.5600,0.1000,0.5306,0.1768,0.8289,Culturual  Heritage
exp_6,Scene7,Off,Off,15.7200,15.7800,0.0600,0.5066,0.1642,0.8464,Culturual  Heritage
exp_6,Scene7,Off,Off,15.8200,15.9200,0.1000,0.5061,0.1566,0.8481,Culturual  Heritage
exp_6,Scene7,Off,Off,16.0200,16.1800,0.1600,0.6930,0.3528,0.6288,Nature
exp_6,Scene7,Off,Off,16.2200,16.3000,0.0800,0.6987,0.3282,0.6357,Nature
exp_6,Scene7,Off,Off,16.3800,16.5200,0.1400,0.6450,0.4928,0.5841,Culturual  Heritage
exp_6,Scene7,Off,Off,16.5600,16.8000,0.2400,0.6185,0.5520,0.5593,Culturual  Heritage
exp_6,Scene7,Off,Off,16.9000,17.2800,0.3800,0.9333,0.2229,0.2815,Culturual  Heritage
exp_6,Scene7,Off,Off,17.4200,17.5600,0.1400,0.9898,0.1381,-0.0361,Culturual  Heritage
exp_6,Scene7,Off,Off,17.7200,17.8200,0.1000,0.9552,0.1548,0.2521,Culturual  Heritage
exp_6,Scene7,Off,Off,17.8600,17.9800,0.1200,0.9462,0.1357,0.2938,Culturual  Heritage
exp_6,Scene7,Off,Off,18.0200,18.1200,0.1000,0.9406,0.1550,0.3019,Culturual  Heritage
exp_6,Scene7,Off,Off,18.1600,18.2200,0.0600,0.9490,0.1540,0.2749,Culturual  Heritage
exp_6,Scene7,Off,Off,18.2600,18.5000,0.2400,0.9159,0.2614,0.3046,Culturual  Heritage
exp_6,Scene7,Off,Off,18.6000,18.8800,0.2800,0.9495,0.1380,-0.2820,Culturual  Heritage
exp_6,Scene7,Off,Off,18.9200,19.0200,0.1000,0.9565,0.1282,-0.2620,Culturual  Heritage
exp_6,Scene7,Off,Off,19.1200,19.2200,0.1000,0.9614,0.1264,-0.2443,Culturual  Heritage
exp_6,Scene7,Off,Off,19.2600,19.4000,0.1400,0.9605,0.1045,-0.2579,Culturual  Heritage
exp_6,Scene7,Off,Off,19.5400,19.6600,0.1200,0.7726,0.0978,-0.6273,Culturual  Heritage
exp_6,Scene7,Off,Off,19.7000,19.7800,0.0800,0.7827,0.0973,-0.6147,Culturual  Heritage
exp_6,Scene7,Off,Off,19.8200,19.9400,0.1200,0.7896,0.0788,-0.6086,Culturual  Heritage
exp_6,Scene7,Off,Off,20.0200,20.1600,0.1400,0.6550,0.1162,-0.7467,Culturual  Heritage
exp_6,Scene7,Off,Off,20.2800,20.5200,0.2400,0.9746,0.1014,0.1996,Culturual  Heritage
exp_6,Scene7,Off,Off,20.7200,20.7800,0.0600,0.9529,0.1046,-0.2845,Culturual  Heritage
exp_6,Scene7,Off,Off,20.8200,20.8800,0.0600,0.9526,0.1379,-0.2712,Culturual  Heritage
exp_6,Scene7,Off,Off,20.9200,21.1000,0.1800,0.9908,0.0707,-0.1157,Culturual  Heritage
exp_6,Scene7,Off,Off,21.1600,21.2600,0.1000,0.9914,0.0670,0.1127,Culturual  Heritage
exp_6,Scene7,Off,Off,21.3000,21.4400,0.1400,0.9930,0.0636,0.0991,Culturual  Heritage
exp_6,Scene7,Off,Off,21.5600,21.6800,0.1200,0.7498,0.1064,-0.6531,Culturual  Heritage
exp_6,Scene7,Off,Off,21.7200,21.8400,0.1200,0.7578,0.0898,-0.6463,Culturual  Heritage
exp_6,Scene7,Off,Off,21.8800,22.0200,0.1400,0.7655,0.1117,-0.6337,Culturual  Heritage
exp_6,Scene7,Off,Off,22.0600,22.1200,0.0600,0.7823,0.1021,-0.6145,Culturual  Heritage
exp_6,Scene7,Off,Off,22.1600,22.4200,0.2600,0.6099,0.1277,-0.7821,Culturual  Heritage
exp_6,Scene7,Off,Off,22.5000,22.7000,0.2000,0.4381,0.1897,-0.8787,Culturual  Heritage
exp_6,Scene7,Off,Off,22.8200,22.9600,0.1400,0.3703,0.4962,-0.7853,Culturual  Heritage
exp_6,Scene7,Off,Off,23.2000,23.3200,0.1200,0.1552,0.6667,-0.7290,Culturual  Heritage
exp_6,Scene7,Off,Off,23.3800,23.5400,0.1600,0.1144,0.7077,-0.6972,Culturual  Heritage
