Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_12,Scene7,On,On,0.2600,0.5400,0.2800,-0.4311,-0.1625,0.8876,Text
exp_12,Scene7,On,On,0.7200,0.8200,0.1000,-0.2632,-0.1758,0.9486,Text
exp_12,Scene7,On,On,1.0000,1.1000,0.1000,-0.4696,-0.1652,0.8673,Text
exp_12,Scene7,On,On,1.1400,1.2200,0.0800,-0.4809,-0.1436,0.8649,Text
exp_12,Scene7,On,On,1.2600,1.3400,0.0800,-0.5603,-0.1500,0.8146,Text
exp_12,Scene7,On,On,1.4000,1.4600,0.0600,-0.5380,-0.1633,0.8270,Text
exp_12,Scene7,On,On,1.8400,1.9600,0.1200,-0.3828,-0.4090,0.8284,Culturual  Heritage
exp_12,Scene7,On,On,2.3800,2.4400,0.0600,-0.0577,0.4432,0.8946,Culturual  Heritage
exp_12,Scene7,On,On,2.6200,2.6800,0.0600,-0.2440,0.5980,0.7634,Others
exp_12,Scene7,On,On,2.7400,2.8200,0.0800,-0.2789,0.6369,0.7188,Text
exp_12,Scene7,On,On,3.7400,3.8400,0.1000,0.1356,-0.1174,0.9838,Text
exp_12,Scene7,On,On,3.9000,3.9600,0.0600,0.3733,-0.1542,0.9148,Text
exp_12,Scene7,On,On,4.0000,4.0800,0.0800,0.3597,-0.1431,0.9220,Text
exp_12,Scene7,On,On,4.1400,4.3200,0.1800,0.1529,-0.1551,0.9760,Text
exp_12,Scene7,On,On,4.3600,4.5200,0.1600,0.0506,-0.1552,0.9866,Text
exp_12,Scene7,On,On,4.5800,4.7400,0.1600,0.2177,-0.1574,0.9632,Text
exp_12,Scene7,On,On,4.7800,4.8400,0.0600,0.1833,-0.1536,0.9710,Text
exp_12,Scene7,On,On,5.0400,5.1000,0.0600,-0.3685,-0.1407,0.9189,Text
exp_12,Scene7,On,On,5.2600,5.3200,0.0600,-0.4784,-0.1163,0.8704,Text
exp_12,Scene7,On,On,5.4000,5.5000,0.1000,-0.5144,-0.1226,0.8487,Text
exp_12,Scene7,On,On,5.5400,5.7000,0.1600,-0.4198,-0.1146,0.9004,Text
exp_12,Scene7,On,On,5.8200,6.0000,0.1800,-0.4149,-0.1167,0.9023,Text
exp_12,Scene7,On,On,6.1400,6.2200,0.0800,-0.6451,0.0575,0.7619,Culturual  Heritage
exp_12,Scene7,On,On,6.2800,6.3600,0.0800,-0.6523,0.0464,0.7565,Culturual  Heritage
exp_12,Scene7,On,On,6.5400,6.6000,0.0600,0.1526,0.0442,0.9873,Culturual  Heritage
exp_12,Scene7,On,On,6.6400,6.7000,0.0600,0.2001,0.0417,0.9789,Culturual  Heritage
exp_12,Scene7,On,On,7.0400,7.1400,0.1000,0.4516,-0.0019,0.8922,Culturual  Heritage
exp_12,Scene7,On,On,7.2200,7.3000,0.0800,0.2325,-0.1702,0.9576,Text
exp_12,Scene7,On,On,7.7000,7.7600,0.0600,-0.3784,-0.1254,0.9171,Text
exp_12,Scene7,On,On,8.2600,8.3200,0.0600,0.9526,0.0003,0.3043,Culturual  Heritage
exp_12,Scene7,On,On,8.4600,8.5800,0.1200,0.9607,-0.2608,0.0952,Text
exp_12,Scene7,On,On,9.1400,9.2400,0.1000,0.9635,-0.1913,0.1874,Culturual  Heritage
exp_12,Scene7,On,On,9.2800,9.4800,0.2000,0.9672,-0.1915,0.1672,Culturual  Heritage
exp_12,Scene7,On,On,9.5200,9.6000,0.0800,0.9620,-0.1805,0.2051,Culturual  Heritage
exp_12,Scene7,On,On,9.7000,10.0800,0.3800,0.9797,-0.1807,0.0868,Culturual  Heritage
exp_12,Scene7,On,On,10.1600,10.2800,0.1200,0.9722,-0.1811,0.1484,Culturual  Heritage
exp_12,Scene7,On,On,10.8800,10.9400,0.0600,0.6062,0.6679,0.4317,Text
exp_12,Scene7,On,On,11.1400,11.2000,0.0600,0.6139,0.7139,0.3369,Text
exp_12,Scene7,On,On,11.2400,11.3200,0.0800,0.6443,0.6859,0.3382,Text
exp_12,Scene7,On,On,11.3600,11.4600,0.1000,0.6529,0.7121,0.2581,Text
exp_12,Scene7,On,On,11.6000,11.7600,0.1600,0.6676,0.7336,0.1267,Text
exp_12,Scene7,On,On,11.8400,11.9600,0.1200,0.7067,0.6985,-0.1124,Text
exp_12,Scene7,On,On,12.1000,12.1600,0.0600,0.6814,0.7142,-0.1598,Text
exp_12,Scene7,On,On,12.3600,12.5000,0.1400,0.6631,0.6585,-0.3558,Text
exp_12,Scene7,On,On,12.6200,12.6800,0.0600,0.6294,0.6571,-0.4149,Text
exp_12,Scene7,On,On,12.9000,12.9600,0.0600,0.6704,0.5947,-0.4437,Text
exp_12,Scene7,On,On,13.3200,13.3800,0.0600,0.7501,0.6541,0.0974,Text
exp_12,Scene7,On,On,13.4600,13.5400,0.0800,0.7588,0.6507,0.0285,Text
exp_12,Scene7,On,On,13.5800,13.6800,0.1000,0.7199,0.6458,0.2545,Text
exp_12,Scene7,On,On,13.7200,13.8000,0.0800,0.7157,0.6559,0.2399,Text
exp_12,Scene7,On,On,13.8600,13.9600,0.1000,0.6696,0.6274,0.3976,Text
exp_12,Scene7,On,On,14.2000,14.2600,0.0600,0.6690,0.6751,0.3109,Text
exp_12,Scene7,On,On,14.3800,14.6200,0.2400,0.6338,0.6730,0.3812,Text
exp_12,Scene7,On,On,14.7000,14.9600,0.2600,0.7101,0.6840,0.1669,Text
exp_12,Scene7,On,On,15.4000,15.4600,0.0600,0.9503,-0.2958,0.0969,Text
exp_12,Scene7,On,On,15.5800,15.7600,0.1800,0.9661,-0.2566,-0.0297,Text
exp_12,Scene7,On,On,15.8400,15.9800,0.1400,0.9379,-0.2890,-0.1918,Text
exp_12,Scene7,On,On,16.1000,16.1800,0.0800,0.9660,-0.2284,-0.1209,Text
exp_12,Scene7,On,On,16.3200,16.5400,0.2200,0.9614,-0.2276,0.1548,Text
exp_12,Scene7,On,On,16.5800,16.6600,0.0800,0.9600,-0.2212,0.1718,Text
exp_12,Scene7,On,On,16.9400,17.1800,0.2400,0.9404,-0.2667,0.2108,Text
exp_12,Scene7,On,On,17.2400,17.4400,0.2000,0.9610,-0.2583,0.0988,Text
exp_12,Scene7,On,On,17.5400,17.7000,0.1600,0.9605,-0.2693,-0.0704,Text
exp_12,Scene7,On,On,17.7800,17.9400,0.1600,0.9335,-0.2831,-0.2200,Text
exp_12,Scene7,On,On,18.0000,18.1800,0.1800,0.9072,-0.2843,-0.3102,Text
exp_12,Scene7,On,On,18.2200,18.4800,0.2600,0.9363,-0.3049,-0.1743,Text
exp_12,Scene7,On,On,18.5800,19.0000,0.4200,0.9401,-0.3129,0.1354,Text
exp_12,Scene7,On,On,19.0600,19.2400,0.1800,0.9422,-0.3347,0.0148,Text
exp_12,Scene7,On,On,19.2800,19.3800,0.1000,0.9359,-0.3249,-0.1363,Text
exp_12,Scene7,On,On,19.7800,19.8400,0.0600,0.7725,0.6348,-0.0151,Text
exp_12,Scene7,On,On,19.8800,20.0800,0.2000,0.7311,0.6821,-0.0145,Text
exp_12,Scene7,On,On,20.2000,20.4000,0.2000,0.7321,0.6588,0.1734,Text
exp_12,Scene7,On,On,20.4400,20.7200,0.2800,0.7063,0.6278,0.3273,Text
exp_12,Scene7,On,On,21.2600,21.4000,0.1400,0.9124,-0.3541,0.2054,Text
exp_12,Scene7,On,On,21.5200,21.6800,0.1600,0.9449,-0.2985,0.1342,Text
exp_12,Scene7,On,On,21.7400,22.0000,0.2600,0.9494,-0.3011,-0.0897,Text
exp_12,Scene7,On,On,22.1600,22.2200,0.0600,0.9700,-0.2412,-0.0305,Text
exp_12,Scene7,On,On,22.3400,22.4800,0.1400,0.9783,-0.2047,-0.0335,Others
exp_12,Scene7,On,On,22.5200,22.6000,0.0800,0.9771,-0.2047,-0.0581,Culturual  Heritage
exp_12,Scene7,On,On,23.2000,23.2600,0.0600,0.2308,0.5069,-0.8306,Culturual  Heritage
exp_12,Scene7,On,On,23.3600,23.4400,0.0800,0.0094,0.6574,-0.7535,Culturual  Heritage
exp_12,Scene7,On,On,23.5600,23.6400,0.0800,-0.0140,0.7015,-0.7125,Culturual  Heritage
exp_12,Scene7,On,On,23.6800,23.7600,0.0800,0.0101,0.7023,-0.7118,Culturual  Heritage
exp_12,Scene7,On,On,24.0000,24.1200,0.1200,-0.0434,0.0768,-0.9961,Culturual  Heritage
exp_12,Scene7,On,On,24.1800,24.4000,0.2200,-0.2805,0.0384,-0.9591,Culturual  Heritage
exp_12,Scene7,On,On,24.4600,24.5600,0.1000,-0.0804,0.1566,-0.9844,Culturual  Heritage
exp_12,Scene7,On,On,24.6000,24.7000,0.1000,-0.0666,0.1731,-0.9826,Culturual  Heritage
