Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_33,Scene3,On,Off,0.0200,0.1600,0.1400,-0.0829,-0.2914,0.9530,Text
exp_33,Scene3,On,Off,0.2200,0.3000,0.0800,-0.1040,-0.3173,0.9426,Text
exp_33,Scene3,On,Off,0.3400,0.4400,0.1000,-0.1205,-0.2959,0.9476,Text
exp_33,Scene3,On,Off,0.5000,0.8000,0.3000,0.0975,-0.2835,0.9540,Text
exp_33,Scene3,On,Off,0.9400,1.1200,0.1800,0.2472,-0.2647,0.9321,Text
exp_33,Scene3,On,Off,1.2400,1.4200,0.1800,0.3152,-0.2547,0.9142,Text
exp_33,Scene3,On,Off,1.4600,1.6000,0.1400,0.3440,-0.2444,0.9066,Text
exp_33,Scene3,On,Off,1.7000,1.9200,0.2200,-0.1814,-0.3277,0.9272,Others
exp_33,Scene3,On,Off,1.9600,2.1400,0.1800,-0.2559,-0.3347,0.9069,Others
exp_33,Scene3,On,Off,2.2000,2.3200,0.1200,-0.0828,-0.3462,0.9345,Others
exp_33,Scene3,On,Off,2.3600,2.4400,0.0800,-0.1083,-0.3394,0.9344,Others
exp_33,Scene3,On,Off,2.5000,2.5600,0.0600,0.0488,-0.3372,0.9401,Others
exp_33,Scene3,On,Off,2.6000,2.7400,0.1400,0.1207,0.0377,0.9920,Culturual  Heritage
exp_33,Scene3,On,Off,2.7800,2.8800,0.1000,0.1042,-0.3449,0.9328,Others
exp_33,Scene3,On,Off,3.0200,3.2400,0.2200,0.2564,-0.3250,0.9103,Others
exp_33,Scene3,On,Off,3.2800,3.5400,0.2600,0.2814,-0.3308,0.9008,Others
exp_33,Scene3,On,Off,3.5800,3.7200,0.1400,0.1941,-0.3259,0.9253,Others
exp_33,Scene3,On,Off,3.7600,3.9200,0.1600,0.2712,-0.3239,0.9064,Others
exp_33,Scene3,On,Off,3.9600,4.0200,0.0600,0.2945,-0.3301,0.8969,Others
exp_33,Scene3,On,Off,4.0600,4.2400,0.1800,0.1052,-0.3500,0.9308,Others
exp_33,Scene3,On,Off,4.3400,4.4800,0.1400,-0.1936,-0.2756,0.9416,Text
exp_33,Scene3,On,Off,4.6200,4.8200,0.2000,-0.3361,-0.2762,0.9004,Text
