Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_33,Scene4,On,On,0.0600,0.1800,0.1200,-0.2218,-0.3301,0.9175,Text
exp_33,Scene4,On,On,0.3200,0.4200,0.1000,0.0016,-0.3448,0.9387,Text
exp_33,Scene4,On,On,0.5600,0.6200,0.0600,0.0955,-0.3532,0.9306,Text
exp_33,Scene4,On,On,1.0800,1.1800,0.1000,0.2872,-0.3021,0.9090,Text
exp_33,Scene4,On,On,1.2200,1.3000,0.0800,0.2732,-0.3095,0.9108,Text
exp_33,Scene4,On,On,1.3600,1.5800,0.2200,0.0114,-0.3420,0.9396,Text
exp_33,Scene4,On,On,1.8200,1.9000,0.0800,0.0277,0.0130,0.9995,Culturual  Heritage
exp_33,Scene4,On,On,2.0800,2.1800,0.1000,-0.3179,-0.3148,0.8943,Text
exp_33,Scene4,On,On,2.2400,2.3000,0.0600,-0.3596,-0.3087,0.8806,Text
exp_33,Scene4,On,On,2.3400,2.5200,0.1800,-0.0586,0.0070,0.9983,Culturual  Heritage
exp_33,Scene4,On,On,2.5600,2.6600,0.1000,-0.1692,-0.3524,0.9204,Text
exp_33,Scene4,On,On,2.7400,2.9000,0.1600,-0.2733,-0.3305,0.9034,Text
exp_33,Scene4,On,On,2.9400,3.0200,0.0800,-0.3197,-0.3231,0.8907,Text
exp_33,Scene4,On,On,3.0600,3.1600,0.1000,-0.3188,-0.3312,0.8881,Text
exp_33,Scene4,On,On,3.4600,3.6400,0.1800,-0.1850,-0.0077,0.9827,Culturual  Heritage
exp_33,Scene4,On,On,3.6800,3.7600,0.0800,-0.1744,-0.3447,0.9224,Text
exp_33,Scene4,On,On,3.9000,4.0400,0.1400,0.2197,-0.3284,0.9186,Text
exp_33,Scene4,On,On,4.2600,4.3200,0.0600,0.0753,-0.3539,0.9322,Text
exp_33,Scene4,On,On,4.4400,4.5600,0.1200,0.3151,-0.3110,0.8967,Text
exp_33,Scene4,On,On,4.6000,4.7000,0.1000,0.2888,-0.3083,0.9064,Text
exp_33,Scene4,On,On,4.7400,4.9200,0.1800,0.3879,-0.3008,0.8713,Text
exp_33,Scene4,On,On,4.9600,5.1000,0.1400,0.4473,-0.3289,0.8317,Text
exp_33,Scene4,On,On,5.1800,5.2400,0.0600,0.2689,-0.3220,0.9077,Text
exp_33,Scene4,On,On,5.4800,5.5800,0.1000,-0.4171,-0.3783,0.8264,Others
exp_33,Scene4,On,On,5.6600,5.7200,0.0600,-0.3882,-0.3779,0.8405,Others
exp_33,Scene4,On,On,5.8000,5.8800,0.0800,-0.2221,-0.3822,0.8970,Others
exp_33,Scene4,On,On,5.9400,6.1400,0.2000,-0.0169,-0.3844,0.9230,Others
exp_33,Scene4,On,On,6.2200,6.3400,0.1200,0.2468,-0.3835,0.8899,Others
exp_33,Scene4,On,On,6.3800,6.4600,0.0800,0.2417,-0.4056,0.8815,Others
exp_33,Scene4,On,On,6.5000,6.6200,0.1200,0.3062,-0.3925,0.8673,Others
exp_33,Scene4,On,On,6.7400,6.9800,0.2400,0.4200,-0.3773,0.8254,Others
exp_33,Scene4,On,On,7.0200,7.1000,0.0800,0.3485,-0.3761,0.8585,Others
exp_33,Scene4,On,On,7.1800,7.3800,0.2000,0.4732,-0.3600,0.8040,Others
exp_33,Scene4,On,On,7.4400,7.6600,0.2200,0.2720,-0.3871,0.8810,Others
exp_33,Scene4,On,On,7.7200,7.9200,0.2000,0.2183,-0.3937,0.8930,Others
exp_33,Scene4,On,On,7.9600,8.0200,0.0600,0.2969,-0.3931,0.8702,Others
exp_33,Scene4,On,On,8.0600,8.1200,0.0600,0.4563,-0.3845,0.8025,Others
exp_33,Scene4,On,On,8.1600,8.2200,0.0600,0.4661,-0.3575,0.8093,Others
exp_33,Scene4,On,On,8.5000,8.5600,0.0600,0.3042,0.1742,0.9366,Culturual  Heritage
exp_33,Scene4,On,On,8.6600,8.7400,0.0800,0.0321,0.2638,0.9640,Culturual  Heritage
exp_33,Scene4,On,On,8.9200,9.0000,0.0800,-0.0709,0.2878,0.9551,Culturual  Heritage
exp_33,Scene4,On,On,9.0400,9.1200,0.0800,0.1018,0.5643,0.8193,Culturual  Heritage
exp_33,Scene4,On,On,9.4400,9.5400,0.1000,-0.0152,0.2798,0.9599,Culturual  Heritage
exp_33,Scene4,On,On,9.6600,9.9600,0.3000,0.0488,0.2532,0.9662,Culturual  Heritage
exp_33,Scene4,On,On,10.0000,10.0800,0.0800,0.1245,0.5012,0.8563,Culturual  Heritage
exp_33,Scene4,On,On,10.1200,10.1800,0.0600,0.1139,0.4756,0.8723,Culturual  Heritage
exp_33,Scene4,On,On,10.4000,10.4600,0.0600,0.1103,0.4035,0.9083,Culturual  Heritage
exp_33,Scene4,On,On,10.5000,10.6400,0.1400,0.0994,0.3823,0.9187,Culturual  Heritage
exp_33,Scene4,On,On,11.5600,11.6600,0.1000,0.0288,0.3884,0.9211,Culturual  Heritage
exp_33,Scene4,On,On,11.7000,11.8000,0.1000,-0.0544,0.3406,0.9386,Culturual  Heritage
exp_33,Scene4,On,On,12.0800,12.2800,0.2000,0.0863,0.2388,0.9672,Culturual  Heritage
exp_33,Scene4,On,On,12.3400,12.4000,0.0600,-0.0561,0.3363,0.9401,Culturual  Heritage
exp_33,Scene4,On,On,12.5400,12.6800,0.1400,0.0749,0.4391,0.8953,Culturual  Heritage
exp_33,Scene4,On,On,12.7400,12.8200,0.0800,0.0146,0.2402,0.9706,Culturual  Heritage
exp_33,Scene4,On,On,12.9600,13.0400,0.0800,0.0416,0.2561,0.9658,Culturual  Heritage
exp_33,Scene4,On,On,13.0800,13.1400,0.0600,-0.0297,0.3297,0.9436,Culturual  Heritage
exp_33,Scene4,On,On,13.2000,13.3000,0.1000,0.1236,0.2238,0.9668,Culturual  Heritage
exp_33,Scene4,On,On,13.5000,13.6600,0.1600,0.0025,0.2917,0.9565,Culturual  Heritage
exp_33,Scene4,On,On,13.8200,13.8800,0.0600,0.0674,0.2894,0.9548,Culturual  Heritage
exp_33,Scene4,On,On,14.0200,14.1200,0.1000,0.0697,0.6983,0.7124,Culturual  Heritage
exp_33,Scene4,On,On,14.2800,14.4800,0.2000,-0.0179,0.7824,0.6225,Culturual  Heritage
exp_33,Scene4,On,On,14.7200,14.7800,0.0600,0.0171,0.5795,0.8148,Culturual  Heritage
exp_33,Scene4,On,On,14.9600,15.0600,0.1000,0.3403,0.3739,0.8628,Culturual  Heritage
exp_33,Scene4,On,On,15.2800,15.3600,0.0800,0.5907,0.0469,0.8055,Culturual  Heritage
exp_33,Scene4,On,On,15.4800,15.7400,0.2600,0.7368,0.0857,0.6706,Culturual  Heritage
exp_33,Scene4,On,On,15.7800,15.9200,0.1400,0.8159,0.1502,0.5583,Culturual  Heritage
exp_33,Scene4,On,On,16.4600,16.5400,0.0800,0.9582,0.2470,0.1441,Text
exp_33,Scene4,On,On,16.6000,16.7800,0.1800,0.9337,0.3023,0.1918,Text
