Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_43,Scene8,Off,On,0.0400,0.1400,0.1000,-0.8560,0.0530,0.5143,Others
exp_43,Scene8,Off,On,0.1800,0.4000,0.2200,-0.8657,0.0686,0.4959,Others
exp_43,Scene8,Off,On,0.4600,0.8000,0.3400,-0.8074,0.1432,0.5723,Others
exp_43,Scene8,Off,On,0.8800,0.9800,0.1000,-0.9218,0.2710,0.2772,Others
exp_43,Scene8,Off,On,1.2000,1.4000,0.2000,-0.9030,0.4289,0.0233,Others
exp_43,Scene8,Off,On,1.4800,1.7000,0.2200,-0.8415,0.5276,-0.1164,Others
exp_43,Scene8,Off,On,1.8000,2.1000,0.3000,-0.7834,0.4874,-0.3857,Others
exp_43,Scene8,Off,On,2.1400,2.2200,0.0800,-0.7919,0.4662,-0.3943,Others
exp_43,Scene8,Off,On,2.3400,2.4600,0.1200,-0.7224,0.0629,-0.6886,Others
exp_43,Scene8,Off,On,2.5000,2.5600,0.0600,-0.7009,0.0545,-0.7111,Others
exp_43,Scene8,Off,On,2.6000,2.6800,0.0800,-0.6860,0.0606,-0.7251,Others
exp_43,Scene8,Off,On,2.7600,2.9200,0.1600,-0.5149,0.0692,-0.8544,Others
exp_43,Scene8,Off,On,2.9800,3.2000,0.2200,-0.2086,0.0973,-0.9732,Urban
exp_43,Scene8,Off,On,3.3200,3.5400,0.2200,0.0999,0.1473,-0.9840,Urban
exp_43,Scene8,Off,On,3.6800,3.9400,0.2600,0.2759,0.2670,-0.9233,Others
exp_43,Scene8,Off,On,4.0000,4.2200,0.2200,0.1024,0.0593,-0.9930,Urban
exp_43,Scene8,Off,On,4.2800,4.4800,0.2000,-0.1277,0.0750,-0.9890,Urban
exp_43,Scene8,Off,On,4.5800,4.7400,0.1600,-0.4938,0.1583,-0.8550,Others
exp_43,Scene8,Off,On,4.8600,5.0200,0.1600,-0.7379,0.1862,-0.6487,Others
exp_43,Scene8,Off,On,5.2000,5.3000,0.1000,-0.9718,0.0699,-0.2254,Others
exp_43,Scene8,Off,On,5.4400,5.5400,0.1000,-0.9779,0.0508,0.2026,Others
exp_43,Scene8,Off,On,5.7600,5.8600,0.1000,-0.7939,0.0574,0.6053,Others
exp_43,Scene8,Off,On,6.2000,6.3200,0.1200,-0.2529,-0.0521,0.9661,Others
exp_43,Scene8,Off,On,6.3600,6.4400,0.0800,-0.2701,-0.0358,0.9622,Others
exp_43,Scene8,Off,On,6.5000,6.6800,0.1800,0.0264,-0.0433,0.9987,Others
exp_43,Scene8,Off,On,6.7800,6.9400,0.1600,-0.1095,-0.3610,0.9261,Others
exp_43,Scene8,Off,On,7.1800,7.3200,0.1400,0.0566,0.0705,0.9959,Others
exp_43,Scene8,Off,On,7.3600,7.6000,0.2400,0.2776,0.1293,0.9520,Others
exp_43,Scene8,Off,On,7.7000,7.9000,0.2000,0.1379,0.3680,0.9195,Others
exp_43,Scene8,Off,On,8.1000,8.3600,0.2600,-0.0118,0.6239,0.7814,Urban
exp_43,Scene8,Off,On,8.4200,8.6200,0.2000,-0.0882,0.6669,0.7400,Urban
exp_43,Scene8,Off,On,8.6800,8.7400,0.0600,-0.0596,0.7620,0.6449,Urban
exp_43,Scene8,Off,On,8.7800,8.9400,0.1600,-0.0714,0.7583,0.6480,Urban
exp_43,Scene8,Off,On,8.9800,9.1600,0.1800,-0.0515,0.8015,0.5958,Urban
exp_43,Scene8,Off,On,9.2000,9.2600,0.0600,-0.0674,0.7711,0.6332,Urban
exp_43,Scene8,Off,On,9.3000,9.4600,0.1600,-0.0549,0.6592,0.7500,Urban
exp_43,Scene8,Off,On,9.5000,9.5800,0.0800,-0.0331,0.4731,0.8804,Others
exp_43,Scene8,Off,On,9.6200,9.6800,0.0600,-0.0058,0.4539,0.8910,Others
exp_43,Scene8,Off,On,9.7800,9.9800,0.2000,0.3489,0.3391,0.8737,Others
exp_43,Scene8,Off,On,10.0600,10.3000,0.2400,0.6161,0.2420,0.7495,Others
exp_43,Scene8,Off,On,10.4600,10.5400,0.0800,0.7904,0.1163,0.6015,Others
exp_43,Scene8,Off,On,10.5800,10.6600,0.0800,0.7817,0.1115,0.6136,Others
exp_43,Scene8,Off,On,10.7000,10.7800,0.0800,0.6405,0.3944,0.6589,Others
exp_43,Scene8,Off,On,10.8600,11.0000,0.1400,0.9003,0.1405,0.4120,Others
exp_43,Scene8,Off,On,11.0400,11.1000,0.0600,0.8875,0.1575,0.4330,Others
exp_43,Scene8,Off,On,11.2000,11.4000,0.2000,0.6543,0.3759,0.6562,Others
exp_43,Scene8,Off,On,11.4400,11.5200,0.0800,0.6380,0.3600,0.6807,Others
exp_43,Scene8,Off,On,11.6000,11.6800,0.0800,0.2999,0.4618,0.8347,Others
exp_43,Scene8,Off,On,11.7200,11.8400,0.1200,0.2185,0.4654,0.8577,Others
exp_43,Scene8,Off,On,11.9400,12.0000,0.0600,-0.1052,0.4302,0.8966,Others
exp_43,Scene8,Off,On,12.2400,12.4800,0.2400,-0.3365,0.2111,0.9177,Others
exp_43,Scene8,Off,On,12.6000,12.9000,0.3000,-0.6219,0.1532,0.7680,Others
exp_43,Scene8,Off,On,12.9400,13.0400,0.1000,-0.6453,0.1495,0.7492,Others
exp_43,Scene8,Off,On,13.1000,13.2200,0.1200,-0.8117,0.1379,0.5676,Others
exp_43,Scene8,Off,On,13.2600,13.3400,0.0800,-0.8318,0.1384,0.5376,Others
exp_43,Scene8,Off,On,13.5000,13.6000,0.1000,-0.9885,0.1379,0.0613,Others
exp_43,Scene8,Off,On,13.6400,13.7400,0.1000,-0.9873,0.1562,0.0284,Others
exp_43,Scene8,Off,On,13.9400,14.0000,0.0600,-0.8332,0.3331,-0.4413,Others
exp_43,Scene8,Off,On,14.0400,14.1000,0.0600,-0.8286,0.3471,-0.4393,Others
exp_43,Scene8,Off,On,14.2000,14.3400,0.1400,-0.5308,0.3042,-0.7910,Others
exp_43,Scene8,Off,On,14.6000,14.7400,0.1400,-0.0261,0.0599,-0.9979,Urban
exp_43,Scene8,Off,On,14.9000,15.0200,0.1200,0.3453,0.1565,-0.9253,Others
exp_43,Scene8,Off,On,15.1200,15.1800,0.0600,0.5188,0.1841,-0.8348,Others
exp_43,Scene8,Off,On,15.2200,15.3400,0.1200,0.5146,0.1776,-0.8388,Others
exp_43,Scene8,Off,On,15.4200,15.6200,0.2000,0.7233,0.0885,-0.6848,Others
exp_43,Scene8,Off,On,15.6600,15.7800,0.1200,0.4915,0.3681,-0.7893,Others
exp_43,Scene8,Off,On,15.8200,16.1000,0.2800,0.3647,0.1506,-0.9189,Others
exp_43,Scene8,Off,On,16.2400,16.4200,0.1800,0.0108,0.0454,-0.9989,Urban
exp_43,Scene8,Off,On,16.5000,16.6400,0.1400,0.0058,0.0459,-0.9989,Urban
exp_43,Scene8,Off,On,16.7000,16.9000,0.2000,-0.1761,0.0496,-0.9831,Urban
exp_43,Scene8,Off,On,16.9400,17.0600,0.1200,-0.2591,0.1396,-0.9557,Urban
exp_43,Scene8,Off,On,17.3200,17.4000,0.0800,0.2823,0.3881,-0.8773,Others
exp_43,Scene8,Off,On,17.4400,17.6200,0.1800,0.2573,0.3730,-0.8914,Others
exp_43,Scene8,Off,On,17.7600,17.9600,0.2000,-0.3481,0.3940,-0.8507,Others
exp_43,Scene8,Off,On,18.1400,18.3000,0.1600,-0.5181,0.5792,-0.6293,Others
exp_43,Scene8,Off,On,18.4200,18.5000,0.0800,-0.7227,0.5632,-0.4005,Others
exp_43,Scene8,Off,On,18.7400,18.8800,0.1400,-0.8855,0.4600,0.0651,Others
exp_43,Scene8,Off,On,18.9200,19.0000,0.0800,-0.8776,0.4725,0.0811,Others
exp_43,Scene8,Off,On,19.0600,19.1400,0.0800,-0.9091,0.3424,0.2375,Others
exp_43,Scene8,Off,On,19.1800,19.2600,0.0800,-0.9154,0.3300,0.2307,Others
exp_43,Scene8,Off,On,19.3400,19.5400,0.2000,-0.9830,0.1090,0.1476,Others
exp_43,Scene8,Off,On,19.6400,19.7000,0.0600,-0.9460,0.0392,0.3218,Others
exp_43,Scene8,Off,On,19.7400,19.8200,0.0800,-0.9367,0.0501,0.3464,Others
exp_43,Scene8,Off,On,19.9600,20.0600,0.1000,-0.6376,0.0584,0.7681,Others
exp_43,Scene8,Off,On,20.2000,20.3600,0.1600,-0.4480,0.0096,0.8940,Others
exp_43,Scene8,Off,On,20.5000,20.6400,0.1400,-0.3068,-0.0194,0.9516,Others
exp_43,Scene8,Off,On,20.8200,20.9600,0.1400,0.0380,-0.0291,0.9989,Others
exp_43,Scene8,Off,On,21.0200,21.0800,0.0600,0.0345,-0.0247,0.9991,Others
