Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_7,Scene5,Off,On,0.1400,0.2200,0.0800,0.9536,0.1640,-0.2525,Tamed nature
exp_7,Scene5,Off,On,0.2600,0.3200,0.0600,0.9486,0.1649,-0.2702,Tamed nature
exp_7,Scene5,Off,On,1.4600,1.5800,0.1200,0.5392,0.0363,0.8414,Culturual  Heritage
exp_7,Scene5,Off,On,1.7000,1.7600,0.0600,0.6798,0.0881,0.7280,Culturual  Heritage
exp_7,Scene5,Off,On,1.8800,1.9400,0.0600,0.6781,0.0766,0.7310,Culturual  Heritage
exp_7,Scene5,Off,On,3.3000,3.4000,0.1000,0.2216,-0.0390,0.9744,Culturual  Heritage
exp_7,Scene5,Off,On,3.5600,3.6800,0.1200,-0.0928,-0.0294,0.9952,Culturual  Heritage
exp_7,Scene5,Off,On,4.2200,4.3000,0.0800,0.0036,-0.1916,0.9815,Culturual  Heritage
exp_7,Scene5,Off,On,4.4000,4.4600,0.0600,0.0698,0.3642,0.9287,Culturual  Heritage
exp_7,Scene5,Off,On,4.6000,4.6600,0.0600,0.0261,0.0747,0.9969,Culturual  Heritage
exp_7,Scene5,Off,On,4.7000,4.7600,0.0600,0.0281,0.0603,0.9978,Culturual  Heritage
exp_7,Scene5,Off,On,4.8000,5.0000,0.2000,0.1991,0.2239,0.9541,Culturual  Heritage
exp_7,Scene5,Off,On,5.0400,5.2000,0.1600,0.2383,0.2649,0.9344,Culturual  Heritage
exp_7,Scene5,Off,On,5.2400,5.3400,0.1000,0.2032,0.2618,0.9435,Culturual  Heritage
exp_7,Scene5,Off,On,5.4000,5.5000,0.1000,-0.0046,0.2385,0.9711,Culturual  Heritage
exp_7,Scene5,Off,On,5.7800,5.9000,0.1200,0.1087,0.1030,0.9887,Culturual  Heritage
exp_7,Scene5,Off,On,6.0000,6.0800,0.0800,0.1889,0.0980,0.9771,Culturual  Heritage
exp_7,Scene5,Off,On,6.1800,6.2800,0.1000,0.4087,0.1031,0.9068,Culturual  Heritage
exp_7,Scene5,Off,On,6.3200,6.4400,0.1200,0.4180,0.1182,0.9007,Culturual  Heritage
exp_7,Scene5,Off,On,6.4800,6.6000,0.1200,0.4113,0.1046,0.9055,Culturual  Heritage
exp_7,Scene5,Off,On,6.7400,6.8400,0.1000,0.7054,0.0849,0.7037,Culturual  Heritage
exp_7,Scene5,Off,On,6.8800,7.0000,0.1200,0.6852,0.0789,0.7241,Culturual  Heritage
exp_7,Scene5,Off,On,7.0400,7.1200,0.0800,0.6647,0.0875,0.7419,Culturual  Heritage
exp_7,Scene5,Off,On,7.1600,7.3600,0.2000,0.6566,0.0774,0.7502,Culturual  Heritage
exp_7,Scene5,Off,On,7.4200,7.4800,0.0600,0.6583,0.0723,0.7493,Culturual  Heritage
exp_7,Scene5,Off,On,7.5400,7.7800,0.2400,0.7872,0.1014,0.6084,Culturual  Heritage
exp_7,Scene5,Off,On,8.1000,8.1600,0.0600,0.8562,0.0196,0.5163,Culturual  Heritage
exp_7,Scene5,Off,On,8.2000,8.4400,0.2400,0.8672,0.0465,0.4958,Culturual  Heritage
exp_7,Scene5,Off,On,8.5800,8.6600,0.0800,0.9590,-0.0091,0.2831,Others
exp_7,Scene5,Off,On,8.7000,8.9000,0.2000,0.9756,-0.0440,0.2149,Others
exp_7,Scene5,Off,On,8.9600,9.0800,0.1200,0.9873,-0.0415,0.1530,Others
exp_7,Scene5,Off,On,9.3000,9.4000,0.1000,0.9793,0.0602,-0.1933,Urban
exp_7,Scene5,Off,On,9.4400,9.6800,0.2400,0.9842,0.0581,-0.1674,Urban
exp_7,Scene5,Off,On,9.7600,9.8200,0.0600,0.9218,0.0459,-0.3849,Urban
exp_7,Scene5,Off,On,9.8600,10.0200,0.1600,0.9201,0.0643,-0.3863,Urban
exp_7,Scene5,Off,On,10.0800,10.2800,0.2000,0.8131,0.0484,-0.5802,Urban
exp_7,Scene5,Off,On,10.3800,10.5000,0.1200,0.6721,0.0438,-0.7391,Tamed nature
exp_7,Scene5,Off,On,10.5400,10.6000,0.0600,0.6866,0.0495,-0.7253,Tamed nature
exp_7,Scene5,Off,On,10.6600,10.8200,0.1600,0.5417,0.0447,-0.8394,Urban
exp_7,Scene5,Off,On,10.9800,11.0800,0.1000,0.1872,-0.0220,-0.9821,Urban
exp_7,Scene5,Off,On,11.1200,11.2400,0.1200,0.2097,-0.0350,-0.9771,Urban
