Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_15,Scene6,On,Off,0.0400,0.1000,0.0600,0.7080,-0.2869,-0.6453,Culturual  Heritage
exp_15,Scene6,On,Off,0.2200,0.2800,0.0600,0.8063,-0.0107,-0.5914,Culturual  Heritage
exp_15,Scene6,On,Off,0.3400,0.4400,0.1000,0.8167,-0.0043,-0.5770,Culturual  Heritage
exp_15,Scene6,On,Off,0.5800,0.6400,0.0600,0.9173,0.0432,-0.3957,Culturual  Heritage
exp_15,Scene6,On,Off,0.6800,0.7400,0.0600,0.9142,0.0476,-0.4024,Culturual  Heritage
exp_15,Scene6,On,Off,0.7800,0.8600,0.0800,0.9188,0.0853,-0.3853,Tamed nature
exp_15,Scene6,On,Off,0.9200,1.0800,0.1600,0.9620,0.1548,-0.2251,Culturual  Heritage
exp_15,Scene6,On,Off,1.1200,1.1800,0.0600,0.9605,0.1792,-0.2131,Culturual  Heritage
exp_15,Scene6,On,Off,1.2800,1.3400,0.0600,0.9272,0.3616,-0.0977,Others
exp_15,Scene6,On,Off,1.3800,1.5000,0.1200,0.9297,0.3503,-0.1136,Others
exp_15,Scene6,On,Off,1.5600,1.6600,0.1000,0.9326,0.3012,0.1991,Nature
exp_15,Scene6,On,Off,1.7000,1.8000,0.1000,0.9201,0.3297,0.2115,Urban
exp_15,Scene6,On,Off,1.9200,2.1800,0.2600,0.8719,0.3508,0.3416,Urban
exp_15,Scene6,On,Off,2.4400,2.5000,0.0600,0.7909,0.6108,0.0378,Text
exp_15,Scene6,On,Off,2.6000,2.7200,0.1200,0.7133,0.6999,-0.0357,Text
exp_15,Scene6,On,Off,2.8000,2.9200,0.1200,0.6290,0.7761,-0.0451,Text
exp_15,Scene6,On,Off,3.0600,3.1600,0.1000,0.5783,0.8147,-0.0425,Text
exp_15,Scene6,On,Off,3.2200,3.4000,0.1800,0.5259,0.8184,-0.2318,Text
exp_15,Scene6,On,Off,3.5000,3.6200,0.1200,0.4480,0.8073,-0.3841,Text
exp_15,Scene6,On,Off,3.6600,3.7600,0.1000,0.4539,0.8018,-0.3888,Text
exp_15,Scene6,On,Off,3.9200,4.1800,0.2600,0.6368,0.7574,-0.1440,Text
exp_15,Scene6,On,Off,4.2400,4.3400,0.1000,0.7046,0.6993,-0.1203,Text
exp_15,Scene6,On,Off,4.4600,4.7200,0.2600,0.7159,0.6901,-0.1064,Text
exp_15,Scene6,On,Off,4.7600,4.9400,0.1800,0.7439,0.6639,-0.0774,Text
exp_15,Scene6,On,Off,5.0600,5.2800,0.2200,0.7974,0.5933,-0.1105,Text
exp_15,Scene6,On,Off,5.3600,5.5200,0.1600,0.7483,0.5766,-0.3280,Text
exp_15,Scene6,On,Off,5.7000,5.7600,0.0600,0.9668,0.0597,-0.2484,Culturual  Heritage
exp_15,Scene6,On,Off,5.8000,5.8800,0.0800,0.9715,0.0959,-0.2169,Culturual  Heritage
exp_15,Scene6,On,Off,5.9600,6.0600,0.1000,0.9693,0.1122,-0.2189,Culturual  Heritage
exp_15,Scene6,On,Off,6.2400,6.3400,0.1000,0.9901,-0.0661,0.1242,Culturual  Heritage
exp_15,Scene6,On,Off,6.6000,6.7400,0.1400,0.7802,0.0483,0.6237,Culturual  Heritage
exp_15,Scene6,On,Off,6.9800,7.1400,0.1600,0.4945,-0.1412,0.8576,Text
exp_15,Scene6,On,Off,7.4400,7.5200,0.0800,0.1644,-0.1497,0.9750,Text
exp_15,Scene6,On,Off,7.5600,7.7000,0.1400,0.1627,-0.1396,0.9767,Text
exp_15,Scene6,On,Off,8.0000,8.0600,0.0600,0.7403,-0.2325,0.6308,Culturual  Heritage
exp_15,Scene6,On,Off,8.1200,8.2800,0.1600,0.7665,-0.2539,0.5899,Culturual  Heritage
exp_15,Scene6,On,Off,8.3200,8.5200,0.2000,0.7708,-0.2517,0.5852,Culturual  Heritage
exp_15,Scene6,On,Off,8.5600,8.9000,0.3400,0.7600,-0.2678,0.5923,Culturual  Heritage
exp_15,Scene6,On,Off,8.9400,9.5200,0.5800,0.7704,-0.2029,0.6044,Culturual  Heritage
exp_15,Scene6,On,Off,9.7400,9.8600,0.1200,0.7211,-0.3659,0.5883,Culturual  Heritage
exp_15,Scene6,On,Off,9.9000,9.9800,0.0800,0.7329,-0.3513,0.5826,Culturual  Heritage
exp_15,Scene6,On,Off,10.0600,10.2600,0.2000,0.7552,-0.2387,0.6105,Culturual  Heritage
exp_15,Scene6,On,Off,10.3000,10.3600,0.0600,0.7443,-0.2448,0.6213,Culturual  Heritage
exp_15,Scene6,On,Off,10.6200,10.7600,0.1400,0.2838,-0.1992,0.9380,Text
exp_15,Scene6,On,Off,10.9000,11.0600,0.1600,-0.0742,-0.1430,0.9869,Text
exp_15,Scene6,On,Off,11.1000,11.1600,0.0600,-0.0701,-0.1412,0.9875,Text
exp_15,Scene6,On,Off,11.2000,11.4200,0.2200,-0.2619,-0.1165,0.9580,Text
exp_15,Scene6,On,Off,11.5800,11.8000,0.2200,-0.3132,-0.1111,0.9432,Text
exp_15,Scene6,On,Off,11.8800,11.9800,0.1000,-0.1617,-0.1170,0.9799,Text
exp_15,Scene6,On,Off,12.0400,12.2400,0.2000,-0.0540,-0.1705,0.9839,Text
exp_15,Scene6,On,Off,12.3800,12.5400,0.1600,0.1686,-0.1537,0.9736,Text
exp_15,Scene6,On,Off,12.7200,12.8600,0.1400,0.3119,-0.1519,0.9379,Text
exp_15,Scene6,On,Off,13.2800,13.3400,0.0600,0.1567,0.1940,0.9684,Culturual  Heritage
exp_15,Scene6,On,Off,13.4000,13.7000,0.3000,0.1374,0.1888,0.9723,Culturual  Heritage
exp_15,Scene6,On,Off,13.7800,13.8600,0.0800,0.1059,0.3519,0.9300,Culturual  Heritage
exp_15,Scene6,On,Off,13.9000,13.9600,0.0600,0.1035,0.3783,0.9199,Culturual  Heritage
exp_15,Scene6,On,Off,14.0000,14.1600,0.1600,0.1078,0.3513,0.9300,Culturual  Heritage
exp_15,Scene6,On,Off,14.2000,14.2800,0.0800,-0.0568,0.3654,0.9291,Culturual  Heritage
exp_15,Scene6,On,Off,14.4000,14.5000,0.1000,-0.2164,0.3244,0.9208,Culturual  Heritage
exp_15,Scene6,On,Off,14.5400,14.6400,0.1000,-0.2222,0.3019,0.9271,Culturual  Heritage
exp_15,Scene6,On,Off,14.7000,14.9000,0.2000,-0.0623,0.4703,0.8803,Text
exp_15,Scene6,On,Off,14.9400,15.0200,0.0800,-0.0268,0.4965,0.8676,Text
exp_15,Scene6,On,Off,15.0600,15.2000,0.1400,0.0475,0.4972,0.8664,Text
exp_15,Scene6,On,Off,15.3200,15.3800,0.0600,0.1707,0.4881,0.8559,Text
exp_15,Scene6,On,Off,15.4200,15.5600,0.1400,0.2007,0.4900,0.8483,Text
exp_15,Scene6,On,Off,15.6800,15.8600,0.1800,0.3470,0.4754,0.8084,Text
exp_15,Scene6,On,Off,16.0000,16.0800,0.0800,0.1594,0.3450,0.9250,Culturual  Heritage
exp_15,Scene6,On,Off,16.2400,16.5400,0.3000,0.1080,0.1593,0.9813,Culturual  Heritage
exp_15,Scene6,On,Off,16.6400,16.7800,0.1400,0.0953,0.1227,0.9879,Culturual  Heritage
exp_15,Scene6,On,Off,16.8400,17.0000,0.1600,0.0176,-0.0289,0.9994,Culturual  Heritage
exp_15,Scene6,On,Off,17.4800,17.5800,0.1000,-0.4410,-0.5515,0.7081,Text
exp_15,Scene6,On,Off,17.7800,17.8400,0.0600,-0.2978,-0.5755,0.7617,Text
exp_15,Scene6,On,Off,17.9800,18.0600,0.0800,-0.0916,-0.5847,0.8061,Text
exp_15,Scene6,On,Off,18.1000,18.2200,0.1200,-0.0798,-0.6080,0.7899,Text
exp_15,Scene6,On,Off,18.2800,18.4000,0.1200,0.1423,-0.6185,0.7728,Text
exp_15,Scene6,On,Off,18.6000,18.6800,0.0800,0.3135,-0.6115,0.7265,Text
exp_15,Scene6,On,Off,18.7400,18.8200,0.0800,0.3181,-0.5896,0.7424,Text
exp_15,Scene6,On,Off,18.9000,19.0600,0.1600,0.5022,-0.5660,0.6538,Text
exp_15,Scene6,On,Off,19.1400,19.2200,0.0800,0.6106,-0.5331,0.5856,Text
exp_15,Scene6,On,Off,19.2600,19.4200,0.1600,0.5950,-0.5348,0.5999,Text
exp_15,Scene6,On,Off,19.5400,19.7600,0.2200,0.1605,-0.6326,0.7577,Text
exp_15,Scene6,On,Off,19.8400,20.0200,0.1800,-0.2156,-0.6460,0.7323,Text
