Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_8,Scene3,Off,On,0.2800,0.3400,0.0600,0.6243,0.5589,-0.5457,Tamed nature
exp_8,Scene3,Off,On,0.5000,0.6600,0.1600,0.7550,0.2045,-0.6230,Tamed nature
exp_8,Scene3,Off,On,1.0600,1.1400,0.0800,0.8749,-0.1499,-0.4605,Urban
exp_8,Scene3,Off,On,1.1800,1.3400,0.1600,0.8703,-0.1709,-0.4619,Urban
exp_8,Scene3,Off,On,1.4200,1.8200,0.4000,0.9927,0.0312,-0.1169,Tamed nature
exp_8,Scene3,Off,On,2.0400,2.1200,0.0800,0.8950,0.1107,-0.4322,Tamed nature
exp_8,Scene3,Off,On,2.2600,2.4400,0.1800,0.8544,0.1934,-0.4823,Tamed nature
exp_8,Scene3,Off,On,2.5800,2.6800,0.1000,0.6249,-0.0320,-0.7801,Tamed nature
exp_8,Scene3,Off,On,2.7200,2.7800,0.0600,0.6347,-0.0382,-0.7718,Tamed nature
exp_8,Scene3,Off,On,2.8800,2.9800,0.1000,0.4532,0.0960,-0.8862,Urban
exp_8,Scene3,Off,On,3.1400,3.2000,0.0600,0.3163,0.1274,-0.9401,Urban
exp_8,Scene3,Off,On,3.2400,3.3000,0.0600,0.3333,0.1302,-0.9338,Urban
exp_8,Scene3,Off,On,3.3400,3.4800,0.1400,0.3433,0.1347,-0.9295,Urban
exp_8,Scene3,Off,On,3.5800,3.7800,0.2000,0.3334,-0.1193,-0.9352,Urban
exp_8,Scene3,Off,On,3.8600,4.0400,0.1800,0.5123,-0.1588,-0.8440,Urban
exp_8,Scene3,Off,On,4.1400,4.2200,0.0800,0.1432,0.0749,-0.9868,Urban
exp_8,Scene3,Off,On,4.2600,4.3800,0.1200,0.1132,0.0971,-0.9888,Urban
exp_8,Scene3,Off,On,4.5000,4.6400,0.1400,0.1642,0.0760,-0.9835,Tamed nature
exp_8,Scene3,Off,On,4.7200,4.8200,0.1000,0.2824,0.2117,-0.9356,Urban
exp_8,Scene3,Off,On,4.8600,4.9200,0.0600,0.2704,0.2175,-0.9378,Urban
exp_8,Scene3,Off,On,5.0200,5.3000,0.2800,0.0022,0.0243,-0.9997,Urban
exp_8,Scene3,Off,On,5.3600,5.4400,0.0800,0.0107,0.0118,-0.9999,Urban
exp_8,Scene3,Off,On,5.7000,5.8000,0.1000,-0.0062,0.0053,-1.0000,Urban
exp_8,Scene3,Off,On,5.8400,5.9400,0.1000,0.0470,0.0237,-0.9986,Urban
exp_8,Scene3,Off,On,5.9800,6.0800,0.1000,0.0692,0.0269,-0.9972,Urban
exp_8,Scene3,Off,On,6.1200,6.1800,0.0600,0.0835,0.0914,-0.9923,Tamed nature
exp_8,Scene3,Off,On,6.2200,6.2800,0.0600,0.0605,0.0706,-0.9957,Urban
exp_8,Scene3,Off,On,6.8600,6.9400,0.0800,0.6390,-0.0274,-0.7687,Tamed nature
exp_8,Scene3,Off,On,7.0800,7.1400,0.0600,0.5619,0.2515,-0.7880,Tamed nature
exp_8,Scene3,Off,On,7.1800,7.2400,0.0600,0.5379,0.2442,-0.8069,Tamed nature
exp_8,Scene3,Off,On,7.3000,7.5200,0.2200,0.3394,0.2090,-0.9171,Urban
exp_8,Scene3,Off,On,7.7400,7.8800,0.1400,0.8533,-0.0301,-0.5206,Tamed nature
exp_8,Scene3,Off,On,7.9800,8.0800,0.1000,0.8960,0.0840,-0.4361,Tamed nature
exp_8,Scene3,Off,On,8.2800,8.4000,0.1200,0.9908,0.0724,-0.1146,Urban
exp_8,Scene3,Off,On,8.6200,8.7000,0.0800,0.9945,0.0867,0.0595,Urban
exp_8,Scene3,Off,On,8.8600,8.9200,0.0600,0.9714,0.1415,0.1908,Culturual  Heritage
exp_8,Scene3,Off,On,9.2200,9.3000,0.0800,0.8700,0.1827,0.4580,Culturual  Heritage
exp_8,Scene3,Off,On,9.7800,9.8800,0.1000,0.7078,0.5008,0.4983,Culturual  Heritage
exp_8,Scene3,Off,On,9.9800,10.0600,0.0800,0.5676,0.5531,0.6098,Culturual  Heritage
exp_8,Scene3,Off,On,10.1000,10.2400,0.1400,0.5855,0.5259,0.6170,Culturual  Heritage
exp_8,Scene3,Off,On,10.3000,10.3800,0.0800,0.5895,0.3784,0.7137,Culturual  Heritage
exp_8,Scene3,Off,On,10.5200,10.6200,0.1000,0.7763,0.5163,0.3617,Culturual  Heritage
exp_8,Scene3,Off,On,11.0200,11.0800,0.0600,0.5681,0.7987,0.1982,Others
exp_8,Scene3,Off,On,11.2000,11.3000,0.1000,0.5311,0.8249,0.1934,Urban
exp_8,Scene3,Off,On,11.4200,11.5800,0.1600,0.5523,0.8131,0.1837,Others
exp_8,Scene3,Off,On,11.6200,11.7800,0.1600,0.5759,0.7983,0.1763,Others
exp_8,Scene3,Off,On,11.8200,11.8800,0.0600,0.6956,0.6808,0.2296,Urban
exp_8,Scene3,Off,On,11.9200,11.9800,0.0600,0.7183,0.6549,0.2350,Urban
exp_8,Scene3,Off,On,12.2000,12.2600,0.0600,0.9438,0.1337,0.3023,Culturual  Heritage
exp_8,Scene3,Off,On,12.6000,12.8600,0.2600,0.9914,-0.0058,0.1307,Others
exp_8,Scene3,Off,On,12.9200,13.2200,0.3000,0.9845,0.0988,0.1448,Urban
exp_8,Scene3,Off,On,13.3200,13.3800,0.0600,0.9682,0.1390,0.2081,Culturual  Heritage
exp_8,Scene3,Off,On,13.4600,13.5600,0.1000,0.8713,0.0879,0.4828,Culturual  Heritage
exp_8,Scene3,Off,On,13.6000,13.6600,0.0600,0.8674,0.0967,0.4881,Culturual  Heritage
exp_8,Scene3,Off,On,13.8000,13.8800,0.0800,0.6877,0.1648,0.7070,Culturual  Heritage
exp_8,Scene3,Off,On,13.9400,14.0000,0.0600,0.6830,0.1666,0.7111,Culturual  Heritage
exp_8,Scene3,Off,On,14.1200,14.2800,0.1600,0.6333,0.1682,0.7554,Culturual  Heritage
exp_8,Scene3,Off,On,14.4800,14.5400,0.0600,0.8400,0.2349,0.4890,Culturual  Heritage
exp_8,Scene3,Off,On,14.5800,14.6400,0.0600,0.8082,0.2480,0.5341,Culturual  Heritage
exp_8,Scene3,Off,On,14.7400,14.9400,0.2000,0.6696,0.0158,0.7426,Culturual  Heritage
exp_8,Scene3,Off,On,15.1000,15.2400,0.1400,0.3471,0.3061,0.8865,Culturual  Heritage
exp_8,Scene3,Off,On,15.2800,15.3800,0.1000,0.3220,0.2964,0.8992,Culturual  Heritage
exp_8,Scene3,Off,On,15.4200,15.4800,0.0600,0.3301,0.2997,0.8951,Culturual  Heritage
exp_8,Scene3,Off,On,15.7200,15.8600,0.1400,0.0201,0.2268,0.9737,Culturual  Heritage
exp_8,Scene3,Off,On,15.9800,16.0600,0.0800,-0.0911,0.3027,0.9487,Culturual  Heritage
exp_8,Scene3,Off,On,16.5600,16.6600,0.1000,-0.0497,0.2328,0.9712,Culturual  Heritage
exp_8,Scene3,Off,On,16.7400,16.8000,0.0600,0.0647,0.2215,0.9730,Culturual  Heritage
exp_8,Scene3,Off,On,16.9400,17.1600,0.2200,-0.0518,-0.0374,0.9980,Culturual  Heritage
exp_8,Scene3,Off,On,17.2400,17.3000,0.0600,-0.1653,-0.0481,0.9851,Culturual  Heritage
exp_8,Scene3,Off,On,17.8600,17.9200,0.0600,0.1379,0.5592,0.8175,Culturual  Heritage
exp_8,Scene3,Off,On,17.9600,18.1200,0.1600,0.0927,0.5809,0.8087,Culturual  Heritage
exp_8,Scene3,Off,On,18.3200,18.6600,0.3400,0.0815,0.1683,0.9824,Culturual  Heritage
exp_8,Scene3,Off,On,19.2600,19.3200,0.0600,0.9142,0.1478,0.3774,Culturual  Heritage
exp_8,Scene3,Off,On,19.6400,19.7000,0.0600,0.9876,0.0497,0.1490,Urban
exp_8,Scene3,Off,On,19.9000,19.9600,0.0600,0.9918,0.1272,0.0102,Urban
exp_8,Scene3,Off,On,20.2200,20.3000,0.0800,0.9512,0.2415,-0.1921,Tamed nature
exp_8,Scene3,Off,On,20.6400,20.7800,0.1400,0.9210,0.0345,-0.3881,Tamed nature
exp_8,Scene3,Off,On,20.8200,20.8800,0.0600,0.9253,0.0573,-0.3749,Tamed nature
exp_8,Scene3,Off,On,21.0600,21.1600,0.1000,0.7185,0.1296,-0.6833,Urban
exp_8,Scene3,Off,On,21.8600,21.9400,0.0800,0.2330,0.3069,-0.9228,Urban
exp_8,Scene3,Off,On,22.1000,22.2000,0.1000,0.1352,0.2631,-0.9552,Urban
exp_8,Scene3,Off,On,22.2600,22.3600,0.1000,0.1519,0.2733,-0.9499,Urban
exp_8,Scene3,Off,On,22.4400,22.5400,0.1000,0.1465,0.4006,-0.9045,Urban
exp_8,Scene3,Off,On,22.7800,22.9600,0.1800,0.1098,0.0550,-0.9924,Urban
exp_8,Scene3,Off,On,23.0200,23.1200,0.1000,0.1908,0.0300,-0.9812,Urban
exp_8,Scene3,Off,On,23.1600,23.2400,0.0800,0.1724,0.0337,-0.9845,Urban
exp_8,Scene3,Off,On,23.3600,23.4800,0.1200,0.0037,0.0651,-0.9979,Urban
exp_8,Scene3,Off,On,23.6600,23.9200,0.2600,-0.0196,0.4076,-0.9129,Urban
exp_8,Scene3,Off,On,24.0600,24.2400,0.1800,0.2204,0.2384,-0.9458,Urban
exp_8,Scene3,Off,On,24.3600,24.6400,0.2800,-0.0256,0.0278,-0.9993,Urban
exp_8,Scene3,Off,On,24.7400,24.8600,0.1200,0.0307,0.0965,-0.9949,Tamed nature
exp_8,Scene3,Off,On,25.0200,25.1200,0.1000,-0.3722,0.3467,-0.8610,Tamed nature
