Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_16,Scene8,On,On,0.0200,0.0800,0.0600,-0.2613,-0.2023,0.9438,Text
exp_16,Scene8,On,On,0.1200,0.1800,0.0600,-0.2479,-0.2248,0.9424,Text
exp_16,Scene8,On,On,0.3200,0.4000,0.0800,-0.4344,-0.1710,0.8844,Text
exp_16,Scene8,On,On,0.4400,0.5600,0.1200,-0.4679,-0.2019,0.8604,Text
exp_16,Scene8,On,On,0.6000,0.6600,0.0600,-0.4251,-0.2159,0.8790,Text
exp_16,Scene8,On,On,0.7600,0.8800,0.1200,-0.5364,-0.2107,0.8173,Text
exp_16,Scene8,On,On,0.9400,1.0600,0.1200,-0.5187,-0.2075,0.8294,Text
exp_16,Scene8,On,On,1.1000,1.2800,0.1800,-0.4560,-0.2007,0.8671,Text
exp_16,Scene8,On,On,1.4200,1.4800,0.0600,-0.2615,-0.2203,0.9397,Text
exp_16,Scene8,On,On,1.7800,1.9000,0.1200,-0.1600,0.3445,0.9251,Others
exp_16,Scene8,On,On,1.9800,2.0800,0.1000,-0.0837,0.5168,0.8520,Others
exp_16,Scene8,On,On,2.1200,2.1800,0.0600,-0.1214,0.4229,0.8980,Others
exp_16,Scene8,On,On,2.2400,2.3400,0.1000,-0.0874,0.5362,0.8395,Others
exp_16,Scene8,On,On,2.3800,2.5400,0.1600,-0.0440,0.6295,0.7757,Urban
exp_16,Scene8,On,On,2.5800,2.6600,0.0800,0.0069,0.6660,0.7459,Urban
exp_16,Scene8,On,On,2.8000,2.8800,0.0800,-0.0069,0.7049,0.7093,Urban
exp_16,Scene8,On,On,2.9800,3.0400,0.0600,-0.1332,0.6800,0.7210,Urban
exp_16,Scene8,On,On,3.2000,3.3600,0.1600,0.1765,0.4923,0.8523,Others
exp_16,Scene8,On,On,3.5200,3.6000,0.0800,0.3473,0.2751,0.8965,Others
exp_16,Scene8,On,On,3.6600,3.8600,0.2000,0.3409,0.1134,0.9332,Others
exp_16,Scene8,On,On,3.9400,4.0600,0.1200,0.0423,0.0224,0.9989,Others
exp_16,Scene8,On,On,4.1000,4.2000,0.1000,0.0269,0.0012,0.9996,Others
exp_16,Scene8,On,On,4.4400,4.5000,0.0600,-0.0207,-0.2652,0.9640,Text
exp_16,Scene8,On,On,4.5400,4.7200,0.1800,-0.0109,-0.2577,0.9662,Text
exp_16,Scene8,On,On,4.7600,4.8600,0.1000,0.0038,-0.3120,0.9501,Text
exp_16,Scene8,On,On,4.9000,5.0000,0.1000,0.0024,-0.3319,0.9433,Text
exp_16,Scene8,On,On,5.1200,5.2800,0.1600,-0.1556,-0.2876,0.9450,Text
exp_16,Scene8,On,On,5.3400,5.4000,0.0600,-0.1701,-0.2949,0.9403,Text
exp_16,Scene8,On,On,5.5400,5.6200,0.0800,-0.0597,-0.2816,0.9577,Text
exp_16,Scene8,On,On,5.6600,5.9800,0.3200,0.0072,-0.2964,0.9550,Text
exp_16,Scene8,On,On,6.0200,6.2400,0.2200,0.0539,-0.2917,0.9550,Text
exp_16,Scene8,On,On,6.3000,6.3600,0.0600,-0.1404,-0.2726,0.9518,Text
exp_16,Scene8,On,On,6.4000,6.5600,0.1600,-0.1489,-0.2940,0.9441,Text
exp_16,Scene8,On,On,6.6000,7.0200,0.4200,-0.1864,-0.2831,0.9408,Text
exp_16,Scene8,On,On,8.8000,8.9600,0.1600,-0.6381,-0.5476,0.5413,Text
exp_16,Scene8,On,On,9.0000,9.1200,0.1200,-0.6371,-0.5542,0.5356,Text
exp_16,Scene8,On,On,9.2400,9.3600,0.1200,-0.5040,-0.6211,0.6002,Text
exp_16,Scene8,On,On,9.6600,9.7400,0.0800,-0.1490,-0.2768,0.9493,Text
exp_16,Scene8,On,On,9.9200,10.0000,0.0800,-0.4743,0.0728,0.8773,Others
exp_16,Scene8,On,On,10.2000,10.3000,0.1000,-0.6282,0.1590,0.7617,Others
exp_16,Scene8,On,On,10.4600,10.5600,0.1000,-0.8494,0.1600,0.5029,Others
exp_16,Scene8,On,On,10.7200,10.8200,0.1000,-0.9678,0.1622,0.1922,Others
exp_16,Scene8,On,On,11.3400,11.4600,0.1200,-0.9180,0.3930,-0.0531,Others
exp_16,Scene8,On,On,11.5800,11.6400,0.0600,-0.8671,0.4968,0.0364,Others
exp_16,Scene8,On,On,11.6800,11.7800,0.1000,-0.8834,0.4666,0.0446,Others
exp_16,Scene8,On,On,12.0400,12.1200,0.0800,-0.8958,0.1735,0.4091,Others
exp_16,Scene8,On,On,12.6000,12.6600,0.0600,-0.2281,0.0559,0.9720,Others
exp_16,Scene8,On,On,12.9600,13.0200,0.0600,0.0012,-0.3068,0.9518,Text
exp_16,Scene8,On,On,13.0600,13.2400,0.1800,0.0132,-0.2597,0.9656,Text
exp_16,Scene8,On,On,14.1400,14.2200,0.0800,-0.5955,-0.5764,0.5596,Text
exp_16,Scene8,On,On,14.2600,14.4600,0.2000,-0.5714,-0.5994,0.5607,Text
exp_16,Scene8,On,On,14.5800,14.6400,0.0600,-0.6390,-0.5520,0.5356,Text
exp_16,Scene8,On,On,15.0200,15.1800,0.1600,0.0946,-0.7676,0.6339,Text
exp_16,Scene8,On,On,15.3600,15.5000,0.1400,0.3454,-0.7211,0.6006,Text
exp_16,Scene8,On,On,15.9800,16.1200,0.1400,0.3911,-0.2551,0.8843,Text
exp_16,Scene8,On,On,16.2000,16.3000,0.1000,0.2452,-0.3242,0.9137,Text
exp_16,Scene8,On,On,16.4800,16.5400,0.0600,0.2413,-0.1515,0.9586,Others
exp_16,Scene8,On,On,16.6400,16.7400,0.1000,0.5290,-0.0830,0.8446,Others
exp_16,Scene8,On,On,16.7800,16.8400,0.0600,0.5251,-0.0912,0.8462,Others
exp_16,Scene8,On,On,16.8800,16.9800,0.1000,0.5681,-0.0672,0.8202,Others
exp_16,Scene8,On,On,17.0200,17.0800,0.0600,0.4494,-0.0951,0.8883,Others
exp_16,Scene8,On,On,17.2000,17.3000,0.1000,0.3935,-0.2158,0.8936,Text
exp_16,Scene8,On,On,17.4400,17.5200,0.0800,0.1011,-0.2873,0.9525,Text
