Participant,heritage,Text on-off,Audio on-off,Fix.startTime,Fix.endTime,Fix.duration,Fix.x,Fix.y,Fix.z,Fix.objectType
exp_1,Scene2,Off,On,0.2000,0.2600,0.0600,0.9036,0.0263,-0.4276,Culturual  Heritage
exp_1,Scene2,Off,On,0.6000,0.6600,0.0600,0.9026,0.0024,-0.4305,Culturual  Heritage
exp_1,Scene2,Off,On,1.0200,1.0800,0.0600,0.9404,0.1136,-0.3207,Culturual  Heritage
exp_1,Scene2,Off,On,1.8200,1.9200,0.1000,-0.2531,-0.1878,-0.9490,Culturual  Heritage
exp_1,Scene2,Off,On,2.1800,2.2600,0.0800,-0.6256,0.0183,-0.7799,Culturual  Heritage
exp_1,Scene2,Off,On,2.3400,2.4000,0.0600,-0.6499,-0.0993,-0.7535,Culturual  Heritage
exp_1,Scene2,Off,On,2.4800,2.5400,0.0600,-0.6502,-0.1355,-0.7476,Culturual  Heritage
exp_1,Scene2,Off,On,3.1400,3.2200,0.0800,-0.8802,-0.2392,-0.4100,Culturual  Heritage
exp_1,Scene2,Off,On,3.8600,3.9400,0.0800,-0.9975,-0.0207,0.0676,Culturual  Heritage
exp_1,Scene2,Off,On,4.0200,4.0800,0.0600,-0.9969,-0.0061,0.0784,Culturual  Heritage
exp_1,Scene2,Off,On,4.4200,4.4800,0.0600,-0.8915,-0.0372,0.4515,Culturual  Heritage
exp_1,Scene2,Off,On,4.6200,4.6800,0.0600,-0.9397,0.0300,0.3407,Culturual  Heritage
exp_1,Scene2,Off,On,4.9000,4.9600,0.0600,-0.8913,-0.0432,0.4514,Culturual  Heritage
exp_1,Scene2,Off,On,5.5200,5.5800,0.0600,-0.2651,-0.1603,0.9508,Culturual  Heritage
exp_1,Scene2,Off,On,5.8200,5.9000,0.0800,-0.1704,-0.1481,0.9742,Culturual  Heritage
exp_1,Scene2,Off,On,5.9400,6.0600,0.1200,-0.1406,-0.1364,0.9806,Culturual  Heritage
exp_1,Scene2,Off,On,6.6200,6.6800,0.0600,-0.9895,0.0096,-0.1442,Culturual  Heritage
exp_1,Scene2,Off,On,6.8000,6.8800,0.0800,-0.7603,-0.1093,-0.6403,Culturual  Heritage
exp_1,Scene2,Off,On,6.9200,7.0200,0.1000,-0.7669,-0.0994,-0.6340,Culturual  Heritage
exp_1,Scene2,Off,On,7.1800,7.2600,0.0800,-0.3902,-0.0245,-0.9204,Culturual  Heritage
exp_1,Scene2,Off,On,7.5600,7.6400,0.0800,-0.1120,0.0143,-0.9936,Culturual  Heritage
exp_1,Scene2,Off,On,7.7200,7.7800,0.0600,-0.1582,-0.0471,-0.9863,Culturual  Heritage
exp_1,Scene2,Off,On,7.9000,8.0400,0.1400,0.1482,-0.0716,-0.9864,Tamed nature
exp_1,Scene2,Off,On,8.0800,8.1600,0.0800,0.1452,-0.0509,-0.9881,Tamed nature
exp_1,Scene2,Off,On,8.3200,8.5000,0.1800,0.3802,-0.0701,-0.9223,Culturual  Heritage
exp_1,Scene2,Off,On,8.5400,8.6800,0.1400,0.4247,0.0644,-0.9030,Culturual  Heritage
exp_1,Scene2,Off,On,8.7200,8.8400,0.1200,0.4153,0.0535,-0.9081,Culturual  Heritage
exp_1,Scene2,Off,On,9.0200,9.1400,0.1200,0.7429,-0.0620,-0.6665,Culturual  Heritage
exp_1,Scene2,Off,On,9.2600,9.3200,0.0600,0.8499,-0.1320,-0.5102,Culturual  Heritage
exp_1,Scene2,Off,On,9.3600,9.5000,0.1400,0.8480,-0.1469,-0.5092,Culturual  Heritage
exp_1,Scene2,Off,On,9.5600,9.6400,0.0800,0.9634,-0.0658,-0.2599,Culturual  Heritage
exp_1,Scene2,Off,On,9.7400,9.8400,0.1000,0.9216,-0.1365,-0.3633,Culturual  Heritage
exp_1,Scene2,Off,On,10.0600,10.1200,0.0600,0.9632,0.0741,-0.2584,Culturual  Heritage
exp_1,Scene2,Off,On,10.3200,10.4000,0.0800,0.9496,0.0498,-0.3095,Culturual  Heritage
exp_1,Scene2,Off,On,10.4600,10.5200,0.0600,0.9527,0.1065,-0.2847,Culturual  Heritage
exp_1,Scene2,Off,On,10.5600,10.6200,0.0600,0.9455,0.0555,-0.3209,Culturual  Heritage
exp_1,Scene2,Off,On,10.7600,10.8400,0.0800,0.9342,0.2989,-0.1947,Culturual  Heritage
exp_1,Scene2,Off,On,10.9600,11.0800,0.1200,0.9485,0.1903,-0.2532,Culturual  Heritage
exp_1,Scene2,Off,On,11.2400,11.3000,0.0600,0.9647,-0.0713,0.2534,Culturual  Heritage
exp_1,Scene2,Off,On,11.3400,11.5000,0.1600,0.9712,-0.0738,0.2265,Culturual  Heritage
exp_1,Scene2,Off,On,12.1200,12.2400,0.1200,0.7832,-0.2165,0.5828,Tamed nature
exp_1,Scene2,Off,On,12.2800,12.5000,0.2200,0.7848,-0.1923,0.5892,Tamed nature
exp_1,Scene2,Off,On,12.6400,12.7200,0.0800,0.8664,-0.4828,0.1278,Culturual  Heritage
exp_1,Scene2,Off,On,12.7600,12.8200,0.0600,0.8782,-0.4625,0.1218,Culturual  Heritage
exp_1,Scene2,Off,On,12.9200,12.9800,0.0600,0.9594,-0.2093,0.1890,Culturual  Heritage
exp_1,Scene2,Off,On,13.0200,13.0800,0.0600,0.9426,-0.2844,0.1748,Tamed nature
exp_1,Scene2,Off,On,13.3400,13.4000,0.0600,0.4954,-0.1331,0.8584,Tamed nature
exp_1,Scene2,Off,On,13.6000,13.6800,0.0800,0.1875,-0.0771,0.9792,Culturual  Heritage
exp_1,Scene2,Off,On,13.7600,13.8200,0.0600,0.2421,-0.0933,0.9657,Tamed nature
exp_1,Scene2,Off,On,13.8600,13.9400,0.0800,0.0916,-0.0543,0.9943,Culturual  Heritage
exp_1,Scene2,Off,On,13.9800,14.0800,0.1000,0.1175,-0.0497,0.9918,Culturual  Heritage
exp_1,Scene2,Off,On,14.1400,14.2000,0.0600,0.1583,-0.0747,0.9846,Tamed nature
exp_1,Scene2,Off,On,14.2600,14.3400,0.0800,0.1293,-0.0091,0.9916,Nature
exp_1,Scene2,Off,On,14.4000,14.5400,0.1400,0.1490,0.0075,0.9888,Nature
exp_1,Scene2,Off,On,14.5800,14.7000,0.1200,0.0876,-0.0167,0.9960,Nature
exp_1,Scene2,Off,On,14.7400,14.8400,0.1000,0.0526,-0.0016,0.9986,Nature
