user,followers_count,friends_count,retweet_count,favorite_count,text
sahruhh_,141,203,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
BP20185,82,88,2,10,@XanthiaNia @CyrusQ One of the studies they cite from Israel found that 14% of individuals who were fully vaccinate… https://t.co/XlhZl2hMPy
invisibleMemMDP,2412,2208,13,0,RT @Thimarafushi: Israel ge vaccine beynun kuraane Dhivehin neh noolheyne.. Israel ge vaccine Dhivehin beynun nukurumah govaalan.
Bita33088889,1250,1833,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
BP20185,82,88,0,0,@taijohL @salmelaoona @StalnackeSanna One of the studies they cite from Israel found that 14% of individuals who we… https://t.co/EPaKq1vqsS
diorthewhore,52,209,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
BarrakiAxonn,614,319,0,2,"@DurocYann Tous les médias nous disent qu'il y a eu 11 morts en Israël en parlant seulement des roquettes, mais ils… https://t.co/WXys0Sa6XJ"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/oOXBJLoCad"
tominwindsor,1058,1511,0,0,@DaliaHatuqa This as the COVID-19 pandemic is raging and vaccination rates are low because Israel denied responsibi… https://t.co/1dEKtXb1oO
norahollerans,157,268,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
cyber3O,955,1004,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
BareBookworm,265,752,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
sm0lcinnam0nb0i,60,211,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
ankurz_world,443,920,0,0,@SharjeelUsmani since you are worried about terrorism so much I am sure you will agree that the vaccine being admin… https://t.co/zMXswNMJQX
knotamira,757,301,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
skittytales,87,103,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
chikkuitita,37,134,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
incernadine,556,385,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
Theshawish,289,180,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
bintlevant,517,262,22,0,"RT @sarsouura_: Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospital roads…"
sarsouura_,6883,919,22,20,"Israel is targeting Gaza’s COVID testing labs, hospitals, the doctors in charge of COVID response, and main hospita… https://t.co/GcmWnEqpDb"
Space_Force1,7649,6530,8871,0,"RT @Jim_Jordan: Joe Biden’s presidency so far:

-Gas crisis
-Border crisis
-Closed schools
-Inflation rising 
-Israel under attack
-Crime u…"
DaveyDankz,164,239,1,0,"RT @MimiRossiJ: @MikePrysner Biden claims to be catholic but vaccine export ban, blocking UN taking action &amp; now letting Israel flatten Gaz…"
pajipargmailco2,893,1125,1,0,"RT @EduardoLuger: @FLMIRONES Disque israel...el modelo a seguir..pufffs
https://t.co/OkI1coRjbu"
where_val,6,29,0,0,@JoeBiden Instead of talking about the vaccine let's talk about how you approve a bill that gives millions of dolla… https://t.co/BTALqqZ0al
BP20185,82,88,0,0,"@PetteriKoskela @OsmoSoininvaara In Israel, a world leader on coronavirus vaccinations, in February recommended the… https://t.co/ZKXidOKNic"
Kmngadi,400,1102,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
BP20185,82,88,0,0,@OsmoSoininvaara One of the studies they cite from Israel found that 14% of individuals who were fully vaccinated w… https://t.co/675Pi9MLby
seothentique,88,415,0,1,Pendant qu'en Israel plus personne porte de masques tout le monde est vacciné https://t.co/sMcqqQtozK
NickLaparra,5966,1043,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
JessicaHol,749,480,7,0,"RT @StFilansDream: While most of Israel has been vaccinated, almost no Palestinians have been offered the vaccine; now Gaza’s only coronavi…"
jackman1371,292,675,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
DelahayeMiss,345,2678,0,0,@RCoronacircus @SylvianeT1 @SarahNe2ff Comment ça éloignez vous?? respirez un peu je ne me  vaccine pas moi hein ok… https://t.co/Yn8qEwMSmU
MimiRossiJ,644,1086,1,1,"@MikePrysner Biden claims to be catholic but vaccine export ban, blocking UN taking action &amp; now letting Israel fla… https://t.co/AjrrCmRLs9"
news_by_gatfil,28,897,0,0,"📰 Ultime news - Parole chiave

2021 #2021
COVID19 #COVID19
Google #Google
Covid19 #Covid19
Covid #Covid
Naomi… https://t.co/6rZfugX7af"
great_1_pinches,284,364,0,1,@JojoGotDymes A vaccine rollout that wasn't going to have the same number of vaccines out until July-ish. Orange di… https://t.co/zXylMvUtBg
zero21555242,371,87,13,0,RT @Thimarafushi: Israel ge vaccine beynun kuraane Dhivehin neh noolheyne.. Israel ge vaccine Dhivehin beynun nukurumah govaalan.
JxffreyP,41729,264,1,530,@whoskumba @thaboyjozu comparing garbage to garbage. bidens vaccine rollout has been nice. but idk why hes supporti… https://t.co/1lb6TMHRiL
JeanneHitchcoc2,3428,2761,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
HancocksHalf,75,248,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
NewsyWords,3,0,0,0,2021  covid gaza monday covid-19 court people biden israel vaccine. 2021 # #covid #gaza #monday #covid-19 #court… https://t.co/4OA955dLVJ
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/b5d4qFwhaJ"
ModrnCnsrvatv,12,44,0,0,"@Army_Of_Israel_ @shank_albert @CDCDirector Like I said earlier, you can spread any information you want. Knock you… https://t.co/zdElRNiCs3"
sydartoon,13,158,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/zTxbyuZFTW"
laurennewman76,14,463,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
walidgellad,7654,399,0,5,@ZoeMcLaren @BoilerUpFTW @nataliexdean the issue with 'highly unlikely' to catch the infection is a function not ju… https://t.co/1NpK0UIAoc
Dracarys1804,955,952,2,0,"RT @tathagat_Budha: Palestinians wanted vaccine and Israel send them bombs.
Is world conscious of this ? https://t.co/AQPPuwYE3A"
Teneo,1090,30,0,1,"What is our DC team watching? 
1⃣Biden to host President of South Korea
2⃣US to distribute 20m vaccine doses to oth… https://t.co/SoqBooB6Vp"
7ellis96,457,1191,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/jlxKxW3WUV"
ppjkis,106,72,1,0,Don't holiday in amber list countries - Boris Johnson. Then give the tourist companies a real green list of countri… https://t.co/R3uooJ7Ogj
RN51612279,1747,1535,4,0,RT @LidaMayer2: @VirusWar Sauf que compagnie aériennes  déjà en Israël défavorables pour les passagers vacciné à cause de très forte risque…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/xcueWn8aIl"
TheEndisNigh10,661,975,0,0,"@hbhbglenn1 @PippaBird @Freedom49503795 I can see where you're going with this, but I'm finding plenty of rebuttals… https://t.co/f6vesondpo"
bo87844752,126,381,1,0,"RT @HendrikDeRyke: @dcexaminer Guess where 20million is going? To the bankrupt ANC Communist failed regime of South Africa, begging again f…"
army_antifa,949,1038,2,0,RT @eye_steal_memes: I guess Hamas was creating a new rona vaccine is probably how @Israel would justify this. https://t.co/MofKOFMEp6
victorykn,2203,4963,1,0,RT @victorykn: @BlackersNot @DPJHodges Israel is behind the push for Vax Passports Michael Gove arrives in Israel for ‘vaccine passport tal…
victorykn,2203,4963,1,0,@BlackersNot @DPJHodges Israel is behind the push for Vax Passports Michael Gove arrives in Israel for ‘vaccine pas… https://t.co/CCGVQQyJU7
maxlawsontin,3755,1123,33,0,"RT @ashleighfurlong: These companies want to help produce coronavirus vaccines. But vaccine developers won’t let them. 

Biolyse in Canada,…"
TrainorHelen,2028,2075,7,0,"RT @StFilansDream: While most of Israel has been vaccinated, almost no Palestinians have been offered the vaccine; now Gaza’s only coronavi…"
drguyphd,549,1290,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
StFilansDream,7181,5081,7,8,"While most of Israel has been vaccinated, almost no Palestinians have been offered the vaccine; now Gaza’s only cor… https://t.co/JcLsoNy9nn"
Cosmic_Lev,25,138,0,0,"@gomsterX @Ada1ite @TorahJews LOL. Israel even sent the Covid vaccine to Gaza. LOL

""Some 167,000 of the 5.2 millio… https://t.co/EGmF3LDYzc"
Rafeyah,100,319,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
00a03d,46,154,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
Mansoorbadshah9,2603,2568,0,0,@ankukarwasra @m_ahmed2003 @miakhalifa Bhosdi k vaccine tk tumhari hamara3 hai aur saudi pfizer chor k tumhari cow… https://t.co/OpQYvITvky
eldondetekno,79,138,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
corey_gman,596,1315,0,0,"No, too busy being a vaccine salesman and a lobbyist for Israel. https://t.co/SaEJa0JNMP"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/kwAWwegTzr"
eye_steal_memes,2824,2773,2,4,I guess Hamas was creating a new rona vaccine is probably how @Israel would justify this. https://t.co/MofKOFMEp6
PhilipRostron,80,508,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
LidaMayer2,169,236,4,7,@VirusWar Sauf que compagnie aériennes  déjà en Israël défavorables pour les passagers vacciné à cause de très fort… https://t.co/CaHV7mscFb
yaniv99,141,598,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
docschnabell,508,1110,0,1,"Biolyse in Canada, Incepta in Bangladesh, Teva in Israel and Bavarian Nordic in Denmark have all offered to partner… https://t.co/0WsVUckNYY"
Ex_Catholique,1173,1294,7,0,"RT @EllE4AllA: @POTUS #FreePalestine
#PalestiniansLivesMatter
#HumanRightsWatch
#IsraeliCrimes
#ICC4Israel
#ICC
#UNSecurityCouncle
#SaveShe…"
adz_david,50,269,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
SelaReport,593,788,3,0,RT @Eliezer99950105: Summary of the Israeli People's Committee's database regarding adverse events related to the covid-19 vaccine in Israe…
HendrikDeRyke,2450,202,1,1,"@dcexaminer Guess where 20million is going? To the bankrupt ANC Communist failed regime of South Africa, begging ag… https://t.co/X4L7phQLCf"
suechadwick999,369,414,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
pollsstar,2303,1856,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
owenblacker,4834,4282,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/9fau30CLaf"
mollyfolly2019,94,98,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
ginatyl28770330,90,77,0,1,Israel Studying Possible Link Between Heart Inflammation and Pfizer/BioNTech COVID-19 Shot - The Vaccine Reaction https://t.co/A2e4D0GWSt
TracyAnnO,98510,3265,738,0,RT @eid_bassem: I am a Palestinian and I was vaccinated in #Israel. Groups like @jvplive and @BDSmovement are saying that Israel only vacci…
hbhbglenn1,307,141,1,2,"@BOBO25180007 @TheEndisNigh10 @PippaBird @Freedom49503795 https://t.co/4aHbGfigFF
This is looking at vaccine death… https://t.co/OqivLnqAki"
gobantwo2,2,81,0,0,"@CDCDirector In Israel, the mortality rate amongst the vaccinated is 1: 13000 at ages 20-49, 1: 6000 at ages 50-69,… https://t.co/R2kIOg4Mp6"
Aandhrawaala,9821,5496,0,1,"Dogs bark every night near a function hall

That doesn't mean they are part of the party

Bhakts trending for israe… https://t.co/SW5uU35mo5"
kashmir_singh_,24,203,0,1,"@tammybenhaim Heart wrenching news coming from Israel, In one hand Israel is the one of the top most country which… https://t.co/3kQBdr1XR0"
balqiszrlnzm,56,108,0,0,"Aduh, aku cerita pasal COVID dgn Vaccine duh. Bukan cerita pasal Israel ke Palestine ke? Cerdik nya kawan2 Facebook aku ni."
RosalindMcKenna,801,1425,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
Gr8hndz4uSybil,666,856,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline. NYC https://t.co/KXhT1GyXTg"
WilcoGiessen,89,135,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
gauravsharma302,79,1872,0,1,"@jihadwatchRS Virus 🦠 is in Transmission Stage all over the Civil Society of World.
Only Israel has the Real Vaccin… https://t.co/AFf2e19lIN"
StarColombo,2662,4864,3,0,RT @techoregon: Israel's #COVID19 vaccine roll-out has been the fastest of any country in the world. Join @skipnewberry &amp; @WendySinger123 o…
StarColombo,2662,4864,9,0,"RT @i24NEWS_EN: #Israel's world-leading #vaccine drive is 'thanks to technology, which is really leadying the way for us,' Michal Seror, he…"
mamaweissmehr,493,265,3,0,"RT @derliebeMichi: @helgelindh Mensch Helge, da gibts in Israel aber auch ne Menge Coronaleugner mit Judenstern auf Demos.
Oder sind die vo…"
RyersonNIA,3905,1109,0,0,"Currently, the vast majority of the older people in the US, UK and Israel have all been vaccinated without any veri… https://t.co/ESYDAC0sGt"
Saurabh76167834,12,50,0,0,"@shirish_ch @manishkumarbai1 @taapsee Israel has 91,237 cases per million population. 57.5 per cent of Israelis hav… https://t.co/kmAQSTUnKg"
employable_guy,53,357,0,0,Amazing how mask off evil the US has become. First the vaccine patents and now Israel Palestine. US has no credibil… https://t.co/v6ZX0N69tg
AmyAyers16,5747,5601,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
PKS28629583,31,151,0,0,@publicroad @elizabethjdias Hmm .. perhaps Satanyehu can persuade them to take the vaccine : evangelicals will only… https://t.co/BM7yRBX9YK
ElixerofHealth,20,378,0,0,@4_04_Not_Found No one is coming to save you. Qanon was a Psyop. I was a hugeeee Qanon follower. I now see the trut… https://t.co/XY4Sg27fSn
RicardoElephant,312,1293,21,0,"RT @BrianMteleSUR: Jair Bolsonaro loves death, as his genocidal policies against indigenous tribes and deliberate sabotage of Brazil's publ…"
zaydamjad,3004,1113,12,0,"RT @maanu_shareef: Israel, administering over 150,000 doses of vaccine a day in the dawn of the new year, leading the world in vaccine roll…"
The_Colonel_Dax,367,856,0,3,@Ramshaofficial Results is Israel show previous infection is 97% effective preventing another infection. All that t… https://t.co/VpV1TPJ0ec
MusaubKhanMD,466,484,0,5,One thing I forgot to mention: vaccine apartheid. Israel is withholding COVID-19 vaccines from Palestinians. When I… https://t.co/oxO8L5aJg7
KowalchikJM,620,1407,0,0,"@atrupar THIS is what Faux has a problem with?  Faux ""format"" is now similar to TMZ or Entertainment Tonight?🤡🙄 Wha… https://t.co/w7zp2f9V1K"
astronaimee,1478,3196,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
StellaKramer,5438,3481,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
eikotoda,214,106,0,0,"@VReekaaa @EuroSandor @JosepBorrellF True, I agree. But it seems to be ""against"" Israel. But Orbán's supreme leader… https://t.co/QtMtetzhfS"
advenvtech,709,2001,0,0,@ShumaRaha Well these vaccines are just a protection until 80% of the population gets vaccinated. You wish to fly t… https://t.co/UakIthoRLm
abhikesherwani,31,91,0,2,"#सुदर्शन_न्यूज_बंद_नही_बुलंद_रहेगा
#I_SUPPORT_SUDARSHANNEWS 
57 ISLAMIC countries
Lekin kisi ne b vaccine banane ki… https://t.co/Cvda39oexx"
GiuocoPianisimo,6,107,0,2,@yayforchange @Sekhmara @lgtwriter @POTUS last one was ridiculed by the left for being xenophobic after banned trav… https://t.co/SHp4HvtFUC
lingiswriting,13,96,0,0,how usa keep selling forearms to israel and how americans are either not showing up to appts bc they don't want a c… https://t.co/INKzDBcyMA
Sun_Moon_13,271,492,2,0,RT @blundypls: Don’t fund medical apartheid! Tell Congress to demand that the Israeli government fulfill its legal obligation to provide th…
blundypls,353,937,2,0,Don’t fund medical apartheid! Tell Congress to demand that the Israeli government fulfill its legal obligation to p… https://t.co/yJ7yNfLhGP
PatriciaTreble,3749,681,0,1,"We pass the US this week, likely Thursday. Soon, modelling says we're going to move ahead of vaccine superstars inc… https://t.co/pUPtu9WF3Y"
Arham63996292,0,6,0,0,@GAURAVV63537784 I don't need your vaccine man😂😂...ooh i Heard that your vaccine have some side effects of clotting… https://t.co/ArPQmlRlna
sash_andy,3625,4807,1,0,"RT @Ireland2020: If the findings by IPC are genuine, then Pfizer vaccine is linked to more deaths in Israel than AstraZeneca’s in the whole…"
me_sheer_,901,1373,0,0,People who got Pfizer vaccine in Israel later developed shingles https://t.co/6R2wn91jC2 via @MailOnline
LekshmiMD,4839,5316,6,0,"RT @FutureDocs: My timeline:
SCOTUS threat to reproductive rights.
UN blocked from calling for Israel-Palestine ceasefire to stop deadly ci…"
somogyianthony,599,1808,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
sarahrimmington,1952,3304,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
CagliostroNd,127,133,0,0,"@gillesmutrux @UToc2Me @NaphtalineLeBon Alors, t'es allé regarder les stats des US, du Royaume-Uni ou d'Israël, les… https://t.co/KUzfJw5q5W"
adfichter,13401,1874,0,0,"@JoelleWeil Weiss man eigentlich mittlerweile dazu mehr? ""A petition by a government watchdog group, the Movement f… https://t.co/PouxzFqncz"
AhsanAlvi15,12947,12067,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
avizvizenilman,203,693,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
ShikhaJainMD,8946,2991,6,0,"RT @FutureDocs: My timeline:
SCOTUS threat to reproductive rights.
UN blocked from calling for Israel-Palestine ceasefire to stop deadly ci…"
AlwaysThink12,425,1754,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
PRubyruby01,578,1663,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
voteblue4lf,579,675,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
gregggonsalves,74736,10007,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
KishanSiraskar,23,132,0,0,@RadhaIND2 Wait for a few more weeks to see whether the Israel's vaccine proves protective or self-destructive!
derliebeMichi,1276,1091,3,0,"RT @derliebeMichi: @helgelindh Mensch Helge, da gibts in Israel aber auch ne Menge Coronaleugner mit Judenstern auf Demos.
Oder sind die vo…"
DrsMeena,8374,1284,6,0,"RT @FutureDocs: My timeline:
SCOTUS threat to reproductive rights.
UN blocked from calling for Israel-Palestine ceasefire to stop deadly ci…"
derliebeMichi,1276,1091,3,12,"@helgelindh Mensch Helge, da gibts in Israel aber auch ne Menge Coronaleugner mit Judenstern auf Demos.
Oder sind d… https://t.co/SVty9qEEhw"
hbhbglenn1,307,141,0,1,@BOBO25180007 @TheEndisNigh10 @PippaBird @Freedom49503795 The link about mortality in Israel looked at results from… https://t.co/dvuqdaIiei
politia1959,224,554,1,0,"RT @MarinerSilas: He's right. The vaccine passport started in Israel, a fascist racist terrorist state that wants biometric IDs for total c…"
Schrdin79008382,559,1016,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
PlantCornNotKil,1068,1972,0,5,@grahsso @_jimi_kendrix_ Biden approved $735 million in arms to Israel alongside the “ceasefire”. A cease-fire whil… https://t.co/GWlAcE8Lgn
Berniceness,1277,1430,26,0,RT @7kidchaos: Experimental vaccine death rate for Israel’s elderly 40 times higher than COVID-19 deaths!! https://t.co/WZJZWUqNMA
rtmiller99,408,507,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
TrdisOprtr,165,17,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Victori39328075,174,277,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
some_katie,87,698,0,0,"@Ramshaofficial 1. These particular vaccines are still undergoing a trial period.
2. Infertility 
3. Johnson and Jo… https://t.co/WnPf1gdebB"
InnateOptimist,1616,2816,0,0,"Israel WHO stats, 5/18/21: https://t.co/yN2VjrzxHz

Palestine WHO stats, 5/6/21: https://t.co/hzp5BlGesH

Doctors W… https://t.co/Ou6bo6AJDT"
globalwillie,10,75,0,0,"@MarinerSilas Yes. After the vaccine passports, I don’t take a side in Israel/Palestine conflict. I’d rather let th… https://t.co/iFJ5c5KBJT"
Pardeep1550,13,110,0,0,"@IDF Aaj Aamir ne subha subha pucha vaccine kaha lag rahi hai 🤔
Mene keh diya Israel mein😜
Tabse Aamir naraj hai 🤣🤣🤣"
Ayaabd99148394,33,94,10,0,"RT @belalabdelhaii: After limiting the access to Covid 19 vaccine for Palestinians, Israel is targeting the only Covid testing lab in Gaza.…"
craftuality,40,75,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Pardeep1550,13,110,0,0,"@INCIndia Aaj Aamir ne subha subha pucha vaccine kaha lag rahi hai 🤔
Mene keh diya Israel mein😜
Tabse Aamir naraj hai 🤣🤣🤣"
TerrinaMajnoona,6936,1467,0,3,"2006=&gt; Poll: 68% of Jews would refuse to live in same building as an Arab - Haaretz | Israel news, COVID vaccine da… https://t.co/x9aiEGdepp"
Al63792918,34,1039,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Celeste02428022,78,153,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
LJoyZ_MD,867,1870,6,0,"RT @FutureDocs: My timeline:
SCOTUS threat to reproductive rights.
UN blocked from calling for Israel-Palestine ceasefire to stop deadly ci…"
EduardoLuger,2129,4356,1,1,"@FLMIRONES Disque israel...el modelo a seguir..pufffs
https://t.co/OkI1coRjbu"
shahida_moosa,339,543,5,0,RT @RajneetLamba: “Israel’s discriminatory vaccination policy underscores the repressive nature of its rule and the need for international…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline. NYC https://t.co/0tRblWCeSr"
FutureDocs,39251,7050,6,45,"My timeline:
SCOTUS threat to reproductive rights.
UN blocked from calling for Israel-Palestine ceasefire to stop d… https://t.co/fJKDDeIutt"
Banesa_Creative,3215,609,1,0,RT @sindi_leigh: @lenews_ch too does not seem to have ever reported on Palestine. The most recent article on Israel is in praise of their v…
MarinerSilas,334,458,1,1,"He's right. The vaccine passport started in Israel, a fascist racist terrorist state that wants biometric IDs for t… https://t.co/b0jJ1A6jzZ"
RahulRa82208971,34,238,0,0,@warispathan @SureshChavhanke Tumko Israel wali vaccine ki jarurat hai. Tumko milega beta. https://t.co/qcVfOCK6Ri
sindi_leigh,1420,858,1,0,@lenews_ch too does not seem to have ever reported on Palestine. The most recent article on Israel is in praise of their vaccine experiments
Rajeev76233092,29,151,0,0,"@Gufran14976052 @TajinderBagga Abe khairat pe palne wale, tere bap ke vaccine thi? SII ke thi us ne de hai
Or abhi… https://t.co/AtKIgvudeN"
jmt_18325,3026,2233,0,0,@anniegirl1138 The US is not going to pull vaccine supply if we change our stance on Israel.
Green1882Jack,72,128,0,0,@thrasherxy Israel paid extra for early delivery of the vaccine. The Palestine Authority &amp; Hamas could have done th… https://t.co/Z5ownyy5Oz
snj_1970,399,350,0,1,"@JethroFElsden Worked for Israel.

https://t.co/ahXDidmT9n"
annastassiarose,187,185,0,0,"@Mummy_Central @piersmorgan Germany ,France,Canada ,Israel etc won’t risk their population by giving them the Astra… https://t.co/jjW1CWxDfv"
AZAMAlIoo7,201,117,0,1,"Israel needs another dose of that vaccine 
#Gaza Under Attack https://t.co/jKa9ubFbv5"
