user,followers_count,friends_count,retweet_count,favorite_count,text
mnathvattarai,31,487,0,0,@NAYA_PATRIKA Hatiyar ni bechne israel tura ani  vaccine ni dine k policy raixa khaireko
samyra_md,1413,1630,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
MedicLikeSalman,125,418,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
afa1953,213,134,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/jpzcUvat5Z"
wokestethoscope,902,488,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
SharanskyWailer,646,2187,1,0,RT @nazihfares: Here's another fact you should know: why are countries like Czechia and Honduras siding with Israel? Because they are expec…
BasouliBoyKila,623,467,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
ViaDolorosa2021,530,1797,0,1,@CultofKrill @JordyAri @Concern26987694 @im_the_vaccine @Officermeatbeef @MaElviraSalazar @AIPAC It's their main ta… https://t.co/dGCHqErKew
easyjanjansen,37061,31927,2,0,RT @Easy_Branches: Morning News NOW Full Broadcast - May 18 | NBC News NOW: Israel and Hamas resume fighting after President Biden voices s…
Leeshy94,596,435,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
Easy_Branches,51700,44965,2,0,Morning News NOW Full Broadcast - May 18 | NBC News NOW: Israel and Hamas resume fighting after President Biden voi… https://t.co/GAgpsIfZnA
JimAskins,357,691,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
zainaladwin,22105,696,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
WisePara,9,47,0,0,"A report on problems with the Pfizer vaccine in Israel.

https://t.co/6aijkQP2Po"
anahiivenzor,364,614,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
abbssmae,188,233,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
IsaacNathoo9,69,172,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
Twink2035,67,150,0,0,"@Haruhito_BAK @yukariinaa イスラエル人民委員会の報告書は、人体のすべてのシステムにファイザーワクチンの壊滅的な副作用を発見

https://t.co/iVE83l80vS"
merida_lina,299,279,44,0,"RT @DrTonyLeachon: Vaccine hesitancy is affected by the brand and quality of the vaccines. @sarchavez 

Quality vaccine. This must be the t…"
baelal2444,769,1347,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
Twink2035,67,150,0,0,"@Haruhito_BAK @yukariinaa イスラエルの主要な健康専門家で作られた民間団体であるイスラエル人民委員会(IPC)は、4月の報告書をファイザーワクチンの副作用に発表し、人体のほぼすべてのシステムに損傷を与えた。

https://t.co/iVE83lpBnq"
Truong15051955,2528,4123,0,0,"Mua ba mươi triệu liều vaccine Pfizer, Việt Nam chuyển chiến lược chống Covid-19 vừa dập dịch vừa tiêm chủng rộng n… https://t.co/FAIYyztVDd"
ISRAEL_APARICIO,223,330,193,0,"RT @doctormacias: Covid 19, la vacuna Pfizer es más estable de lo que se creía. La autoridad europea extiende de 5 días a un mes el período…"
khimjilal,0,23,28,0,"RT @rahulswarnkar4: #COVID19 : #vaccine SonuSood
#CycloneTauktae : #India
#Israel : #IndiaStandWithIsrael 
#Farmers : #FarmersProtest

#rea…"
ReclusiveRadish,1077,664,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
taibarahmath,50,378,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
Proud2020D,123,365,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
mottosoni,21,1692,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
mac_puff_,64,96,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
aniljothomas,10585,8354,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
USCGamecockBoy,2139,4908,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
farhanakhanom20,63,68,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
QaaliHussein1,15903,1850,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
AJMooreHealth,1619,629,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
dakhterakhter,1370,3757,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
happyhexer,354,232,2,0,RT @InfectiousDz: This was just as Israel and Bahrain had agreed to create a vaccine passport corridor https://t.co/vF2cFT8cLG
OsaidalserMD,2100,2510,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
drpiyushkr,2094,4581,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
PharmDSadaf,76,187,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
zfreinstatler,839,1575,35,0,RT @DrBryanLeyva: Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine ethnic…
vzrnl_,258,432,2944,0,"RT @HausofHilton: “In Israel, you’re 60 times more likely to have a covid vaccine than in Palestine “

They couldn’t even get proper access…"
DrBryanLeyva,14010,5439,35,94,Imagine having the audacity to call Israel a “model” for COVID-19 vaccination when they have the greatest vaccine e… https://t.co/jbVLZQ2Hoa
KVRIMM,1100,726,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
DavidMo66984563,120,92,0,0,"@HouseDemocrats Yet you continue with Palestinian homes stolen, Israel's vaccine apartheid, school and hospital bom… https://t.co/iukXTPuFBy"
bubblytest,922,138,1,0,"RT @PaulRob11880584: If Morrison gave Aussies a choice of vaccines the rate would increase. Aussies don’t trust Morrison, wants us to have…"
Farzanarab,1534,2505,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
rhcm123,1554,1233,0,0,From The Economist Espresso: Fighting continues in Israel and Gaza; India delays vaccine exports https://t.co/JLgcA4UjoG
um3awas,2168,1051,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
Preciousmyheart,395,607,10,0,"RT @SteveDeaceShow: Today's @theblaze podcast: a key study on natural immunity vs. vaccine immunity from Israel, and has @barstoolsports an…"
samsamuelsamsam,140,917,0,0,After only 3 days of all my non Jewish friends intermittently posting slurs against Israel in exchange for social m… https://t.co/PxDKiqmf5i
grayyynnn,88,186,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
BilalNaks,243,296,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
ImanBarre,135,227,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
TheHarakah,7067,6192,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
drpiyushkr,2094,4581,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
farahrahman23,1098,811,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
gforbes,1896,2067,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
sambmh,186,359,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
frbissonnette,1082,58,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
rundalkayed,1072,405,33,0,"RT @TAlnawaiseh: While #israel has the highest number of people receiving the #covid vaccine worldwide, it has deprived Palestinians of the…"
QaaliHussein1,15903,1850,39,0,RT @MusaubKhanMD: Israel’s vaccination success is predicated on denying Palestinians the vaccine. When Israel vaccinated 50% of their popul…
ronh62,1124,1850,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
van_xio,1,14,0,0,@flytotheworld12 @hanzhu74 @fangshimin 你认为以色列是不是民主国家？我大约一个月前看过报道，在以色列如果不接种疫苗一些公共场所就不能去，你说这是不是强迫？… https://t.co/yA4m7vD0tM
3rdcultureblah,232,286,5,0,"RT @wanderer_jasnah: to remind everyone, Israel, despite having enough vaccines to vaccinate everyone, is *deliberately* denying the Palest…"
Tamzilla_52,7241,6477,1,9,This is why a vaccine passport is so very problematic even though I think Israel is requiring them which is insane… https://t.co/HJqzyJx3rn
faiqahmasturina,528,1007,2944,0,"RT @HausofHilton: “In Israel, you’re 60 times more likely to have a covid vaccine than in Palestine “

They couldn’t even get proper access…"
fazirafah,142,120,10,0,"RT @belalabdelhaii: After limiting the access to Covid 19 vaccine for Palestinians, Israel is targeting the only Covid testing lab in Gaza.…"
Jan_KraakSD,1267,1407,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
tony3950100,1111,277,0,1,"@News5PH people are just basing the experience of countries like the US, Israel who are now recovering because thei… https://t.co/bnhR1rqVI3"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/qQEHn3Ctjq"
tony3950100,1111,277,0,2,"@DZMMTeleRadyo people have the right to choose, specially that now people are seeing what is effective and what is… https://t.co/bHtFKP9YMF"
InfectiousDz,32620,8759,2,6,This was just as Israel and Bahrain had agreed to create a vaccine passport corridor https://t.co/vF2cFT8cLG
malcolmjdavies,16,41,0,0,@20naomijess21 @CDCDirector No single vaccine has ever been able to confer greater than 6 months of effective immun… https://t.co/ahTefuFvJm
GuyWithABlog,98,416,19,0,"RT @DrTonyLeachon: One factor driving the “huge crowd is the brand of the vaccine, due to the science-based approach and real world experie…"
RamenNo57775100,0,12,0,0,@JoeBiden Nice. Well played. Release the mask removal and ramp up Vaccine shaming to distract from your disaster re… https://t.co/cOO3wXvTZr
IsmeeSays,107,563,12,0,"RT @maanu_shareef: Israel, administering over 150,000 doses of vaccine a day in the dawn of the new year, leading the world in vaccine roll…"
Frederi64496113,282,737,10,0,"RT @SteveDeaceShow: Today's @theblaze podcast: a key study on natural immunity vs. vaccine immunity from Israel, and has @barstoolsports an…"
Rao_indians,405,1044,0,0,"The vaccine which is used in Israel, the same vaccine can be released from ""terrorism"" all over the world.."
bigforkgirl,634,1798,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
itsruaa6,2171,1364,33,0,"RT @TAlnawaiseh: While #israel has the highest number of people receiving the #covid vaccine worldwide, it has deprived Palestinians of the…"
krishna_perera,237,931,0,1,@Roseandfalcon @siwura @sajithpremadasa @RajapaksaNamal @Sesiri Wonder where they got the vaccine from.....Israel? USA? Singapore?
Micazac,27,149,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
theblaze,684848,696,10,0,"RT @SteveDeaceShow: Today's @theblaze podcast: a key study on natural immunity vs. vaccine immunity from Israel, and has @barstoolsports an…"
nada_saleh98,148,160,33,0,"RT @TAlnawaiseh: While #israel has the highest number of people receiving the #covid vaccine worldwide, it has deprived Palestinians of the…"
lizditz,9509,10444,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
hobbitgirlali,34,261,2,0,RT @blundypls: Don’t fund medical apartheid! Tell Congress to demand that the Israeli government fulfill its legal obligation to provide th…
SullyBobbi,5597,922,1,6,"@Bourgeois_Bear I didn't make a blanket statement. I said ""a study in Israel found"". https://t.co/kkDMesVH5f"
unfeltsorrow,598,1265,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
stevevanstone,183,273,0,0,Great to see our recent and projected vaccine performance. But the area between the vaccination curves up to now of… https://t.co/pPGxl7evLu
PAdamsonMD,539,1134,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
abdhafizzzz,340,492,0,1,makcik aku dlm group family dok forward lak pasal vaccine AZ ni dr israel pulokk. mana2 ntah dpt main forward je ta… https://t.co/0rWCpV8grq
spizotfl,140,337,2,0,"RT @germanrlopez: I'm skeptical that all the people calling vaccine passports fascist are calling Israel, which has nationally run vaccine…"
JamesVolfson,603,674,2,0,"RT @germanrlopez: I'm skeptical that all the people calling vaccine passports fascist are calling Israel, which has nationally run vaccine…"
DeniseColetti,39,15,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
germanrlopez,25423,2084,2,10,"I'm skeptical that all the people calling vaccine passports fascist are calling Israel, which has nationally run va… https://t.co/DsfXt3Wof5"
vkravetz1,27,515,0,0,It is touching and very prudent to be calling for a cease fire but shouldn't be Canada trying to solve its internal… https://t.co/Sd8tdik7ee
PaulRob11880584,352,309,1,3,"If Morrison gave Aussies a choice of vaccines the rate would increase. Aussies don’t trust Morrison, wants us to ha… https://t.co/lbUvLkzP8S"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/wH5ZWrhXZa"
azredsoxfan65,3439,4744,0,5,@SenatorSinema You mean this Israel who treats Palestinians like 2nd class citizens? https://t.co/8CWfmsiJZo
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/ylo2tZs7hT"
boonecutler,2891,4916,0,0,@VICE https://t.co/jGETqzCCMv
pianoledge,1148,1269,1,0,RT @RealLifeJustMe2: https://t.co/Ha6a2DiL6D
RealLifeJustMe2,3,10,1,1,https://t.co/Ha6a2DiL6D
terpsichore_los,509,4994,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/RM8nr8C7qr"
JervisSparkey,26,217,0,0,The absolute state of Oz conservative media. Federal gov floating plan for domestic vaccine passports and they’re m… https://t.co/E29YBjesgt
shopdeb,121,286,138,0,"RT @ChelseaClinton: We could be making #covid19 vaccines in more places (potentially in Bangladesh, Canada, Denmark, Indonesia, Israel, Pak…"
YaraSaddam,986,444,33,0,"RT @TAlnawaiseh: While #israel has the highest number of people receiving the #covid vaccine worldwide, it has deprived Palestinians of the…"
mustaqeemansa14,185,1201,45,0,"RT @LadyVelvet_HFQ: COVID-19 vaccine doses given per 100 people.

Israel: 121
UAE: 115
Chile: 86
UK: 82
US: 80
Germany: 47
Canada: 47
Spain…"
rickburbage,738,1333,6,0,"RT @Carrotsandpars1: @nround6 @HempleLouise The issue with the vaccine is that it's actually killing more.  Research from Israel.
It's a lo…"
koochaudio,103,116,0,3,"@ToddYoungIN Israel has universal healthcare, vaccine “passports”, and women’s right to choose.
Do you agree with t… https://t.co/rdmf9BCiEo"
theReal_Rebel,2881,1872,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
WestergrenJon,12178,13123,0,2,"Israel is preventing the Palestinians from getting vaccines
The Palestinians were able to secure vaccines for their… https://t.co/oyN8IbK4ds"
naruruchan,114,223,0,0,"@wataruen @pjacobs @America61613707 @Esu_Ken No all countries should be vaccinated

EU and US are getting it first.… https://t.co/4SrJL6SX8m"
DavidTaylor85,2277,2660,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
junglepinkvibe,173,227,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
therealden78,191,48,2,0,"RT @Ginella_M: Coming up on Canada Tonight at 8pm EDT: Our medical contributor weighs in on Quebec's plans to reopen, and NACI recommending…"
jeffedelstein,2645,113,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
21douggie,97,192,19,0,"RT @DrTonyLeachon: One factor driving the “huge crowd is the brand of the vaccine, due to the science-based approach and real world experie…"
campmattfield,1341,4991,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
GerardAraud,82885,2011,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
KCA207,565,1584,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
Jess13171,244,2642,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
girlintheknow03,1940,3998,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
john_mcwhinney,50,65,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
SocialDemSheff,964,1528,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
glitchbotio,1187,342,26,0,RT @voxdotcom: New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are part of t…
voxdotcom,1023889,304,26,76,New Covid-19 cases have dropped by more than 95% and daily deaths are nearly gone in Israel. Vaccine passports are… https://t.co/Zr2F6vs8wH
ivladimr,191,99,0,1,"*1.5 billion covid vaccines have been administered worldwide.

*USA, China and India have the highest vaccine rollo… https://t.co/p7gJz51YbV"
MargotPRMatters,363,765,0,1,"Yep.
Call for high-profile Aussies, not politicians, to front COVID-19 vaccine campaign https://t.co/RPSVbQzOy2"
johnMark322,490,1536,0,0,"Vaccine passports in Israel, China, Denmark, Estonia, New York &amp; other USA &amp; coming to the UK. 
The people have sur… https://t.co/hZj74N4Esj"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/GRY0wHFGZA"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/2zGzSBE4F7"
makinis,481,201,19,0,"RT @DrTonyLeachon: One factor driving the “huge crowd is the brand of the vaccine, due to the science-based approach and real world experie…"
jonnyhodl,5082,418,1,6,Ok so I had no idea that this term was actually used in Soviet Russia to mean Jews denied permission to travel to I… https://t.co/O8yDOl9JHK
NickCar813,0,74,0,0,@AstroCycle_Net Singapore only has 33% partially vaccinated. Seychelles is using the China vaccine which its effica… https://t.co/04jA3sKRvF
KS87120923,19,141,0,0,From The Economist Espresso: Fighting continues in Israel and Gaza; India delays vaccine exports… https://t.co/OeVckgtS2b
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/SAKtnJadcf"
SlayerofMemes,1321,1819,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
wiggerl2008,52,363,1,1,"ISRAEL WEISS GENAU WO
WAS IN GAZA IST!

DARUM WURDE AUCH DIE
KLINIK BOMBARDIERT, IN
DER DIE C O V I D VACCINE
LAGER… https://t.co/DwGNn6MLfh"
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/HcsZBbBSDM"
therapist_gay,430,1701,0,0,Don’t fund medical apartheid! Tell Congress to demand that the Israeli government fulfill its legal obligation to p… https://t.co/xPAmcFoUEe
seamsung1,26,2,0,0,https://t.co/j3Q8xe0mF3 Israel shows the way as vaccine passports kickstart clubbing and boozing https://t.co/1ObTGjhRwV
carolmariebensi,294,251,10,0,"RT @SteveDeaceShow: Today's @theblaze podcast: a key study on natural immunity vs. vaccine immunity from Israel, and has @barstoolsports an…"
iloveminty1006,400,506,0,0,"@Ra_koyama お金のことはこの記事とか。
""unknown""。　そりゃ、メーカーに配慮ってのもあるだろうけど・・・。
ネットの記事で分かるのはこの程度(^_^;)　素人だし。
ほんでも、その金は？ ってなるじゃん、あの国だ… https://t.co/0mehLCZIlw"
JerseyBott,69,433,0,2,"@joeytir Team Joe needs to be concerned with this...
-Gas crisis
-Border is being overrun
-Closed schools
-Inflatio… https://t.co/msr7nO4PnG"
noggy,74,577,44,0,"RT @DrTonyLeachon: Vaccine hesitancy is affected by the brand and quality of the vaccines. @sarchavez 

Quality vaccine. This must be the t…"
NandiniOomman,4232,2457,182,0,RT @AlbertBourla: New real-world data from @Israel—a country with a population approx. 35 times less than the US—suggest that their vaccina…
L_A_D_J,466,2227,0,0,"@nkdogana @MunsifZaira @shadoman2030 @BBCNews Palestine has no government, no army, no navy, no air force, no forei… https://t.co/Y55z28AVDd"
Tania_WattsUofT,336,83,0,3,@CPHO_Canada @picardonhealth But I question  giving 12-18 year olds vaccine ahead of the older and immunocompromise… https://t.co/vanjpEU35G
XtainM,89,319,2,0,"RT @Ginella_M: Coming up on Canada Tonight at 8pm EDT: Our medical contributor weighs in on Quebec's plans to reopen, and NACI recommending…"
thrwmini,26,494,0,1,@jkass99 I am going to assume you haven't done any research or read much about how Israel treats the Palestinians.… https://t.co/RdvCUqLS9K
GeorgeHagstrom,573,1573,3,0,RT @wsbgnl: Love to see my favorite bullshit get repeated once again in a national newspaper. Everyone remember when Israel and the UK purs…
nazihah10195,14,40,1,0,"RT @ZZehraOfficial: @SonyaMeloff @torn_ainbow @Israel @bellahadid Pay to get vaccinated? Your beloved Israel destroyed the health ministry,…"
Ginella_M,22343,952,2,36,"Coming up on Canada Tonight at 8pm EDT: Our medical contributor weighs in on Quebec's plans to reopen, and NACI rec… https://t.co/R1nRN4AtAI"
alexillest,20295,839,5,10,"Hey, Biden administration! Instead of approving a $735 million weapon sale to Israel, maybe approve a larger vaccin… https://t.co/A0ko5zv88R"
Tareq_Alarmouti,225,397,0,1,In #gaza they cant took the vaccine nor make corona test because israel bombed the ONLY covid testing center in the… https://t.co/lFhaO71cRL
EllE4AllA,2620,3258,7,0,"RT @EllE4AllA: @POTUS #FreePalestine
#PalestiniansLivesMatter
#HumanRightsWatch
#IsraeliCrimes
#ICC4Israel
#ICC
#UNSecurityCouncle
#SaveShe…"
BurnerLamars,84,98,0,8,"@A_Kid_Named_DJ @GravelInstitute Israel also has the highest vaccination rate in the world, for Israelis. Palestinians dont get the vaccine."
Iamconcernedtoo,273,399,0,0,"😳 interesting read

https://t.co/LfbO8nzc60"
Iamconcernedtoo,273,399,1,0,"RT @oGrandeAlberto: "" If the findings by IPC are genuine, then Pfizer vaccine is linked to more deaths in Israel than AstraZeneca’s in the…"
andromedalian,1,0,0,0,"If Israel's genocide in Palestine is not stopped, I will not accept U.S. vaccine assistance. Are you afraid that ma… https://t.co/dKctarDuwI"
iloveminty1006,400,506,0,0,"@Ra_koyama ぴえん。直接的な記事はにゃぁけど；
(1)これは興味深いでしょ
https://t.co/EjOhv6Yn5j
(2)こっちは一般論かなぁ
https://t.co/c58abKTkF3"
LanceBlairVO,363,443,0,1,@SteveScalise Israel treats Palestinians like dirt. Hamas fired rockets only after Israeli thugs beat up hundreds o… https://t.co/SGEEHK9Q3b
gkolost,1822,4306,182,0,RT @AlbertBourla: New real-world data from @Israel—a country with a population approx. 35 times less than the US—suggest that their vaccina…
JanetWa94118686,33,141,0,0,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline, NYC https://t.co/QcciNBKRiR"
EricKratz2,49,83,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Ina_de_Cuada,85,188,8,0,"RT @BLNewsMedia: More coincidental vaccine deaths.

https://t.co/2ds2KpEXJ4"
MikeFawcett15,93,164,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
ResearcherGrace,393,1226,3,0,RT @wsbgnl: Love to see my favorite bullshit get repeated once again in a national newspaper. Everyone remember when Israel and the UK purs…
dennisdko,490,617,19,0,"RT @DrTonyLeachon: One factor driving the “huge crowd is the brand of the vaccine, due to the science-based approach and real world experie…"
GbabyOg,80,111,6,0,RT @1eternalsage: The US clearly supports genocide as evidenced with this experimental vaccine and support of Israel
GlenMur21242567,624,625,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
lucifertheloser,66,143,1,0,RT @JxffreyP: @whoskumba @thaboyjozu comparing garbage to garbage. bidens vaccine rollout has been nice. but idk why hes supporting israel…
DataSci25992307,43,131,1,0,RT @DataSci25992307: @AlbertBourla @LinkedIn @danroth Is this true ? Your not getting vaccenated ? It is all yours how you wanted us to tru…
AkhiTee,3,15,0,0,Israel v Palestine Conflict - Last Week Tonight with John Oliver S08E12 ... https://t.co/ykbm4IM2wJ via @YouTube… https://t.co/KzSjUeJIFi
DataSci25992307,43,131,1,1,@AlbertBourla @LinkedIn @danroth Is this true ? Your not getting vaccenated ? It is all yours how you wanted us to… https://t.co/ZB8boFVaSU
